Module,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_maxSpeed,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_minSpeed,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_startTime,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_stopTime,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalDistance,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalTime
ProvidenciaExampleScenario.node[4273].veinsmobility,15.65,0,27631,27900,401.654,932.838,269
ProvidenciaExampleScenario.node[4274].veinsmobility,10.258,0,27631,27900,328.844,320.128,269
ProvidenciaExampleScenario.node[4275].veinsmobility,14.5834,0,27631.5,27900,379.789,548.462,268.5
ProvidenciaExampleScenario.node[4276].veinsmobility,1.75912,0,27632,27900,263.941,5.81869,268
ProvidenciaExampleScenario.node[4277].veinsmobility,15.9513,0,27632,27900,401.111,681.995,268
ProvidenciaExampleScenario.node[4278].veinsmobility,16.25,0,27632.5,27900,379.722,474.286,267.5
ProvidenciaExampleScenario.node[4279].veinsmobility,15.3315,0,27632.5,27900,443.874,870.888,267.5
ProvidenciaExampleScenario.node[4280].veinsmobility,13.0895,-3.6091,27632.5,27900,367.265,586.819,267.5
ProvidenciaExampleScenario.node[4281].veinsmobility,18.6864,0,27632.5,27774,277.928,795.554,141
ProvidenciaExampleScenario.node[4282].veinsmobility,18.3503,0,27633,27857,419.465,979.243,223.5
ProvidenciaExampleScenario.node[4283].veinsmobility,16.1596,0,27633,27841,370.996,991.297,207.5
ProvidenciaExampleScenario.node[4284].veinsmobility,16.2854,0,27633,27773.5,273.581,690.778,140
ProvidenciaExampleScenario.node[4285].veinsmobility,17.5728,0,27633,27842,495.593,1747.86,208.5
ProvidenciaExampleScenario.node[4286].veinsmobility,22.0022,0,27633,27900,449.864,871.793,267
ProvidenciaExampleScenario.node[4287].veinsmobility,14.6672,-0.340691,27633.5,27900,365.875,541.478,266.5
ProvidenciaExampleScenario.node[4288].veinsmobility,17.5,0,27633.5,27792.5,354.97,970.11,158.5
ProvidenciaExampleScenario.node[4289].veinsmobility,19.1709,0,27633.5,27762,282.888,748.867,128
ProvidenciaExampleScenario.node[4290].veinsmobility,16.4749,0,27633.5,27769.5,313.099,997.774,135.5
ProvidenciaExampleScenario.node[4291].veinsmobility,18.4857,0,27633.5,27780.5,309.385,871.543,146.5
ProvidenciaExampleScenario.node[4292].veinsmobility,14.8477,0,27634,27900,358.329,513.788,266
ProvidenciaExampleScenario.node[4293].veinsmobility,18.7222,0,27634,27792.5,374.704,1318.08,158
ProvidenciaExampleScenario.node[4294].veinsmobility,16.302,0,27634,27714,251.729,897.81,79.5
ProvidenciaExampleScenario.node[4295].veinsmobility,16.25,0,27634.5,27870,494.606,1371.54,235
ProvidenciaExampleScenario.node[4296].veinsmobility,16.2139,0,27634.5,27743,238.724,658.965,108
ProvidenciaExampleScenario.node[4297].veinsmobility,15.0563,0,27634.5,27777,264.188,691.965,142
ProvidenciaExampleScenario.node[4298].veinsmobility,18.1635,0,27634.5,27775.5,280.529,800.39,140.5
ProvidenciaExampleScenario.node[4299].veinsmobility,20.7716,0,27635,27854.5,424.077,1074.53,219
ProvidenciaExampleScenario.node[4300].veinsmobility,15.0563,0,27635,27731.5,226.97,758.29,96
ProvidenciaExampleScenario.node[4301].veinsmobility,15.3107,0,27635,27747.5,249.911,896.281,112
ProvidenciaExampleScenario.node[4302].veinsmobility,15.5,0,27635.5,27900,427.383,873.138,264.5
ProvidenciaExampleScenario.node[4303].veinsmobility,21.0214,0,27635.5,27849.5,430.299,1053.7,213.5
ProvidenciaExampleScenario.node[4304].veinsmobility,16.0396,0,27635.5,27788,276.705,746.95,152
ProvidenciaExampleScenario.node[4305].veinsmobility,15,0,27635.5,27813,319.679,655.478,177
ProvidenciaExampleScenario.node[4306].veinsmobility,13.6567,-2.37406,27635.5,27900,344.376,306.248,264.5
ProvidenciaExampleScenario.node[4307].veinsmobility,16.25,0,27635.5,27900,414.603,927.188,264.5
ProvidenciaExampleScenario.node[4308].veinsmobility,16.1774,0,27635.5,27855,448.556,1225.63,219
ProvidenciaExampleScenario.node[4309].veinsmobility,11.6775,0,27636,27900,360.569,431.696,264
ProvidenciaExampleScenario.node[4310].veinsmobility,15.0171,0,27636,27815,309.674,668.328,178.5
ProvidenciaExampleScenario.node[4311].veinsmobility,14.5194,0,27636,27900,323.688,275.784,264
ProvidenciaExampleScenario.node[4312].veinsmobility,18.3092,0,27636,27811,370.525,989.643,174.5
ProvidenciaExampleScenario.node[4313].veinsmobility,12.7454,0,27636.5,27900,369.189,533.445,263.5
ProvidenciaExampleScenario.node[4314].veinsmobility,11.4278,0,27636.5,27900,403.534,779.477,263.5
ProvidenciaExampleScenario.node[4315].veinsmobility,16.9927,-1.10145,27636.5,27900,398.659,673.14,263.5
ProvidenciaExampleScenario.node[4316].veinsmobility,16.1306,-0.0333551,27636.5,27798,356.151,1063.19,161
ProvidenciaExampleScenario.node[4317].veinsmobility,21.8138,0,27636.5,27900,448.925,989.117,263.5
ProvidenciaExampleScenario.node[4318].veinsmobility,15.4384,0,27637,27900,376.141,503.818,263
ProvidenciaExampleScenario.node[4319].veinsmobility,21.25,-0.48061,27637,27900,447.109,931.518,263
ProvidenciaExampleScenario.node[4320].veinsmobility,5.89334,0,27637.5,27900,305.029,198.836,262.5
ProvidenciaExampleScenario.node[4321].veinsmobility,14.7932,0.996902,27637.5,27713,186.766,617.926,75
ProvidenciaExampleScenario.node[4322].veinsmobility,14.9446,5.9,27637.5,27648.5,39.845,107.023,10.5
ProvidenciaExampleScenario.node[4323].veinsmobility,15.4474,-3.08661,27637.5,27900,379.77,801.113,262.5
ProvidenciaExampleScenario.node[4324].veinsmobility,16.25,0,27637.5,27721,158.264,475.911,83
ProvidenciaExampleScenario.node[4325].veinsmobility,16.9,0,27638,27733.5,172.642,281.849,95
ProvidenciaExampleScenario.node[4326].veinsmobility,12.5053,2.76811,27638,27654.5,47.5233,115.33,16
ProvidenciaExampleScenario.node[4327].veinsmobility,16.4873,-0.697215,27638.5,27714.5,235.818,907.147,75.5
ProvidenciaExampleScenario.node[4328].veinsmobility,10.7313,-1.80576,27639,27900,299.109,170.955,261
ProvidenciaExampleScenario.node[4329].veinsmobility,17.0205,0,27639,27900,526.353,1354.5,261
ProvidenciaExampleScenario.node[4330].veinsmobility,0,-4.00705,27639.5,27900,259.833,5.07381,260.5
ProvidenciaExampleScenario.node[4331].veinsmobility,16.25,0,27639.5,27794,355.657,967.405,154
ProvidenciaExampleScenario.node[4332].veinsmobility,17.997,0,27639.5,27766.5,257.247,751.628,126.5
ProvidenciaExampleScenario.node[4333].veinsmobility,14.4059,0,27640,27900,372.077,503.307,260
ProvidenciaExampleScenario.node[4334].veinsmobility,15.8135,-0.0286019,27640,27900,350.788,489.828,260
ProvidenciaExampleScenario.node[4335].veinsmobility,16.3183,-3.34052,27640,27900,496.275,1183.73,260
ProvidenciaExampleScenario.node[4336].veinsmobility,15.65,0,27640,27789,339.332,1103.34,148.5
ProvidenciaExampleScenario.node[4337].veinsmobility,18.2473,-0.39874,27640.5,27859.5,440.083,1014.44,218.5
ProvidenciaExampleScenario.node[4338].veinsmobility,18,-2.05638,27640.5,27763.5,262.53,754.352,122.5
ProvidenciaExampleScenario.node[4339].veinsmobility,16.3285,0,27640.5,27900,509.504,1390.56,259.5
ProvidenciaExampleScenario.node[4340].veinsmobility,15,0,27640.5,27900,372.607,612.373,259.5
ProvidenciaExampleScenario.node[4341].veinsmobility,16.4171,0,27641,27847.5,398.776,1012.83,206
ProvidenciaExampleScenario.node[4342].veinsmobility,0.327548,0,27641,27900,254.248,2.28756,259
ProvidenciaExampleScenario.node[4343].veinsmobility,19.8106,0,27641,27766,273.601,764.444,124.5
ProvidenciaExampleScenario.node[4344].veinsmobility,21.797,0,27641,27900,473.709,984,259
ProvidenciaExampleScenario.node[4345].veinsmobility,3.72892,-3.46341,27641.5,27900,259.917,19.3276,258.5
ProvidenciaExampleScenario.node[4346].veinsmobility,18,0,27641.5,27796,357.96,1300.61,154
ProvidenciaExampleScenario.node[4347].veinsmobility,18.75,0,27642,27791,317.626,858.992,148.5
ProvidenciaExampleScenario.node[4348].veinsmobility,14.1762,-0.750229,27642,27900,391.243,772.822,258
ProvidenciaExampleScenario.node[4349].veinsmobility,15.3998,0,27642,27741,214.669,619.911,98.5
ProvidenciaExampleScenario.node[4350].veinsmobility,15.7834,0,27642,27900,465.103,1195.65,258
ProvidenciaExampleScenario.node[4351].veinsmobility,16.4541,0,27642,27784.5,359.272,1076.95,142
ProvidenciaExampleScenario.node[4352].veinsmobility,22.5,-1.16485,27642,27900,483.141,1098.86,258
ProvidenciaExampleScenario.node[4353].veinsmobility,0.730036,0,27642.5,27900,255.927,6.33851,257.5
ProvidenciaExampleScenario.node[4354].veinsmobility,14.9321,0,27642.5,27773.5,290.584,750.716,130.5
ProvidenciaExampleScenario.node[4355].veinsmobility,16.467,0,27642.5,27778,259.972,706.194,135
ProvidenciaExampleScenario.node[4356].veinsmobility,19.25,0,27642.5,27762,263.857,746.536,119
ProvidenciaExampleScenario.node[4357].veinsmobility,15.7088,0,27642.5,27838,430.639,1570.33,195
ProvidenciaExampleScenario.node[4358].veinsmobility,15.0029,0,27643,27721.5,197.583,637.892,78
ProvidenciaExampleScenario.node[4359].veinsmobility,18.8505,0,27643,27778.5,279.746,803.015,135
ProvidenciaExampleScenario.node[4360].veinsmobility,15.2978,0,27643,27719.5,213.784,903.896,76
ProvidenciaExampleScenario.node[4361].veinsmobility,15.7778,0,27643.5,27772.5,284.229,980.032,128.5
ProvidenciaExampleScenario.node[4362].veinsmobility,16.1858,0,27643.5,27900,388.32,875.953,256.5
ProvidenciaExampleScenario.node[4363].veinsmobility,8.5361,0,27643.5,27900,297.797,175.042,256.5
ProvidenciaExampleScenario.node[4364].veinsmobility,18,0,27644,27794,369.515,1319.74,149.5
ProvidenciaExampleScenario.node[4365].veinsmobility,16.8872,0,27644,27722,234.881,890.648,77.5
ProvidenciaExampleScenario.node[4366].veinsmobility,3.41121,-1.72623,27644.5,27900,252.649,13.7714,255.5
ProvidenciaExampleScenario.node[4367].veinsmobility,15.0563,0,27644.5,27767,235.623,700.43,122
ProvidenciaExampleScenario.node[4368].veinsmobility,1.47168,-4.15604,27645,27900,258.464,10.8898,255
ProvidenciaExampleScenario.node[4369].veinsmobility,16.4992,0,27645,27744.5,224.295,662.876,99
ProvidenciaExampleScenario.node[4370].veinsmobility,16.1848,0,27645,27724,236.483,903.534,78.5
ProvidenciaExampleScenario.node[4371].veinsmobility,14.4,0,27645.5,27900,318.928,279.423,254.5
ProvidenciaExampleScenario.node[4372].veinsmobility,15.65,0,27645.5,27790.5,255.726,746.042,144.5
ProvidenciaExampleScenario.node[4373].veinsmobility,22.1253,0,27645.5,27896.5,546.981,1297.1,250.5
ProvidenciaExampleScenario.node[4374].veinsmobility,19.3643,0,27645.5,27801,417.353,1313.02,155
ProvidenciaExampleScenario.node[4375].veinsmobility,17.5246,0,27645.5,27900,372.89,619.893,254.5
ProvidenciaExampleScenario.node[4376].veinsmobility,14,0,27645.5,27900,346.021,482.983,254.5
ProvidenciaExampleScenario.node[4377].veinsmobility,0.357144,0,27646,27900,254.862,5.14049,254
ProvidenciaExampleScenario.node[4378].veinsmobility,21.25,0,27646,27900,453.656,1083.31,254
ProvidenciaExampleScenario.node[4379].veinsmobility,15.3756,0,27646,27900,401.896,944.552,254
ProvidenciaExampleScenario.node[4380].veinsmobility,12.7819,0,27646.5,27900,316.773,279.72,253.5
ProvidenciaExampleScenario.node[4381].veinsmobility,15,1.03202,27646.5,27723.5,188.868,645.707,76.5
ProvidenciaExampleScenario.node[4382].veinsmobility,16.202,-0.0323946,27647,27809,296.511,668.55,161.5
ProvidenciaExampleScenario.node[4383].veinsmobility,15.2188,-1.04351,27647,27900,351.442,519.996,253
ProvidenciaExampleScenario.node[4384].veinsmobility,15.4153,0,27647,27900,423.655,794.667,253
ProvidenciaExampleScenario.node[4385].veinsmobility,10.6843,0,27647.5,27900,294.06,251.547,252.5
ProvidenciaExampleScenario.node[4386].veinsmobility,16.25,0,27647.5,27735,157.701,278.486,87
ProvidenciaExampleScenario.node[4387].veinsmobility,15.1412,0,27647.5,27900,384.49,875.695,252.5
ProvidenciaExampleScenario.node[4388].veinsmobility,18.9824,0,27647.5,27803,314.307,787.461,155
ProvidenciaExampleScenario.node[4389].veinsmobility,15.0295,-4.46279,27648,27900,412.724,758.718,252
ProvidenciaExampleScenario.node[4390].veinsmobility,16.3582,0,27648,27900,447.465,1178.93,252
ProvidenciaExampleScenario.node[4391].veinsmobility,16.75,0,27648,27893.5,448.317,958.734,245
ProvidenciaExampleScenario.node[4392].veinsmobility,11.4008,6.15,27648.5,27660,26.4632,108.278,11
ProvidenciaExampleScenario.node[4393].veinsmobility,18.2415,0,27648.5,27799.5,373.782,1306.98,150.5
ProvidenciaExampleScenario.node[4394].veinsmobility,17.2765,0,27648.5,27786,357.327,1094.46,137
ProvidenciaExampleScenario.node[4395].veinsmobility,15.0988,0,27648.5,27825.5,313.571,712.524,176.5
ProvidenciaExampleScenario.node[4396].veinsmobility,15.4836,0,27649,27900,417.426,1126.44,251
ProvidenciaExampleScenario.node[4397].veinsmobility,15.3534,0,27649,27823.5,307.349,679.062,174
ProvidenciaExampleScenario.node[4398].veinsmobility,15.7418,0,27649.5,27900,374.879,790.554,250.5
ProvidenciaExampleScenario.node[4399].veinsmobility,0.083086,-4.16461,27650,27900,246.863,2.82256,250
ProvidenciaExampleScenario.node[4400].veinsmobility,18.5062,0,27650,27782.5,275.23,796.48,132
ProvidenciaExampleScenario.node[4401].veinsmobility,15.65,0,27650,27900,380.763,867.911,250
ProvidenciaExampleScenario.node[4402].veinsmobility,9.72615,0,27650.5,27900,287.233,246.401,249.5
ProvidenciaExampleScenario.node[4403].veinsmobility,15.2219,0,27650.5,27780,241.415,690.127,129
ProvidenciaExampleScenario.node[4404].veinsmobility,6.38645,0,27650.5,27900,292.844,255.716,249.5
ProvidenciaExampleScenario.node[4405].veinsmobility,15.9313,0,27651,27900,390.077,847.491,249
ProvidenciaExampleScenario.node[4406].veinsmobility,11.5,0,27651.5,27900,307.95,260.213,248.5
ProvidenciaExampleScenario.node[4407].veinsmobility,17.9628,0,27651.5,27784,271.258,794.313,132
ProvidenciaExampleScenario.node[4408].veinsmobility,8.37365,0,27652,27900,300.957,279.483,248
ProvidenciaExampleScenario.node[4409].veinsmobility,20.5,0,27652,27854,435.377,1005.65,201.5
ProvidenciaExampleScenario.node[4410].veinsmobility,21.8318,0,27652,27837.5,390.355,1072.31,185
ProvidenciaExampleScenario.node[4411].veinsmobility,22.75,-1.6229,27652.5,27849,417.114,1071.41,196
ProvidenciaExampleScenario.node[4412].veinsmobility,0,-1.74706,27652.5,27900,240.331,0.549752,247.5
ProvidenciaExampleScenario.node[4413].veinsmobility,18.7011,0,27652.5,27779,302.735,975.255,126
ProvidenciaExampleScenario.node[4414].veinsmobility,9.698,0,27653,27900,263.203,73.8651,247
ProvidenciaExampleScenario.node[4415].veinsmobility,19.2089,0,27653,27770,249.952,747.542,116.5
ProvidenciaExampleScenario.node[4416].veinsmobility,17.5359,0,27653,27900,527.062,1189.27,247
ProvidenciaExampleScenario.node[4417].veinsmobility,21.9252,0,27653,27883,545.339,1586.74,229.5
ProvidenciaExampleScenario.node[4418].veinsmobility,8.70363,-1.15253,27653.5,27900,305.335,271.386,246.5
ProvidenciaExampleScenario.node[4419].veinsmobility,8.83788,0,27653.5,27900,288.642,241.363,246.5
ProvidenciaExampleScenario.node[4420].veinsmobility,11.4611,0,27653.5,27900,305.783,230.661,246.5
ProvidenciaExampleScenario.node[4421].veinsmobility,2.15,0,27653.5,27900,242.722,5.53917,246.5
ProvidenciaExampleScenario.node[4422].veinsmobility,19.2891,0,27653.5,27779.5,282.439,777.967,125.5
ProvidenciaExampleScenario.node[4423].veinsmobility,5.72572,-1.365,27654,27900,281.955,150.113,246
ProvidenciaExampleScenario.node[4424].veinsmobility,15.8176,0,27654,27900,383.284,770.756,246
ProvidenciaExampleScenario.node[4425].veinsmobility,16.4476,-1.71872,27654,27900,520.866,1384.06,246
ProvidenciaExampleScenario.node[4426].veinsmobility,9.72641,-1.19078,27654.5,27900,295.535,194.264,245.5
ProvidenciaExampleScenario.node[4427].veinsmobility,16.75,-0.481052,27654.5,27900,365.75,638.662,245.5
ProvidenciaExampleScenario.node[4428].veinsmobility,16.25,0,27655,27813,279.856,634.003,157.5
ProvidenciaExampleScenario.node[4429].veinsmobility,19,0,27655,27848,414.514,1075.76,192.5
ProvidenciaExampleScenario.node[4430].veinsmobility,16.267,6.75,27655,27681,79.1166,340.209,25.5
ProvidenciaExampleScenario.node[4431].veinsmobility,8.89596,-0.255532,27655.5,27900,305.348,257.815,244.5
ProvidenciaExampleScenario.node[4432].veinsmobility,16.1922,0,27655.5,27784.5,297.765,872.743,128.5
ProvidenciaExampleScenario.node[4433].veinsmobility,17.7764,0,27655.5,27786.5,262.39,793.068,130.5
ProvidenciaExampleScenario.node[4434].veinsmobility,15.8161,0,27655.5,27900,373.372,828.72,244.5
ProvidenciaExampleScenario.node[4435].veinsmobility,22.009,0,27656,27900,424.635,928.139,244
ProvidenciaExampleScenario.node[4436].veinsmobility,16.9,0,27656.5,27900,381.431,763.729,243.5
ProvidenciaExampleScenario.node[4437].veinsmobility,15.9989,0,27657,27781,268.543,776.07,123.5
ProvidenciaExampleScenario.node[4438].veinsmobility,16.6779,0,27657,27767.5,242.33,692.91,110
ProvidenciaExampleScenario.node[4439].veinsmobility,19.25,0,27657.5,27799,326.359,970.254,141
ProvidenciaExampleScenario.node[4440].veinsmobility,16.7093,0,27657.5,27728.5,241.537,905.202,70.5
ProvidenciaExampleScenario.node[4441].veinsmobility,7.76155,0,27658,27900,293.157,243.157,242
ProvidenciaExampleScenario.node[4442].veinsmobility,12.5176,0,27658,27900,289.768,244.893,242
ProvidenciaExampleScenario.node[4443].veinsmobility,19.2746,0,27658,27858.5,417.859,1003.94,200
ProvidenciaExampleScenario.node[4444].veinsmobility,15.3746,0,27658,27816.5,270.683,638.189,158
ProvidenciaExampleScenario.node[4445].veinsmobility,2.15,-0.693855,27658,27900,237.006,2.47722,242
ProvidenciaExampleScenario.node[4446].veinsmobility,15.1548,0,27658,27900,371.863,743.456,242
ProvidenciaExampleScenario.node[4447].veinsmobility,14.1265,0,27658,27900,423.929,958.701,242
ProvidenciaExampleScenario.node[4448].veinsmobility,5.48942,0,27658.5,27900,283.03,200.087,241.5
ProvidenciaExampleScenario.node[4449].veinsmobility,8.88666,0,27659,27900,282.262,233.472,241
ProvidenciaExampleScenario.node[4450].veinsmobility,20.527,0,27659,27853.5,405.515,1070.17,194
ProvidenciaExampleScenario.node[4451].veinsmobility,15.0466,-0.690584,27659,27900,318.251,452.006,241
ProvidenciaExampleScenario.node[4452].veinsmobility,16.5981,0,27659,27788,317.174,1119.42,128.5
ProvidenciaExampleScenario.node[4453].veinsmobility,15.281,0,27659.5,27900,420.223,1007.65,240.5
ProvidenciaExampleScenario.node[4454].veinsmobility,0.0539943,0,27659.5,27900,233.591,0.430677,240.5
ProvidenciaExampleScenario.node[4455].veinsmobility,16.0691,0,27659.5,27793,342.33,1144.83,133
ProvidenciaExampleScenario.node[4456].veinsmobility,22.6,0,27659.5,27880.5,538.098,1592.17,220.5
ProvidenciaExampleScenario.node[4457].veinsmobility,19.3957,0,27660,27787.5,276.347,789.524,127
ProvidenciaExampleScenario.node[4458].veinsmobility,16.25,0,27660,27731.5,215.416,886.5,71
ProvidenciaExampleScenario.node[4459].veinsmobility,11.1979,0,27660.5,27853,272.958,292.809,192
ProvidenciaExampleScenario.node[4460].veinsmobility,9.91939,-4.18372,27660.5,27900,270.353,154.776,239.5
ProvidenciaExampleScenario.node[4461].veinsmobility,12.9302,0,27660.5,27896.5,414.334,964.635,235.5
ProvidenciaExampleScenario.node[4462].veinsmobility,18.0648,0,27660.5,27777,242.562,776.005,116
ProvidenciaExampleScenario.node[4463].veinsmobility,18,0,27660.5,27888.5,493.483,1295.85,227.5
ProvidenciaExampleScenario.node[4464].veinsmobility,16.5,0,27660.5,27726,221.548,845.984,65
ProvidenciaExampleScenario.node[4465].veinsmobility,21.0641,-1.13831,27660.5,27900,404.295,923.077,239.5
ProvidenciaExampleScenario.node[4466].veinsmobility,18.75,0,27661,27782,254.854,674.436,120.5
ProvidenciaExampleScenario.node[4467].veinsmobility,4.22072,-1.07082,27661,27900,258.993,67.0093,239
ProvidenciaExampleScenario.node[4468].veinsmobility,19.4726,0,27661,27778.5,254.605,791.215,117
ProvidenciaExampleScenario.node[4469].veinsmobility,18.1308,0,27661,27781.5,283.244,995.849,120
ProvidenciaExampleScenario.node[4470].veinsmobility,15.5,0,27661.5,27900,386.563,753.453,238.5
ProvidenciaExampleScenario.node[4471].veinsmobility,16.1993,0,27662,27769,227.99,689.206,106.5
ProvidenciaExampleScenario.node[4472].veinsmobility,16.7026,6.07635,27662,27686.5,77.9064,315.194,24
ProvidenciaExampleScenario.node[4473].veinsmobility,17.7374,0,27663,27900,454.197,886.205,237
ProvidenciaExampleScenario.node[4474].veinsmobility,15.3098,2.01916,27663,27734.5,208.298,876.72,71
ProvidenciaExampleScenario.node[4475].veinsmobility,20.3961,0,27663,27900,408.923,840.566,237
ProvidenciaExampleScenario.node[4476].veinsmobility,15.3159,0,27663,27900,383.801,809.859,237
ProvidenciaExampleScenario.node[4477].veinsmobility,6.59426,0,27663.5,27900,289.91,196.525,236.5
ProvidenciaExampleScenario.node[4478].veinsmobility,7.04666,-0.144656,27663.5,27900,291.152,226.339,236.5
ProvidenciaExampleScenario.node[4479].veinsmobility,15.36,0,27663.5,27900,378.478,759.457,236.5
ProvidenciaExampleScenario.node[4480].veinsmobility,18.4854,0,27663.5,27789,269.639,791.522,125
ProvidenciaExampleScenario.node[4481].veinsmobility,21.0029,0,27663.5,27900,417.703,862.386,236.5
ProvidenciaExampleScenario.node[4482].veinsmobility,15.7245,0,27664,27900,337.643,553.91,236
ProvidenciaExampleScenario.node[4483].veinsmobility,15.7582,0,27664,27900,404.925,1017.3,236
ProvidenciaExampleScenario.node[4484].veinsmobility,5.89296,0,27664.5,27900,276.432,188.858,235.5
ProvidenciaExampleScenario.node[4485].veinsmobility,12.338,0,27664.5,27900,321.046,466.582,235.5
ProvidenciaExampleScenario.node[4486].veinsmobility,19.1602,0,27664.5,27779.5,252.138,783.32,114.5
ProvidenciaExampleScenario.node[4487].veinsmobility,18.7808,0,27664.5,27848,372.282,990.01,183
ProvidenciaExampleScenario.node[4488].veinsmobility,16.0748,0,27664.5,27773,288.611,890.804,108
ProvidenciaExampleScenario.node[4489].veinsmobility,21.8629,0,27665,27839,366.284,1076.37,173.5
ProvidenciaExampleScenario.node[4490].veinsmobility,15.6241,0,27665,27786.5,292.891,1039.75,121
ProvidenciaExampleScenario.node[4491].veinsmobility,10.7491,0,27665.5,27900,290.193,209.68,234.5
ProvidenciaExampleScenario.node[4492].veinsmobility,15.2372,0,27665.5,27900,393.164,967.929,234.5
ProvidenciaExampleScenario.node[4493].veinsmobility,18.7741,0,27665.5,27846.5,375.294,962.676,180.5
ProvidenciaExampleScenario.node[4494].veinsmobility,15.2129,0,27665.5,27900,318.754,335.637,234.5
ProvidenciaExampleScenario.node[4495].veinsmobility,16.25,0,27666,27898.5,439.018,1080.07,232
ProvidenciaExampleScenario.node[4496].veinsmobility,15.7262,-1.65096,27666,27900,383.865,841.791,234
ProvidenciaExampleScenario.node[4497].veinsmobility,15.76,2.68605,27666,27722.5,125.38,455.693,56
ProvidenciaExampleScenario.node[4498].veinsmobility,14.8093,0,27667,27900,411.379,993.503,233
ProvidenciaExampleScenario.node[4499].veinsmobility,16.2421,0,27667,27742.5,189.388,620.238,75
ProvidenciaExampleScenario.node[4500].veinsmobility,15.6978,0,27667.5,27743.5,189.853,622.724,75.5
ProvidenciaExampleScenario.node[4501].veinsmobility,15.9991,-0.270105,27667.5,27775,286.44,884.088,107
ProvidenciaExampleScenario.node[4502].veinsmobility,5.75453,0,27668,27900,277.687,173.884,232
ProvidenciaExampleScenario.node[4503].veinsmobility,9.0144,0,27668,27900,264.686,228.256,232
ProvidenciaExampleScenario.node[4504].veinsmobility,15.9082,-0.875304,27668,27900,320.661,324.532,232
ProvidenciaExampleScenario.node[4505].veinsmobility,15.25,0,27668,27900,394.401,813.473,232
ProvidenciaExampleScenario.node[4506].veinsmobility,15.9166,-0.549891,27668,27778.5,230.933,693.257,110
ProvidenciaExampleScenario.node[4507].veinsmobility,13.9508,0,27668.5,27768.5,181.699,485.358,99.5
ProvidenciaExampleScenario.node[4508].veinsmobility,13.8383,-2.46782,27668.5,27900,370.439,743.743,231.5
ProvidenciaExampleScenario.node[4509].veinsmobility,18.8333,0,27668.5,27781.5,243.944,782.351,112.5
ProvidenciaExampleScenario.node[4510].veinsmobility,18.0694,0,27668.5,27893,479.387,1305.09,224
ProvidenciaExampleScenario.node[4511].veinsmobility,0,0,27669,27900,224.276,1.10723,231
ProvidenciaExampleScenario.node[4512].veinsmobility,15.65,0,27669.5,27817,265.783,635.18,147
ProvidenciaExampleScenario.node[4513].veinsmobility,21.25,0,27669.5,27900,494.417,1302.24,230.5
ProvidenciaExampleScenario.node[4514].veinsmobility,17.3639,0,27669.5,27793,247.051,774.996,123
ProvidenciaExampleScenario.node[4515].veinsmobility,22.5,0,27669.5,27900,412.358,805.917,230.5
ProvidenciaExampleScenario.node[4516].veinsmobility,16,0,27670,27900,384.546,781.442,230
ProvidenciaExampleScenario.node[4517].veinsmobility,15.7353,0,27670,27853.5,336.215,979.833,183
ProvidenciaExampleScenario.node[4518].veinsmobility,14.0813,0,27670,27900,331.5,527.359,230
ProvidenciaExampleScenario.node[4519].veinsmobility,11.1533,0,27670,27900,332.554,643.896,230
ProvidenciaExampleScenario.node[4520].veinsmobility,12.5,0,27670.5,27900,334.137,514.205,229.5
ProvidenciaExampleScenario.node[4521].veinsmobility,19,0,27670.5,27853,396.486,985.629,182
ProvidenciaExampleScenario.node[4522].veinsmobility,15.3958,0,27670.5,27798.5,254.491,763.83,127.5
ProvidenciaExampleScenario.node[4523].veinsmobility,16.9803,0,27670.5,27835,401.168,1420.96,164
ProvidenciaExampleScenario.node[4524].veinsmobility,5.4632,-0.466919,27671,27900,251.607,81.1797,229
ProvidenciaExampleScenario.node[4525].veinsmobility,11.64,-1.07138,27671,27900,335.722,448.043,229
ProvidenciaExampleScenario.node[4526].veinsmobility,11.6333,0,27671,27900,305.044,442.72,229
ProvidenciaExampleScenario.node[4527].veinsmobility,15.3647,0,27671,27900,347.676,600.857,229
ProvidenciaExampleScenario.node[4528].veinsmobility,1.47481,-2.88188,27671.5,27900,236.411,20.158,228.5
ProvidenciaExampleScenario.node[4529].veinsmobility,11.2784,-0.0202026,27671.5,27900,271.199,242.704,228.5
ProvidenciaExampleScenario.node[4530].veinsmobility,9.09176,0,27671.5,27900,309.62,382.218,228.5
ProvidenciaExampleScenario.node[4531].veinsmobility,5.72606,0,27672,27900,267.517,176.976,228
