Module,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_startTime,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_stopTime,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalTime
RSUExampleScenario.node[4686].veinsmobility,15.8789,0,27708.5,27900,295.642,474.726,191.5
RSUExampleScenario.node[4691].veinsmobility,15.5834,0,27709,27900,366.563,847.782,191
RSUExampleScenario.node[4693].veinsmobility,11.8884,0,27709.5,27900,222.407,191.457,190.5
RSUExampleScenario.node[4877].veinsmobility,4.5,0,27745.5,27900,154.855,17.0122,154.5
RSUExampleScenario.node[4694].veinsmobility,7.2838,0,27710,27900,220.242,148.42,190
RSUExampleScenario.node[4695].veinsmobility,7.25033,0,27710,27900,198.836,83.1514,190
RSUExampleScenario.node[4697].veinsmobility,15.3927,0,27710,27900,336.272,835.706,190
RSUExampleScenario.node[4698].veinsmobility,16.6549,0,27710,27900,335.083,844.781,190
RSUExampleScenario.node[4699].veinsmobility,1.3113,0,27710.5,27900,185.848,2.6049,189.5
RSUExampleScenario.node[148].veinsmobility,16.25,0,27023,27900,936.523,327.634,877
RSUExampleScenario.node[4705].veinsmobility,12.1,0,27711.5,27900,199.106,60.1331,188.5
RSUExampleScenario.node[4708].veinsmobility,15.8033,0,27711.5,27900,335.953,854.009,188.5
RSUExampleScenario.node[4709].veinsmobility,12.1908,-0.873568,27712,27900,275.076,461.996,188
RSUExampleScenario.node[4712].veinsmobility,17.5,0,27712,27900,314.241,665.923,188
RSUExampleScenario.node[4713].veinsmobility,15.6471,0,27712,27900,317.916,841.888,188
RSUExampleScenario.node[4714].veinsmobility,8.29871,0,27712.5,27900,190.853,81.1327,187.5
RSUExampleScenario.node[4717].veinsmobility,16.6255,0,27712.5,27900,451.498,1445.63,187.5
RSUExampleScenario.node[4719].veinsmobility,15.9272,0,27713,27900,335.819,859.409,187
RSUExampleScenario.node[4720].veinsmobility,11.7318,0,27713.5,27900,194.517,54.9395,186.5
RSUExampleScenario.node[4721].veinsmobility,0,0,27713.5,27900,180.978,0.290775,186.5
RSUExampleScenario.node[4722].veinsmobility,6.91235,0,27714,27900,192.954,73.1247,186
RSUExampleScenario.node[4724].veinsmobility,12.8833,0,27714.5,27900,255.87,292.644,185.5
RSUExampleScenario.node[4725].veinsmobility,8.91413,0,27714.5,27900,192.563,82.3694,185.5
RSUExampleScenario.node[4727].veinsmobility,15.3823,0,27714.5,27900,319.83,792.453,185.5
RSUExampleScenario.node[4729].veinsmobility,7.46821,-0.335422,27715.5,27900,218.735,161.598,184.5
RSUExampleScenario.node[4732].veinsmobility,0,0,27715.5,27900,179.032,0.167476,184.5
RSUExampleScenario.node[4735].veinsmobility,5.3172,-2.9191,27716.5,27900,207.279,81.3154,183.5
RSUExampleScenario.node[4736].veinsmobility,7.31621,0,27716.5,27900,183.347,39.7635,183.5
RSUExampleScenario.node[4737].veinsmobility,9.70481,0,27716.5,27900,194.071,79.7605,183.5
RSUExampleScenario.node[4745].veinsmobility,18.3861,0,27718.5,27900,317.67,518.215,181.5
RSUExampleScenario.node[4739].veinsmobility,17.1939,0,27717,27900,305.935,837.46,183
RSUExampleScenario.node[4741].veinsmobility,16.1963,0,27717.5,27900,394.655,1177.65,182.5
RSUExampleScenario.node[4742].veinsmobility,15.8173,0,27717.5,27900,279.143,572.742,182.5
RSUExampleScenario.node[4743].veinsmobility,15.391,0,27718,27900,364.46,948.095,182
RSUExampleScenario.node[4746].veinsmobility,0,-1.87996,27718.5,27900,176.113,0.549836,181.5
RSUExampleScenario.node[4747].veinsmobility,9.96472,0,27718.5,27900,192.286,75.0932,181.5
RSUExampleScenario.node[4748].veinsmobility,12.5,-1.23494,27719,27900,225.351,184.885,181
RSUExampleScenario.node[4749].veinsmobility,16.1133,0,27719,27900,294.504,610.899,181
RSUExampleScenario.node[4750].veinsmobility,10.6951,0,27719,27900,231.051,201.498,181
RSUExampleScenario.node[4754].veinsmobility,15.3,0,27720,27900,327.491,758.22,180
RSUExampleScenario.node[4755].veinsmobility,15.3,0,27720,27900,215.856,247.407,180
RSUExampleScenario.node[4756].veinsmobility,15.4639,0,27720,27900,296.113,749.004,180
RSUExampleScenario.node[4757].veinsmobility,15.75,-0.399994,27720,27900,356.308,1163.71,180
RSUExampleScenario.node[4758].veinsmobility,14.9433,-1.52312,27720,27900,221.565,248.324,180
RSUExampleScenario.node[4759].veinsmobility,1.65042,-2.36237,27720,27900,183.665,9.05408,180
RSUExampleScenario.node[4760].veinsmobility,14.6531,0,27720,27900,342.618,1005.28,180
RSUExampleScenario.node[4761].veinsmobility,14.4392,-0.799988,27720,27900,300.991,742.774,180
RSUExampleScenario.node[4763].veinsmobility,15.4249,-1.19998,27720,27900,353.632,1169.65,180
RSUExampleScenario.node[4764].veinsmobility,14.7861,-0.399994,27720,27900,220.615,244.496,180
RSUExampleScenario.node[4765].veinsmobility,0,0,27720,27900,174.654,4.27134,180
RSUExampleScenario.node[5185].veinsmobility,4.43773,0,27808.5,27900,107.812,67.7283,91.5
RSUExampleScenario.node[4768].veinsmobility,17.3451,0,27721,27900,386.715,935.212,179
RSUExampleScenario.node[4770].veinsmobility,5.35426,0,27721.5,27900,174.865,36.0581,178.5
RSUExampleScenario.node[4773].veinsmobility,16.152,-0.174794,27722,27900,386.942,1156.65,178
RSUExampleScenario.node[4775].veinsmobility,0,0,27722,27900,172.708,0.348488,178
RSUExampleScenario.node[4776].veinsmobility,11.4,0,27722.5,27900,209.061,184.149,177.5
RSUExampleScenario.node[4777].veinsmobility,8.78647,0,27722.5,27900,183.656,59.8829,177.5
RSUExampleScenario.node[4884].veinsmobility,0.456074,0,27748,27900,157.775,8.52243,152
RSUExampleScenario.node[4779].veinsmobility,6.21993,0,27723,27900,187.592,86.6161,177
RSUExampleScenario.node[4780].veinsmobility,15.626,0,27723,27900,368.257,1074.65,177
RSUExampleScenario.node[4784].veinsmobility,15.4836,0,27724,27900,264.456,568.014,176
RSUExampleScenario.node[4786].veinsmobility,9.48829,0,27724.5,27900,183.782,58.7478,175.5
RSUExampleScenario.node[4789].veinsmobility,16.25,0,27726,27900,268.68,441.442,174
RSUExampleScenario.node[4788].veinsmobility,22.5,-3.58865,27725.5,27900,371.044,863.003,174.5
RSUExampleScenario.node[4792].veinsmobility,7.64532,0,27726.5,27900,179.814,73.9244,173.5
RSUExampleScenario.node[4793].veinsmobility,15.499,0,27726.5,27900,258.046,313.009,173.5
RSUExampleScenario.node[5578].veinsmobility,3.6512,1.22725,27894,27900,7.90536,17.0172,6
RSUExampleScenario.node[5582].veinsmobility,3.27326,0.814081,27894.5,27900,7.39464,10.3843,5.5
RSUExampleScenario.node[4798].veinsmobility,4.06529,0,27728.5,27900,170.283,40.7493,171.5
RSUExampleScenario.node[4800].veinsmobility,11.4,0,27729,27900,200.292,180.342,171
RSUExampleScenario.node[4803].veinsmobility,1.5,0,27729,27900,166.748,2.50655,171
RSUExampleScenario.node[4804].veinsmobility,16,0,27729.5,27900,298.375,641.91,170.5
RSUExampleScenario.node[4806].veinsmobility,15.4052,0,27730.5,27900,253.523,531.317,169.5
RSUExampleScenario.node[4807].veinsmobility,10.5851,0,27730.5,27900,221.625,325.715,169.5
RSUExampleScenario.node[4808].veinsmobility,15.5,0,27731,27900,233.641,332.053,169
RSUExampleScenario.node[4809].veinsmobility,15.3792,0,27731.5,27900,276.055,710.701,168.5
RSUExampleScenario.node[4977].veinsmobility,1.3632,-0.385968,27768.5,27900,129.52,2.06239,131.5
RSUExampleScenario.node[4812].veinsmobility,7.2333,0,27732,27900,170.248,59.1505,168
RSUExampleScenario.node[4814].veinsmobility,0.901331,-0.907547,27732,27900,163.355,0.984464,168
RSUExampleScenario.node[4816].veinsmobility,3.80597,-3.00513,27732.5,27900,164.662,8.29001,167.5
RSUExampleScenario.node[4818].veinsmobility,15.7968,0,27732.5,27900,291.244,674.147,167.5
RSUExampleScenario.node[4826].veinsmobility,8.26355,0,27733.5,27900,215.988,197.189,166.5
RSUExampleScenario.node[4830].veinsmobility,6.75424,-0.171995,27734.5,27900,198.915,112.902,165.5
RSUExampleScenario.node[4832].veinsmobility,5.30236,0,27735,27900,163.911,38.4087,165
RSUExampleScenario.node[4833].veinsmobility,0,-0.526154,27735,27900,160.059,0.131525,165
RSUExampleScenario.node[4836].veinsmobility,5.6,0,27735.5,27900,164.736,46.2768,164.5
RSUExampleScenario.node[4839].veinsmobility,10.5466,0,27735.5,27900,222.256,326.335,164.5
RSUExampleScenario.node[4841].veinsmobility,16.25,-1.24751,27736,27900,243.98,357.326,164
RSUExampleScenario.node[4851].veinsmobility,15.75,0,27738.5,27900,202.679,142.397,161.5
RSUExampleScenario.node[4842].veinsmobility,15.65,0,27736,27900,269.96,605.584,164
RSUExampleScenario.node[4843].veinsmobility,11.5,0,27736,27900,224.041,313.553,164
RSUExampleScenario.node[4844].veinsmobility,2.19296,0,27736.5,27900,160.234,3.34947,163.5
RSUExampleScenario.node[4845].veinsmobility,15.3083,0,27736.5,27900,363.132,1125.86,163.5
RSUExampleScenario.node[4846].veinsmobility,16.6393,0,27736.5,27900,299.4,857.731,163.5
RSUExampleScenario.node[4923].veinsmobility,10.2463,0,27757,27900,187.045,155.173,143
RSUExampleScenario.node[4847].veinsmobility,16.25,0,27737,27900,253.472,520.066,163
RSUExampleScenario.node[4930].veinsmobility,9.66794,0,27758.5,27900,186.157,170.16,141.5
RSUExampleScenario.node[4852].veinsmobility,15.7067,0,27738.5,27900,254.125,556.295,161.5
RSUExampleScenario.node[5149].veinsmobility,4.67897,0,27803,27900,115.485,71.3512,97
RSUExampleScenario.node[4853].veinsmobility,16.0017,0,27739,27900,270.756,623.633,161
RSUExampleScenario.node[4854].veinsmobility,6.35,0,27739,27900,161.174,48.194,161
RSUExampleScenario.node[4859].veinsmobility,15.5955,0,27740.5,27900,278.136,567.598,159.5
RSUExampleScenario.node[4856].veinsmobility,11,-0.446014,27740,27900,197.201,160.455,160
RSUExampleScenario.node[4857].veinsmobility,5.11253,0,27740,27900,160.855,28.8423,160
RSUExampleScenario.node[4942].veinsmobility,22.9118,0,27762,27900,357.241,887.744,138
RSUExampleScenario.node[4860].veinsmobility,11.4,0,27741,27900,191.707,193.275,159
RSUExampleScenario.node[4897].veinsmobility,0.838889,0,27749.5,27900,146.987,1.37122,150.5
RSUExampleScenario.node[4862].veinsmobility,16.0729,0,27741.5,27900,272.084,619.911,158.5
RSUExampleScenario.node[4863].veinsmobility,3.78867,-0.726926,27742,27900,166.217,27.6409,158
RSUExampleScenario.node[4865].veinsmobility,0,0,27742.5,27900,152.761,0.119736,157.5
RSUExampleScenario.node[4871].veinsmobility,14.2038,0,27743.5,27900,184.454,106.586,156.5
RSUExampleScenario.node[4867].veinsmobility,16.7574,0,27742.5,27900,241.941,519.418,157.5
RSUExampleScenario.node[4868].veinsmobility,15.3702,0,27742.5,27900,242.635,421.914,157.5
RSUExampleScenario.node[4870].veinsmobility,15.65,0,27743,27900,292.697,824.231,157
RSUExampleScenario.node[4873].veinsmobility,6.93194,0,27744.5,27900,181.26,95.3956,155.5
RSUExampleScenario.node[5004].veinsmobility,8.0526,0,27774.5,27900,153.456,140.395,125.5
RSUExampleScenario.node[4876].veinsmobility,18.8731,-3.81722,27745,27900,296.485,651.31,155
RSUExampleScenario.node[4879].veinsmobility,0.866704,-3.7627,27746.5,27900,158.433,6.99389,153.5
RSUExampleScenario.node[4880].veinsmobility,3.93114,0,27746.5,27900,154.151,28.892,153.5
RSUExampleScenario.node[4985].veinsmobility,12.1254,-0.687744,27770,27900,170.393,136.375,130
RSUExampleScenario.node[4882].veinsmobility,18.5,0,27747.5,27900,302.329,815.259,152.5
RSUExampleScenario.node[4883].veinsmobility,4.52791,0,27747.5,27900,160.914,32.8479,152.5
RSUExampleScenario.node[4885].veinsmobility,6.26228,0,27748,27900,177.727,107.361,152
RSUExampleScenario.node[4886].veinsmobility,4.2094,0,27748,27900,149.465,38.7184,152
RSUExampleScenario.node[4887].veinsmobility,9.72688,0,27748.5,27900,184.093,185.929,151.5
RSUExampleScenario.node[5324].veinsmobility,1.07525,0,27833,27900,67.8652,3.78884,67
RSUExampleScenario.node[4890].veinsmobility,11.6004,0,27748.5,27900,201.351,278.746,151.5
RSUExampleScenario.node[4891].veinsmobility,12.5,0,27748.5,27900,175.49,139.072,151.5
RSUExampleScenario.node[5026].veinsmobility,5.41871,0,27780,27900,144.096,115.142,120
RSUExampleScenario.node[4892].veinsmobility,12.025,0,27749,27900,181.806,190.215,151
RSUExampleScenario.node[4893].veinsmobility,7.52701,0,27749,27900,156.686,44.5629,151
RSUExampleScenario.node[4894].veinsmobility,4.68801,0,27749,27900,151.299,35.081,151
RSUExampleScenario.node[4898].veinsmobility,7.17247,0,27749.5,27900,156.235,61.8332,150.5
RSUExampleScenario.node[4900].veinsmobility,4.65248,0,27750,27900,153.31,35.3605,150
RSUExampleScenario.node[4901].veinsmobility,16.6091,0,27750,27900,276.385,821.032,150
RSUExampleScenario.node[5040].veinsmobility,4.55668,-2.6926,27782,27900,140.482,90.5417,118
RSUExampleScenario.node[4903].veinsmobility,15,-2.11623,27751,27900,236.229,513.508,149
RSUExampleScenario.node[4904].veinsmobility,15.8846,0,27751,27900,296.065,861.7,149
RSUExampleScenario.node[4970].veinsmobility,22.5,0,27767,27900,382.008,960.4,133
RSUExampleScenario.node[4906].veinsmobility,8.85799,0,27753,27900,167.219,133.286,147
RSUExampleScenario.node[4908].veinsmobility,15.0139,0,27753,27900,239.292,591.599,147
RSUExampleScenario.node[4909].veinsmobility,4.50864,0,27753.5,27900,150.358,30.3923,146.5
RSUExampleScenario.node[4912].veinsmobility,3.80037,0,27754,27900,146.16,28.4067,146
RSUExampleScenario.node[5227].veinsmobility,4.6923,0,27815,27900,95.7141,32.2549,85
RSUExampleScenario.node[4915].veinsmobility,16.1173,0,27755,27900,293.272,801.151,145
RSUExampleScenario.node[4916].veinsmobility,19.2215,0,27755,27900,368.012,1278.26,145
RSUExampleScenario.node[4917].veinsmobility,16.0804,0,27755.5,27900,262.332,619.236,144.5
RSUExampleScenario.node[4919].veinsmobility,15.5183,0,27755.5,27900,323.91,831.181,144.5
RSUExampleScenario.node[5259].veinsmobility,5.88509,0,27820,27900,88.9824,43.1893,80
RSUExampleScenario.node[4920].veinsmobility,15.0835,0,27756.5,27900,276.79,810.887,143.5
RSUExampleScenario.node[4921].veinsmobility,3.81633,0,27756.5,27900,143.06,38.8047,143.5
RSUExampleScenario.node[4925].veinsmobility,14.9822,0,27757,27900,232.717,534.489,143
RSUExampleScenario.node[4926].veinsmobility,4.85579,0,27757.5,27900,142.811,30.0587,142.5
RSUExampleScenario.node[5220].veinsmobility,6.84701,-0.28727,27813.5,27900,107.079,77.2787,86.5
RSUExampleScenario.node[4998].veinsmobility,6.75,0,27774,27900,137.049,47.9778,126
RSUExampleScenario.node[4932].veinsmobility,15.826,0,27759,27900,255.309,645.327,141
RSUExampleScenario.node[5005].veinsmobility,22.2793,0,27774.5,27900,330.456,859.104,125.5
RSUExampleScenario.node[5241].veinsmobility,5.18102,-1.75452,27817.5,27900,96.7581,62.2176,82.5
RSUExampleScenario.node[4935].veinsmobility,5.52235,0,27760,27900,143.827,33.1757,140
RSUExampleScenario.node[4936].veinsmobility,16.2288,0,27760,27900,330.959,871.565,140
RSUExampleScenario.node[4937].veinsmobility,15.2396,0,27760.5,27900,237.158,513.792,139.5
RSUExampleScenario.node[4939].veinsmobility,18.9532,0,27761,27900,270.461,368.575,139
RSUExampleScenario.node[4940].veinsmobility,18.3265,0,27761.5,27900,347.549,1255.5,138.5
RSUExampleScenario.node[4941].veinsmobility,23.2076,0,27761.5,27900,361.196,958.598,138.5
RSUExampleScenario.node[4944].veinsmobility,17.6927,0,27762,27900,338.001,1093.46,138
RSUExampleScenario.node[4946].veinsmobility,16,0,27762,27900,299.57,896.962,138
RSUExampleScenario.node[4947].veinsmobility,15.0004,0,27762.5,27900,222.921,522.737,137.5
RSUExampleScenario.node[4948].veinsmobility,3.58108,0,27762.5,27900,137.767,22.4358,137.5
RSUExampleScenario.node[4950].veinsmobility,16.4158,0,27762.5,27900,288.258,741.94,137.5
RSUExampleScenario.node[4951].veinsmobility,16.25,0,27763,27900,289.003,646.965,137
RSUExampleScenario.node[5232].veinsmobility,6.08749,0,27815.5,27900,97.8061,76.9485,84.5
RSUExampleScenario.node[4953].veinsmobility,15.7328,0,27763.5,27900,260.317,791.733,136.5
RSUExampleScenario.node[5117].veinsmobility,5.7284,0,27798,27900,123.551,93.1526,102
RSUExampleScenario.node[4955].veinsmobility,7.75062,0,27764.5,27900,147.816,68.6852,135.5
RSUExampleScenario.node[5221].veinsmobility,1.70912,0,27813.5,27900,90.0354,16.4768,86.5
RSUExampleScenario.node[4958].veinsmobility,16,0,27765,27900,217.621,363.928,135
RSUExampleScenario.node[4959].veinsmobility,10.8824,0,27765.5,27900,156.154,131.755,134.5
RSUExampleScenario.node[4960].veinsmobility,3.85335,0,27765.5,27900,138.42,23.1452,134.5
RSUExampleScenario.node[4962].veinsmobility,21.3222,0,27765.5,27900,374.766,961.43,134.5
RSUExampleScenario.node[5186].veinsmobility,7.51071,0,27808.5,27900,115.777,108.67,91.5
RSUExampleScenario.node[4965].veinsmobility,16,0,27766,27900,263.858,682.742,134
RSUExampleScenario.node[4967].veinsmobility,9.85942,-1.60594,27766.5,27900,155.608,129.718,133.5
RSUExampleScenario.node[4968].veinsmobility,6.92872,0,27766.5,27900,143.628,61.0525,133.5
RSUExampleScenario.node[4969].veinsmobility,14.75,0,27766.5,27900,161.581,108.62,133.5
RSUExampleScenario.node[4971].veinsmobility,5.86646,0,27767,27900,137.119,38.6933,133
RSUExampleScenario.node[4973].veinsmobility,4.49603,0,27768,27900,136.138,22.1395,132
RSUExampleScenario.node[4975].veinsmobility,15.0391,0,27768,27900,232.045,645.096,132
RSUExampleScenario.node[4978].veinsmobility,3.37251,0,27768.5,27900,132.054,18.3428,131.5
RSUExampleScenario.node[5557].veinsmobility,5.16712,0,27890,27900,14.0729,20.4871,10
RSUExampleScenario.node[4980].veinsmobility,12.45,0,27769.5,27900,149.939,99.3176,130.5
RSUExampleScenario.node[4979].veinsmobility,20.238,0,27769,27900,229.702,513.136,131
RSUExampleScenario.node[4981].veinsmobility,16.2625,0,27769.5,27900,267.292,800.772,130.5
RSUExampleScenario.node[4983].veinsmobility,18.8774,0,27769.5,27900,307.737,1037.43,130.5
RSUExampleScenario.node[4986].veinsmobility,2.96553,0,27770,27900,135.077,19.3985,130
RSUExampleScenario.node[4987].veinsmobility,12.5022,0,27770,27900,150.755,115.262,130
RSUExampleScenario.node[4989].veinsmobility,15.7253,0,27770,27900,230.887,615.817,130
RSUExampleScenario.node[5199].veinsmobility,6.86028,0,27810,27900,108.471,76.1846,90
RSUExampleScenario.node[4991].veinsmobility,10.8781,0,27770.5,27900,179.453,267.795,129.5
RSUExampleScenario.node[5155].veinsmobility,1.21666,-1.13669,27804,27900,98.4497,11.2081,96
RSUExampleScenario.node[4992].veinsmobility,4.2736,0,27771,27900,129.871,17.5166,129
RSUExampleScenario.node[5215].veinsmobility,4.69959,0,27813,27900,100.601,59.7203,87
RSUExampleScenario.node[4994].veinsmobility,15.4517,0,27771.5,27900,225.65,507.667,128.5
RSUExampleScenario.node[4995].veinsmobility,20.331,0,27772.5,27900,349.736,1101.27,127.5
RSUExampleScenario.node[5178].veinsmobility,6.48874,-0.968592,27807,27900,113.648,95.516,93
RSUExampleScenario.node[4996].veinsmobility,4.15572,0,27773.5,27900,125.989,20.8519,126.5
RSUExampleScenario.node[4999].veinsmobility,0.75634,-2.77785,27774,27900,125.915,3.39309,126
RSUExampleScenario.node[5000].veinsmobility,15.8941,0,27774,27900,242.903,779.219,126
RSUExampleScenario.node[5001].veinsmobility,6.5288,0,27774,27900,136.215,66.0221,126
RSUExampleScenario.node[5003].veinsmobility,19.0785,0,27774,27900,211.23,506.294,126
RSUExampleScenario.node[5200].veinsmobility,8.57675,-2.97422,27810,27900,124.538,113.24,90
RSUExampleScenario.node[5006].veinsmobility,16.496,0,27774.5,27900,224.09,471.139,125.5
RSUExampleScenario.node[5141].veinsmobility,6.86211,0,27802,27900,126.221,126.396,98
RSUExampleScenario.node[5237].veinsmobility,5.43781,-0.682281,27816.5,27900,96.2554,69.5041,83.5
RSUExampleScenario.node[5008].veinsmobility,3.46383,0,27775.5,27900,128.582,11.748,124.5
RSUExampleScenario.node[5009].veinsmobility,1.84065,0,27775.5,27900,123.028,7.69159,124.5
RSUExampleScenario.node[5010].veinsmobility,15.5,0,27776,27900,236.269,779.41,124
RSUExampleScenario.node[5011].veinsmobility,8.51311,0,27776.5,27900,141.027,122.571,123.5
RSUExampleScenario.node[5012].veinsmobility,14.8298,0,27776.5,27900,211.207,498.495,123.5
RSUExampleScenario.node[5014].veinsmobility,19.5927,0,27776.5,27900,315.587,1095.02,123.5
RSUExampleScenario.node[5016].veinsmobility,18.8249,0,27777,27900,316.04,1086.09,123
RSUExampleScenario.node[5017].veinsmobility,2.15,0,27777.5,27900,126.906,8.8028,122.5
RSUExampleScenario.node[5018].veinsmobility,19.0132,0,27777.5,27900,308.428,1113.27,122.5
RSUExampleScenario.node[5021].veinsmobility,12.75,0,27778,27900,205.147,317.264,122
RSUExampleScenario.node[5022].veinsmobility,2.58304,0,27778.5,27900,122.507,11.2987,121.5
RSUExampleScenario.node[5023].veinsmobility,16.2172,0,27778.5,27900,244.98,554.557,121.5
RSUExampleScenario.node[5181].veinsmobility,11.2465,-1.20796,27807.5,27900,134.026,140.289,92.5
RSUExampleScenario.node[5024].veinsmobility,16.5521,-1.94984,27779,27900,262.506,707.21,121
RSUExampleScenario.node[5025].veinsmobility,15.515,0,27779.5,27900,244.283,638.459,120.5
RSUExampleScenario.node[5427].veinsmobility,6.88889,0,27856.5,27900,51.4691,22.5259,43.5
RSUExampleScenario.node[5030].veinsmobility,1.57659,-3.84305,27780.5,27900,122.593,6.46962,119.5
RSUExampleScenario.node[5031].veinsmobility,17.2248,0,27781,27900,205.095,414.638,119
RSUExampleScenario.node[5034].veinsmobility,16.1618,0,27781.5,27900,207.393,449.159,118.5
RSUExampleScenario.node[5035].veinsmobility,2.15,-1.01237,27781.5,27900,122.032,5.72021,118.5
RSUExampleScenario.node[5036].veinsmobility,14.95,0,27781.5,27900,147.365,83.5251,118.5
RSUExampleScenario.node[5037].veinsmobility,14.75,0,27781.5,27900,216.124,490.867,118.5
RSUExampleScenario.node[5041].veinsmobility,15.2081,0,27782,27900,222.729,591.249,118
RSUExampleScenario.node[5042].veinsmobility,17.9391,0,27782,27900,253.337,684.1,118
RSUExampleScenario.node[5043].veinsmobility,17.0479,0,27782,27900,245.563,624.623,118
RSUExampleScenario.node[5144].veinsmobility,7.24025,-1.42504,27802.5,27900,121.873,92.4345,97.5
RSUExampleScenario.node[5045].veinsmobility,3.38507,0,27782.5,27900,117.881,17.6952,117.5
RSUExampleScenario.node[5047].veinsmobility,18.0129,0,27782.5,27900,222.152,448.427,117.5
RSUExampleScenario.node[5048].veinsmobility,16.1528,0,27782.5,27900,302.265,920.335,117.5
RSUExampleScenario.node[5049].veinsmobility,18.1254,0,27783.5,27900,241.959,615.303,116.5
RSUExampleScenario.node[5213].veinsmobility,7.00099,0,27812.5,27900,110.146,93.0141,87.5
RSUExampleScenario.node[5051].veinsmobility,0.290115,0,27784,27900,116.174,2.58683,116
RSUExampleScenario.node[5052].veinsmobility,16.0164,0,27784.5,27900,232.94,776.14,115.5
RSUExampleScenario.node[5053].veinsmobility,2.15,-2.05177,27784.5,27900,112.928,3.74022,115.5
RSUExampleScenario.node[5255].veinsmobility,3.43685,-0.991196,27819.5,27900,89.8142,40.5324,80.5
RSUExampleScenario.node[5055].veinsmobility,2.77059,0,27785,27900,115.988,14.0428,115
RSUExampleScenario.node[5058].veinsmobility,0,-3.08998,27785.5,27900,112.842,2.34926,114.5
RSUExampleScenario.node[5059].veinsmobility,15.2759,0,27785.5,27900,221.93,513.252,114.5
RSUExampleScenario.node[5179].veinsmobility,5.22178,0,27807,27900,109.404,61.7279,93
RSUExampleScenario.node[5061].veinsmobility,2.83971,0,27786,27900,114.053,20.1,114
RSUExampleScenario.node[5063].veinsmobility,17.7874,0,27786,27900,282.353,976.023,114
RSUExampleScenario.node[5250].veinsmobility,6.5,0,27819,27900,93.8337,45.354,81
RSUExampleScenario.node[5065].veinsmobility,17.9114,0,27786.5,27900,200.019,434.89,113.5
RSUExampleScenario.node[5066].veinsmobility,15.4704,-2.2126,27786.5,27900,194.221,386.806,113.5
RSUExampleScenario.node[5067].veinsmobility,18.1438,0,27787,27900,284.378,978.586,113
RSUExampleScenario.node[5068].veinsmobility,21.45,0,27787,27900,298.841,849.983,113
RSUExampleScenario.node[5069].veinsmobility,12.3489,0,27787,27900,180.79,254.095,113
RSUExampleScenario.node[5122].veinsmobility,11.3732,0,27799,27900,153.221,193.461,101
RSUExampleScenario.node[5075].veinsmobility,0.450572,0,27788.5,27900,110.939,3.42485,111.5
RSUExampleScenario.node[5072].veinsmobility,9.90984,0,27788,27900,131.061,125.304,112
RSUExampleScenario.node[5073].veinsmobility,17.9774,0,27788,27900,201.825,440.789,112
RSUExampleScenario.node[5074].veinsmobility,0.158743,-0.158745,27788,27900,108.566,0.616884,112
RSUExampleScenario.node[5189].veinsmobility,7.47291,0,27809,27900,112.864,95.1365,91
RSUExampleScenario.node[5076].veinsmobility,2.54033,0,27788.5,27900,112.804,13.847,111.5
RSUExampleScenario.node[5077].veinsmobility,18.2872,0,27788.5,27900,195.83,439.888,111.5
RSUExampleScenario.node[5078].veinsmobility,18.2529,0,27788.5,27900,237.588,618.183,111.5
RSUExampleScenario.node[5606].veinsmobility,1.65549,1.65549,27899.5,27900,0,0.827758,0.5
RSUExampleScenario.node[5080].veinsmobility,14.927,0,27789,27900,169.956,437.044,111
RSUExampleScenario.node[5083].veinsmobility,18,0,27789.5,27900,206.253,452.596,110.5
RSUExampleScenario.node[5084].veinsmobility,15.7325,0,27789.5,27900,215.693,544.262,110.5
RSUExampleScenario.node[5085].veinsmobility,5.50035,0,27790,27900,113.879,74.5785,110
RSUExampleScenario.node[5086].veinsmobility,15.65,0,27790,27900,232.713,671.688,110
RSUExampleScenario.node[5087].veinsmobility,13.9574,0,27790,27900,197.321,334.272,110
RSUExampleScenario.node[5089].veinsmobility,7.91859,0,27791,27900,125.647,116.217,109
RSUExampleScenario.node[5092].veinsmobility,16.25,0,27791,27900,226.89,636.27,109
RSUExampleScenario.node[5093].veinsmobility,7.21517,0,27791.5,27900,121.609,124.529,108.5
RSUExampleScenario.node[5094].veinsmobility,5.80088,0,27791.5,27900,114.803,58.675,108.5
RSUExampleScenario.node[5095].veinsmobility,11.7099,0,27792,27900,162.531,243.398,108
RSUExampleScenario.node[5261].veinsmobility,4.29367,0,27820.5,27900,92.3215,54.5142,79.5
