Module,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_startTime,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_stopTime,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalTime
RSUExampleScenario.node[3902].veinsmobility,15,0,27575,27705,256.03,640.193,129.5
RSUExampleScenario.node[4188].veinsmobility,15,0,27616,27705,257.425,844.72,88.5
RSUExampleScenario.node[2079].veinsmobility,16.5,0,27309,27705.5,587.427,884.342,396
RSUExampleScenario.node[2015].veinsmobility,16.0748,0,27298.5,27705.5,648.535,1219.21,406.5
RSUExampleScenario.node[3347].veinsmobility,16.4059,0,27488,27705.5,372.631,873.467,217
RSUExampleScenario.node[4179].veinsmobility,15.7297,-0.804814,27615,27706,212.287,658.732,90.5
RSUExampleScenario.node[2076].veinsmobility,16.25,0,27308,27706,751.963,1728.84,397.5
RSUExampleScenario.node[2637].veinsmobility,16.25,0,27384.5,27706.5,569.947,1351.88,321.5
RSUExampleScenario.node[3510].veinsmobility,15.9877,0,27513.5,27706.5,393.832,1167.35,192.5
RSUExampleScenario.node[2864].veinsmobility,16.9465,0,27419.5,27706.5,448.139,695.129,286.5
RSUExampleScenario.node[3886].veinsmobility,15.3862,0,27572,27706.5,254.284,663.645,134
RSUExampleScenario.node[2090].veinsmobility,15.5,-0.674645,27310,27706.5,688.524,1594.75,396
RSUExampleScenario.node[3967].veinsmobility,14.7405,0,27583.5,27707,232.445,620.147,123
RSUExampleScenario.node[1262].veinsmobility,16.4579,0,27185.5,27707,864.725,1853.13,521
RSUExampleScenario.node[4204].veinsmobility,15.4877,3.06053,27618.5,27707,259.508,888.721,88
RSUExampleScenario.node[3962].veinsmobility,16.9,0,27583,27707.5,262.427,633.781,124
RSUExampleScenario.node[4271].veinsmobility,15.0146,0,27630.5,27708,208.769,637.88,77
RSUExampleScenario.node[2216].veinsmobility,16.9455,-1.37152,27328.5,27708,666.961,1535.32,379
RSUExampleScenario.node[4094].veinsmobility,15.0545,0,27603,27708.5,209.48,608.815,105
RSUExampleScenario.node[1783].veinsmobility,16.1394,0,27262.5,27708.5,750.503,1608.2,445.5
RSUExampleScenario.node[4297].veinsmobility,16.25,0,27634,27708.5,214.52,831.743,74
RSUExampleScenario.node[2393].veinsmobility,18.1681,0,27351.5,27709,621.152,1223.1,357
RSUExampleScenario.node[3782].veinsmobility,16,0,27554.5,27709,310.931,775.438,154
RSUExampleScenario.node[1992].veinsmobility,16.6947,0,27295,27709,768.531,1856.06,413.5
RSUExampleScenario.node[1866].veinsmobility,14.7163,0,27275,27709,722.716,1590.52,433.5
RSUExampleScenario.node[3872].veinsmobility,15.7374,0,27569.5,27709.5,263.937,653.402,139.5
RSUExampleScenario.node[4328].veinsmobility,16.25,0,27638.5,27709.5,211.384,880.492,70.5
RSUExampleScenario.node[3459].veinsmobility,18.3286,0,27507,27710,380.745,696.405,202.5
RSUExampleScenario.node[4228].veinsmobility,15.3366,0,27622.5,27710,205.009,641.982,87
RSUExampleScenario.node[4250].veinsmobility,16.2781,0,27625.5,27710,235.549,903.997,84
RSUExampleScenario.node[4153].veinsmobility,15.075,0,27611.5,27710.5,212.782,646.195,98.5
RSUExampleScenario.node[3224].veinsmobility,15.8814,-0.916932,27469.5,27710.5,539.423,1588.71,240.5
RSUExampleScenario.node[2206].veinsmobility,15.2452,0,27326,27710.5,656.249,1599.52,384
RSUExampleScenario.node[3387].veinsmobility,16.2498,0,27496,27710.5,379.016,866.597,214
RSUExampleScenario.node[2375].veinsmobility,17.4048,-0.2477,27349,27711,578.947,1303.15,361.5
RSUExampleScenario.node[1272].veinsmobility,16.3847,-2.77496,27187,27711.5,837.195,1615.15,524
RSUExampleScenario.node[3952].veinsmobility,15.7857,0,27582,27711.5,256.765,652.641,129
RSUExampleScenario.node[1865].veinsmobility,16.3412,-0.419273,27275,27711.5,775.655,1855.41,436
RSUExampleScenario.node[1548].veinsmobility,18.4441,0,27233,27712,730.852,1055.94,478.5
RSUExampleScenario.node[4308].veinsmobility,15.4327,0,27635.5,27712,202.454,634.078,76
RSUExampleScenario.node[2190].veinsmobility,15.75,-0.702444,27324,27712,711.929,1728.25,387.5
RSUExampleScenario.node[1567].veinsmobility,17.8625,0,27235,27712.5,706.852,1065.36,477
RSUExampleScenario.node[4205].veinsmobility,15.2816,0,27619,27712.5,224.723,673.844,93
RSUExampleScenario.node[1856].veinsmobility,16.25,0,27274,27712.5,781.95,1852.86,438
RSUExampleScenario.node[1424].veinsmobility,16,0,27212,27713,878.911,1868.84,500.5
RSUExampleScenario.node[4039].veinsmobility,15.4938,0,27595,27713.5,241.653,639.44,118
RSUExampleScenario.node[2648].veinsmobility,15.6701,0,27386,27713.5,619.16,1729.53,327
RSUExampleScenario.node[4080].veinsmobility,15.342,0,27600.5,27714,229.295,661.576,113
RSUExampleScenario.node[2911].veinsmobility,16.25,0,27425,27714,557.785,1568.97,288.5
RSUExampleScenario.node[4097].veinsmobility,16.25,0,27603,27714,299.504,882.411,110.5
RSUExampleScenario.node[4367].veinsmobility,16.7585,0,27644,27714,232.254,907.068,69.5
RSUExampleScenario.node[3593].veinsmobility,16.1597,0,27527.5,27714,343.226,875.671,186
RSUExampleScenario.node[3197].veinsmobility,22.0747,0,27466,27715,516.334,1068.6,248.5
RSUExampleScenario.node[3043].veinsmobility,16.25,-0.41507,27445.5,27715,434.316,819.499,269
RSUExampleScenario.node[1773].veinsmobility,15.8009,0,27261.5,27715,777.15,1854.07,453
RSUExampleScenario.node[3205].veinsmobility,21.5,0,27467.5,27715.5,486.021,1070.52,247.5
RSUExampleScenario.node[4048].veinsmobility,15.6839,0,27596.5,27715.5,242.796,650.687,118.5
RSUExampleScenario.node[4325].veinsmobility,16.25,0,27637.5,27715.5,155.719,462.703,77.5
RSUExampleScenario.node[3297].veinsmobility,15.3,0,27480,27716,541.044,1914.9,235.5
RSUExampleScenario.node[4145].veinsmobility,15.6208,0,27610.5,27716,231.332,647.796,105
RSUExampleScenario.node[3013].veinsmobility,15.4807,0,27439,27716,538.305,1605.86,276.5
RSUExampleScenario.node[4373].veinsmobility,16.25,0,27645,27716,220.877,829.29,70.5
RSUExampleScenario.node[3255].veinsmobility,21.0428,-0.626213,27473.5,27716.5,459.846,1057.02,242.5
RSUExampleScenario.node[3166].veinsmobility,22.0486,0,27462.5,27716.5,505.771,1063.15,253.5
RSUExampleScenario.node[3521].veinsmobility,17.8584,0,27515.5,27717,377.006,692.243,201
RSUExampleScenario.node[4088].veinsmobility,15.9157,0,27602,27717,235.11,648.987,114.5
RSUExampleScenario.node[3630].veinsmobility,15.7353,0,27533.5,27717,333.075,790.528,183
RSUExampleScenario.node[3467].veinsmobility,15.2345,0,27507.5,27717,348.462,874.217,209
RSUExampleScenario.node[4494].veinsmobility,16.0236,2.05446,27666,27717.5,128.891,457.78,51
RSUExampleScenario.node[4359].veinsmobility,15.2182,0,27643,27718,191.754,641.127,74.5
RSUExampleScenario.node[1376].veinsmobility,15.403,0,27204,27718,834.365,1638.59,513.5
RSUExampleScenario.node[4361].veinsmobility,15.1418,0,27643,27718,223.75,859.817,74.5
RSUExampleScenario.node[1214].veinsmobility,15.6305,0,27180,27718.5,838.838,1583.57,538
RSUExampleScenario.node[3312].veinsmobility,16.1905,0,27483,27718.5,393.468,870.042,235
RSUExampleScenario.node[3303].veinsmobility,20.4687,0,27481.5,27719.5,457.53,1046.3,237.5
RSUExampleScenario.node[4148].veinsmobility,15,0,27611,27719.5,220.913,662.149,108
RSUExampleScenario.node[3646].veinsmobility,15.7678,0,27535.5,27719.5,318.014,807.963,183.5
RSUExampleScenario.node[1817].veinsmobility,16.2535,0,27267.5,27719.5,765.698,1863.42,451.5
RSUExampleScenario.node[4196].veinsmobility,15.0812,0,27617.5,27719.5,253.206,831.269,101.5
RSUExampleScenario.node[3606].veinsmobility,21.71,0,27530,27720,398.312,1069.38,189.5
RSUExampleScenario.node[4184].veinsmobility,14.6719,0,27616,27720,219.924,663.121,103.5
RSUExampleScenario.node[1385].veinsmobility,15.6055,0,27205,27720,833.61,1626.28,514.5
RSUExampleScenario.node[3625].veinsmobility,19.9392,0,27532.5,27720.5,377.228,1065.42,187.5
RSUExampleScenario.node[4459].veinsmobility,16.25,3.5,27660.5,27720.5,206.137,851.435,59.5
RSUExampleScenario.node[3330].veinsmobility,15.7674,0,27485.5,27721,368.375,702.051,235
RSUExampleScenario.node[3871].veinsmobility,20.8324,0,27569.5,27721.5,343.762,1060.52,151.5
RSUExampleScenario.node[4200].veinsmobility,15.244,0,27618.5,27721.5,211.587,633.902,102.5
RSUExampleScenario.node[3135].veinsmobility,16.5,0,27457,27722,545.01,1579.12,264.5
RSUExampleScenario.node[3460].veinsmobility,21.0274,0,27507,27722.5,443.083,1063.15,215
RSUExampleScenario.node[3958].veinsmobility,20.9307,0,27582.5,27723,350.991,1062.52,140
RSUExampleScenario.node[3006].veinsmobility,15.3213,0,27438.5,27723,418.133,711.061,284
RSUExampleScenario.node[2456].veinsmobility,15.4782,-0.399994,27360,27723.5,680.6,1944.21,363
RSUExampleScenario.node[3776].veinsmobility,21.2275,0,27553.5,27723.5,361.219,1061.76,169.5
RSUExampleScenario.node[4484].veinsmobility,16.5731,3.5,27664.5,27723.5,200.058,844.607,58.5
RSUExampleScenario.node[3966].veinsmobility,21.3668,0,27583.5,27724.5,336.067,1063.5,140.5
RSUExampleScenario.node[3781].veinsmobility,21.1298,0,27554.5,27725,384.929,1057.82,170
RSUExampleScenario.node[2974].veinsmobility,15,-0.84137,27433.5,27725.5,427.427,702.867,291.5
RSUExampleScenario.node[3539].veinsmobility,16.25,0,27518,27726,335.912,710.345,207.5
RSUExampleScenario.node[1544].veinsmobility,21.8311,0,27232,27726.5,784.789,1305.51,494
RSUExampleScenario.node[1683].veinsmobility,22.222,0,27249.5,27726.5,779.443,1306.12,476.5
RSUExampleScenario.node[4091].veinsmobility,20.498,0,27602.5,27726.5,313.456,1083.88,123.5
RSUExampleScenario.node[4453].veinsmobility,16.3705,5.52716,27660,27726.5,224.493,897.934,66
RSUExampleScenario.node[3868].veinsmobility,20.5264,0,27569,27727,361.404,1062.3,157.5
RSUExampleScenario.node[3025].veinsmobility,16.1065,0,27442,27727,419.55,706.828,284.5
RSUExampleScenario.node[3213].veinsmobility,15.1215,0,27468.5,27727,523.306,1569,258
RSUExampleScenario.node[1206].veinsmobility,15.6916,0,27179,27727.5,867.162,1592.71,548
RSUExampleScenario.node[3716].veinsmobility,18.5,0,27545,27727.5,385.766,977.048,182
RSUExampleScenario.node[1167].veinsmobility,18.497,0,27174,27728,855.413,1456.14,553.5
RSUExampleScenario.node[2007].veinsmobility,21.25,-0.13253,27297.5,27728,714.681,1291.97,430
RSUExampleScenario.node[3961].veinsmobility,21.1117,0,27583,27728,368.399,1075.79,144.5
RSUExampleScenario.node[3679].veinsmobility,15.0881,0,27540,27728.5,354.322,1039.53,188
RSUExampleScenario.node[3739].veinsmobility,18.4129,-0.843478,27548.5,27728.5,363.06,987.663,179.5
RSUExampleScenario.node[3936].veinsmobility,21.917,0,27580,27729,368.903,1074.39,148.5
RSUExampleScenario.node[4474].veinsmobility,15.9482,5.50896,27663,27729,197.4,895.452,65.5
RSUExampleScenario.node[4437].veinsmobility,16.25,0.742766,27657.5,27729.5,216.288,895.522,71.5
RSUExampleScenario.node[2909].veinsmobility,16.0357,0,27425,27730,486.514,813.203,304.5
RSUExampleScenario.node[1827].veinsmobility,21.9,0,27269,27730,765.134,1290.2,460.5
RSUExampleScenario.node[4034].veinsmobility,21.314,0,27594.5,27730,337.523,1077.67,135
RSUExampleScenario.node[4161].veinsmobility,19.75,0,27612,27730,264.808,651.93,117.5
RSUExampleScenario.node[4162].veinsmobility,19.75,0,27612.5,27730,266.93,651.495,117
RSUExampleScenario.node[3358].veinsmobility,18.7859,-4.15123,27490,27730,491.149,1404.95,239.5
RSUExampleScenario.node[3935].veinsmobility,18.5,0,27579.5,27730,324.747,872.273,150
RSUExampleScenario.node[2448].veinsmobility,15.5,0,27360,27730.5,690.894,1909.78,370
RSUExampleScenario.node[4021].veinsmobility,19.3761,0,27592.5,27731,347.367,1062.87,138
RSUExampleScenario.node[2002].veinsmobility,15.5745,0,27297,27731.5,654.273,1142.84,434
RSUExampleScenario.node[4056].veinsmobility,21.1779,0,27597.5,27731.5,343.816,1056.18,133.5
RSUExampleScenario.node[3005].veinsmobility,19.2396,0,27438.5,27731.5,519.237,1007.29,292.5
RSUExampleScenario.node[3755].veinsmobility,17.6625,-6.53999,27550.5,27732,371.505,967.388,181
RSUExampleScenario.node[3038].veinsmobility,16.25,0,27444,27732,509.354,1216.28,287.5
RSUExampleScenario.node[2717].veinsmobility,18.4744,0,27396.5,27732,546.608,1004.98,335
RSUExampleScenario.node[3082].veinsmobility,19.4269,0,27449.5,27732,516.517,1019.07,282
RSUExampleScenario.node[4500].veinsmobility,15.7899,5.5,27667.5,27732,196.75,893.527,64
RSUExampleScenario.node[3800].veinsmobility,22.5,0,27557,27733,462.941,1268.88,175.5
RSUExampleScenario.node[4303].veinsmobility,15.0563,0,27635,27733,223.984,752.719,97.5
RSUExampleScenario.node[3391].veinsmobility,18.4309,0,27496.5,27733,449.213,1009.93,236
RSUExampleScenario.node[4326].veinsmobility,16.9,0,27638,27733.5,172.642,281.849,95
RSUExampleScenario.node[2798].veinsmobility,16.6604,0,27409,27733.5,675.941,1785.84,324
RSUExampleScenario.node[3077].veinsmobility,18.7672,0,27449,27733.5,499.395,1015,284
RSUExampleScenario.node[3464].veinsmobility,19.9238,0,27507.5,27733.5,458.67,1007.43,225.5
RSUExampleScenario.node[2742].veinsmobility,18.5,0,27401,27734.5,597.643,1337.51,333
RSUExampleScenario.node[3730].veinsmobility,17.7267,-5.31172,27547.5,27734.5,386.634,979.499,186.5
RSUExampleScenario.node[3637].veinsmobility,21,-1.12473,27534.5,27734.5,366.41,701.811,199.5
RSUExampleScenario.node[3042].veinsmobility,18.7258,-0.221007,27445,27734.5,506.092,1021.88,289
RSUExampleScenario.node[3371].veinsmobility,18.0895,0,27492,27734.5,456.605,1013.8,242
RSUExampleScenario.node[1593].veinsmobility,16.9,-0.0542908,27238.5,27735,786.514,1603.72,496
RSUExampleScenario.node[4390].veinsmobility,16.25,0,27647.5,27735,157.701,278.486,87
RSUExampleScenario.node[3765].veinsmobility,18.348,-0.135714,27551.5,27735,346.472,990.602,183
RSUExampleScenario.node[2485].veinsmobility,16.25,0,27364,27735,610.377,1269.14,370.5
RSUExampleScenario.node[4544].veinsmobility,17.1414,4.44006,27673,27735,213.922,884.395,61.5
RSUExampleScenario.node[1727].veinsmobility,15.5182,0,27255,27735.5,781.419,1629.69,480
RSUExampleScenario.node[3148].veinsmobility,19.2048,0,27458.5,27736,523.979,1073.23,277
RSUExampleScenario.node[1936].veinsmobility,19.4975,-0.040174,27285.5,27736.5,720.557,1290.91,450.5
RSUExampleScenario.node[3285].veinsmobility,21,0,27478.5,27736.5,555.622,1267.88,257.5
RSUExampleScenario.node[2194].veinsmobility,19.25,0,27324.5,27736.5,723.338,1459.06,411.5
RSUExampleScenario.node[3374].veinsmobility,16.813,0,27492,27736.5,475.428,1197.68,244
RSUExampleScenario.node[3473].veinsmobility,18.5887,0,27509,27736.5,410.872,1007.76,227
RSUExampleScenario.node[3498].veinsmobility,18.1724,0,27512.5,27736.5,414.728,1003.72,223.5
RSUExampleScenario.node[2808].veinsmobility,18.7445,0,27411,27736.5,625.035,1660.07,325
RSUExampleScenario.node[3432].veinsmobility,19.75,0,27502.5,27737,552.557,1621.65,234
RSUExampleScenario.node[2756].veinsmobility,19.25,0,27403,27737,539.124,1101.93,333.5
RSUExampleScenario.node[3251].veinsmobility,18.8331,0,27473,27737.5,487.299,1071.18,264
RSUExampleScenario.node[2746].veinsmobility,15.4383,0,27401.5,27737.5,555.183,1282.5,335.5
RSUExampleScenario.node[3223].veinsmobility,18.1182,0,27469.5,27738,474.506,1009.53,268
RSUExampleScenario.node[3555].veinsmobility,16.0139,0,27520.5,27738,417.632,1038.03,217
RSUExampleScenario.node[2450].veinsmobility,15.05,0,27360,27738.5,674.327,1926.34,378
RSUExampleScenario.node[4581].veinsmobility,16.25,0,27679.5,27738.5,129.702,274.624,58.5
RSUExampleScenario.node[1897].veinsmobility,21.5011,-0.0692194,27279,27738.5,805.357,1423.48,459
RSUExampleScenario.node[3838].veinsmobility,17.6654,0,27564,27738.5,337.52,978.021,174
RSUExampleScenario.node[4013].veinsmobility,16.9172,0,27591,27738.5,280.047,618.347,147
RSUExampleScenario.node[3465].veinsmobility,19.0318,0,27507.5,27739,434.286,1068.47,231
RSUExampleScenario.node[3746].veinsmobility,16,0,27549.5,27739,367.895,990.301,189
RSUExampleScenario.node[1895].veinsmobility,19.25,0,27279,27739,723.263,1384.28,459.5
RSUExampleScenario.node[2945].veinsmobility,19.175,0,27429.5,27739.5,520.208,914.812,309.5
RSUExampleScenario.node[4149].veinsmobility,15.3958,0,27611,27739.5,248.888,621.025,128
RSUExampleScenario.node[3737].veinsmobility,19.7763,0,27548.5,27739.5,445.974,1648.38,190.5
RSUExampleScenario.node[4399].veinsmobility,15.0988,0,27648.5,27740,202.409,705.332,91
RSUExampleScenario.node[2897].veinsmobility,18.3132,0,27423.5,27740,500.591,1016.44,316
RSUExampleScenario.node[2713].veinsmobility,18.1072,0,27395.5,27740,545.495,1145.01,344
RSUExampleScenario.node[2474].veinsmobility,18,-0.520248,27362.5,27740,669.399,1680.92,377
RSUExampleScenario.node[4576].veinsmobility,16.25,0,27678.5,27740.5,129.454,287.679,61.5
RSUExampleScenario.node[3511].veinsmobility,19.2714,0,27514,27740.5,449.343,1083.96,226
RSUExampleScenario.node[1397].veinsmobility,20.3765,0,27207,27741,868.562,1421.3,533.5
RSUExampleScenario.node[4497].veinsmobility,16.1247,0,27667,27741,197.232,624.811,73.5
RSUExampleScenario.node[4030].veinsmobility,16.25,0,27593.5,27741,280.817,664.737,147
RSUExampleScenario.node[3635].veinsmobility,19.25,0,27534,27741,393.563,1006.26,206.5
RSUExampleScenario.node[4069].veinsmobility,14.941,0,27600,27741.5,248.455,623.391,141
RSUExampleScenario.node[1980].veinsmobility,16.0448,0,27293,27741.5,727.975,1505.17,448
RSUExampleScenario.node[4178].veinsmobility,18.4326,0,27614.5,27741.5,281.831,787.364,126.5
RSUExampleScenario.node[3366].veinsmobility,15.9321,-1.5908,27491,27741.5,496.216,1589.31,250
RSUExampleScenario.node[3835].veinsmobility,20.0155,0,27564,27742,399.821,1067.25,177.5
RSUExampleScenario.node[2984].veinsmobility,18.75,0,27435.5,27742,499.464,920.499,306
RSUExampleScenario.node[3186].veinsmobility,16.7524,-1.92085,27464.5,27742,556.37,1545.67,277
RSUExampleScenario.node[3231].veinsmobility,21.0945,0,27470.5,27742.5,595.129,1270.65,271.5
RSUExampleScenario.node[4350].veinsmobility,15.7212,0,27642,27742.5,210.983,619.576,100
RSUExampleScenario.node[4499].veinsmobility,15.7126,0,27667.5,27742.5,187.902,618.394,74.5
RSUExampleScenario.node[4372].veinsmobility,16.4992,0,27645,27742.5,219.794,659.213,97
RSUExampleScenario.node[3852].veinsmobility,15.0023,0,27566,27743,339.865,993.401,176.5
RSUExampleScenario.node[3690].veinsmobility,20.5681,-0.528198,27541.5,27743.5,419.925,1063.15,201.5
RSUExampleScenario.node[3773].veinsmobility,15.7353,0,27552.5,27743.5,352.917,996.266,190.5
RSUExampleScenario.node[4721].veinsmobility,15.65,0,27705.5,27744,107.044,274.77,38
RSUExampleScenario.node[3008].veinsmobility,19.4899,-1.86696,27438.5,27744.5,493.001,890.916,305.5
RSUExampleScenario.node[3943].veinsmobility,18,0,27580.5,27744.5,383.848,1289.56,163.5
RSUExampleScenario.node[3157].veinsmobility,15.4042,0,27460,27744.5,486.11,1088.08,284
RSUExampleScenario.node[2170].veinsmobility,16.6217,0,27322,27745,620.085,899.088,422.5
RSUExampleScenario.node[4629].veinsmobility,15.65,2.64954,27689,27745,154.413,619.915,55.5
RSUExampleScenario.node[4299].veinsmobility,16.25,0,27634.5,27745,234.997,663.101,110
RSUExampleScenario.node[3059].veinsmobility,16.2022,0,27447,27745,390.267,513.831,297.5
RSUExampleScenario.node[3375].veinsmobility,21.6976,0,27492.5,27745.5,579.573,1299.77,252.5
RSUExampleScenario.node[4547].veinsmobility,15.4953,0,27673.5,27745.5,175.757,620.828,71.5
RSUExampleScenario.node[4392].veinsmobility,19.1459,0,27647.5,27745.5,232.714,778.612,97.5
RSUExampleScenario.node[3314].veinsmobility,15.199,0,27483.5,27746,519.448,1358.38,262
RSUExampleScenario.node[4293].veinsmobility,16.4586,0,27633.5,27746,314.74,968.475,112
RSUExampleScenario.node[3885].veinsmobility,15.2567,-4.83903,27571.5,27746.5,355.258,974.907,174.5
RSUExampleScenario.node[4304].veinsmobility,15.4924,0,27635,27746.5,257.327,953.577,111
RSUExampleScenario.node[4429].veinsmobility,13.5,0,27655,27747,165.681,317.6,91.5
RSUExampleScenario.node[3127].veinsmobility,16.75,0,27456,27747,384.319,499.109,290.5
RSUExampleScenario.node[3470].veinsmobility,19.25,0,27508,27747,491.696,1391.89,238.5
RSUExampleScenario.node[4591].veinsmobility,13.2478,3.10053,27682.5,27747.5,153.9,480.76,64.5
RSUExampleScenario.node[1326].veinsmobility,16.25,0,27196.5,27747.5,913.116,1858.67,550.5
RSUExampleScenario.node[4660].veinsmobility,16.25,6.9,27694.5,27747.5,155.94,658.167,52.5
RSUExampleScenario.node[3361].veinsmobility,22.5,0,27490,27748,582.397,1264.86,257.5
RSUExampleScenario.node[1213].veinsmobility,16.25,-0.297482,27180,27748,929.036,1828.72,567.5
RSUExampleScenario.node[3529].veinsmobility,18.2664,0,27516,27749,472.168,1396.44,232.5
RSUExampleScenario.node[3217].veinsmobility,17.9064,0,27469,27749.5,513.275,1073.18,280
RSUExampleScenario.node[1785].veinsmobility,15.8627,0,27263,27749.5,781.151,1480.67,486
RSUExampleScenario.node[3087].veinsmobility,16.75,0,27450.5,27749.5,391.14,500.16,298.5
RSUExampleScenario.node[4028].veinsmobility,15.6929,0,27593,27750,330.03,993.417,156.5
RSUExampleScenario.node[3729].veinsmobility,18.9763,0,27547.5,27750,425.492,1384,202
RSUExampleScenario.node[4611].veinsmobility,21.6869,0,27686,27751,197.184,418.473,64.5
RSUExampleScenario.node[3332].veinsmobility,18.4287,0,27486,27751.5,581.353,1309.22,265
RSUExampleScenario.node[3984].veinsmobility,16.1574,0,27586,27751.5,341.165,959.599,165
RSUExampleScenario.node[1846].veinsmobility,15.0942,0,27273,27751.5,763.835,1465.39,478
RSUExampleScenario.node[3257].veinsmobility,16.0538,0,27474.5,27751.5,369.753,498.994,276.5
RSUExampleScenario.node[4470].veinsmobility,14.3713,0,27662,27752,145.671,339.424,89.5
RSUExampleScenario.node[1131].veinsmobility,16.25,0,27168,27752,910.317,1758.53,583.5
RSUExampleScenario.node[2659].veinsmobility,19.75,0,27388,27752.5,869.19,2327.12,364
RSUExampleScenario.node[2186].veinsmobility,15,0,27324,27752.5,602.174,904.611,428
RSUExampleScenario.node[4046].veinsmobility,19.6481,0,27596,27753,332.285,783.624,156.5
RSUExampleScenario.node[1329].veinsmobility,15.0278,0,27197,27753.5,887.845,1878.32,556
RSUExampleScenario.node[3440].veinsmobility,16.1597,0,27503.5,27753.5,337.121,491.994,249.5
RSUExampleScenario.node[3107].veinsmobility,21.9,0,27452.5,27754,650.232,1617.15,301
RSUExampleScenario.node[4027].veinsmobility,19.25,0,27593,27754,324.535,778.894,160.5
RSUExampleScenario.node[4054].veinsmobility,15.5,0,27597,27754.5,306.596,963,157
RSUExampleScenario.node[4065].veinsmobility,16.4144,0,27599,27754.5,319.399,994.984,155
RSUExampleScenario.node[3150].veinsmobility,19.3362,0,27458.5,27754.5,476.405,913.53,295.5
RSUExampleScenario.node[4040].veinsmobility,19.1348,-1.70992,27595,27755,330.985,780.961,159.5
RSUExampleScenario.node[4126].veinsmobility,19.25,0,27607,27755.5,301.16,776.237,148
RSUExampleScenario.node[3976].veinsmobility,18,0,27585,27755.5,313.464,780.432,170
RSUExampleScenario.node[3154].veinsmobility,18.8051,0,27459.5,27755.5,596.406,1627.05,295.5
RSUExampleScenario.node[3161].veinsmobility,14.1547,0,27461.5,27756,447.905,786.091,294
RSUExampleScenario.node[3250].veinsmobility,16.75,0,27473,27756,378.121,487.58,282.5
RSUExampleScenario.node[4913].veinsmobility,16.0892,6.9,27735.5,27757,75.9967,282.216,21
RSUExampleScenario.node[4010].veinsmobility,18.7124,0,27590,27757,315.972,773.162,166.5
RSUExampleScenario.node[4150].veinsmobility,18.75,0,27611,27757,296.644,777.055,145.5
RSUExampleScenario.node[4070].veinsmobility,19,0,27600,27757,304.303,765.732,156.5
RSUExampleScenario.node[3524].veinsmobility,12.8805,0,27515.5,27757.5,369.345,779.321,241.5
RSUExampleScenario.node[4560].veinsmobility,15.223,0,27675.5,27757.5,156.691,359.377,81.5
RSUExampleScenario.node[3447].veinsmobility,16.25,0,27504.5,27758,416.572,687.879,253
RSUExampleScenario.node[3541].veinsmobility,16.75,0,27518.5,27758,340.847,488.783,239
RSUExampleScenario.node[3280].veinsmobility,21.25,0,27477.5,27758,602.757,1627.59,280
RSUExampleScenario.node[4207].veinsmobility,18.8351,0,27619,27758.5,300.581,787.417,139
RSUExampleScenario.node[4202].veinsmobility,18.8254,0,27618.5,27758.5,306.449,776.52,139.5
RSUExampleScenario.node[4152].veinsmobility,16.4453,0,27611.5,27759,400.306,1355.81,147
RSUExampleScenario.node[1824].veinsmobility,17.5,0,27269,27759,674.294,878.802,489.5
RSUExampleScenario.node[3713].veinsmobility,22.6297,0,27544.5,27759,541.652,1590.51,214
RSUExampleScenario.node[4642].veinsmobility,14.6386,0,27691,27759.5,132.927,332.525,68
RSUExampleScenario.node[3946].veinsmobility,15.2202,-1.1145,27581,27759.5,323.032,978.841,178
RSUExampleScenario.node[4043].veinsmobility,17.5913,0,27595.5,27759.5,300.13,781.25,163.5
RSUExampleScenario.node[3316].veinsmobility,15.4652,0,27483.5,27760,410.672,690.181,276
RSUExampleScenario.node[4344].veinsmobility,18.9864,0,27641,27760,267.713,747.412,118.5
RSUExampleScenario.node[4159].veinsmobility,19.4837,0,27612,27760,315.506,784.731,147.5
RSUExampleScenario.node[3346].veinsmobility,15.756,0,27488,27760.5,487.12,1091.89,272
RSUExampleScenario.node[3276].veinsmobility,15.6929,0,27477,27760.5,380.826,504.364,283
RSUExampleScenario.node[4061].veinsmobility,19.1381,0,27598,27760.5,314.692,796.016,162
RSUExampleScenario.node[3700].veinsmobility,22.5,0,27542.5,27760.5,511.864,1604.15,217.5
RSUExampleScenario.node[519].veinsmobility,22.9506,0,27076.5,27761.5,1196.93,2291.9,684.5
RSUExampleScenario.node[4292].veinsmobility,18.7433,0,27633.5,27761.5,279.038,751.462,127.5
