module,max_speed,min_speed,start_time,stop_time,total_co2,total_dist,total_time,arrived,rcvd_warnings,sent_warnings,mean_speed,std_speed
node[3433],4.1,0.0,27502.5,27900.0,398.412,56.635,397.5,False,0,0,0.06320060415094339,0.28799553373852516
node[3434],15.0,-1.0087,27503.0,27900.0,525.193,686.028,397.0,False,21,0,1.712159848110831,2.986370405647843
node[3435],16.4568,0.0,27503.0,27704.5,360.658,878.946,201.0,True,20,0,4.357658587562189,4.688445818542753
node[3436],12.2156,0.0,27503.0,27900.0,431.264,225.613,397.0,False,80,0,0.5653458848866498,1.7353448953922344
node[3437],18.6619,0.0,27503.0,27638.5,278.736,785.745,135.0,True,6,0,5.834628201111111,6.893685352587604
node[3438],15.0,0.0,27503.0,27604.5,263.645,891.17,101.0,True,0,0,8.20432558910891,3.602979921469879
node[3439],4.3634699999999995,-2.3458099999999997,27503.5,27900.0,444.96,161.175,396.5,False,0,0,0.39364180529634296,0.7632634824450045
node[343],15.9685,0.0,27051.0,27398.0,622.401,1615.56,346.5,True,60,0,4.639507324675325,5.172098051002696
node[3440],16.1597,0.0,27503.5,27753.5,337.121,491.994,249.5,True,0,0,1.9786765807615232,3.966359705113981
node[3441],13.4396,-1.17521,27503.5,27900.0,558.496,750.198,396.5,False,59,0,1.878452396595208,3.0550683187829635
node[3442],15.1262,0.0,27503.5,27624.5,234.951,664.311,120.5,True,13,0,5.502569732780083,5.976143652113069
node[3443],19.1184,0.0,27503.5,27641.0,290.385,780.928,137.0,True,7,0,5.721689757299272,7.030991389126926
node[3444],15.1405,0.0,27503.5,27608.0,275.997,900.419,104.0,True,0,0,8.11697494519231,3.771152132451429
node[3445],14.5888,0.0,27504.0,27773.0,444.55800000000005,1101.3,268.5,True,44,0,3.787748760335196,4.4048220864986565
node[3446],15.144,0.0,27504.0,27816.0,468.579,927.47,311.5,True,50,0,2.9721996317817014,4.353594397718115
node[3447],16.25,0.0,27504.5,27758.0,416.57199999999995,687.8789999999999,253.0,True,50,0,2.6958429,4.800462343138902
node[3448],15.3534,0.0,27504.5,27586.5,255.047,896.936,81.5,True,10,0,11.005051779141105,4.418362878740915
node[3449],4.46091,0.0,27505.0,27900.0,425.642,100.42200000000001,395.0,False,0,0,0.2522191334177215,0.567625344185408
node[344],18.327,0.0,27051.0,27159.0,245.66,764.437,107.5,True,0,0,7.119770268837208,7.411111647659203
node[3450],18.3255,0.0,27505.0,27691.5,355.31199999999995,697.452,186.0,True,2,0,3.7767965188172052,4.918859926709073
node[3451],15.5307,0.0,27505.0,27633.5,315.952,992.0139999999999,128.0,True,18,0,7.717616312109375,4.0254967208685155
node[3452],18.0203,0.0,27505.0,27636.5,273.53700000000003,790.753,131.0,True,5,0,6.051633570229009,6.978170918710505
node[3453],18.9963,0.0,27505.0,27900.0,603.825,922.597,395.0,False,25,0,2.288959296582279,4.154184254052017
node[3454],16.642,1.7571900000000003,27505.5,27581.0,209.139,636.945,75.0,True,3,0,8.550606666666667,4.1372846233867335
node[3455],14.0116,-0.887078,27506.0,27900.0,577.2090000000001,1043.19,394.0,False,72,0,2.610704572081218,3.3461292876339876
node[3456],9.97994,0.0,27506.5,27900.0,511.881,602.61,393.5,False,52,0,1.5209805724269376,2.230627553293793
node[3457],16.25,0.0,27506.5,27644.5,270.418,689.5219999999999,137.5,True,28,0,5.0089686712727275,5.409624102669534
node[3458],2.47296,-3.9746099999999998,27507.0,27900.0,412.319,30.3818,393.0,False,0,0,0.06404288587786258,0.2473643009429992
node[3459],18.3286,0.0,27507.0,27710.0,380.745,696.405,202.5,True,2,0,3.483185031111111,4.557764220264377
node[345],17.5,0.0,27051.0,27244.5,442.527,1154.52,193.0,True,29,0,5.543653147668394,6.40639129930059
node[3460],21.0274,0.0,27507.0,27722.5,443.083,1063.15,215.0,True,43,0,5.002713025348838,5.654856024485995
node[3461],16.1604,0.0,27507.0,27585.0,200.43900000000002,635.781,77.5,True,3,0,8.239437741935484,4.273308794017884
node[3462],18.6408,0.0,27507.0,27643.0,291.538,786.49,135.5,True,6,0,5.816440196678967,6.802276051111461
node[3463],16.9578,-0.46862,27507.0,27900.0,566.455,943.084,393.0,False,56,0,2.380460949236641,4.47278107858165
node[3464],19.9238,0.0,27507.5,27733.5,458.67,1007.43,225.5,True,0,0,4.432797462305987,5.6839357389034
node[3465],19.0318,0.0,27507.5,27739.0,434.286,1068.47,231.0,True,46,0,4.627974307142857,4.777984221425944
node[3466],14.1788,0.0,27507.5,27900.0,488.829,631.061,392.5,False,63,0,1.599054040764331,3.4237853839846624
node[3467],15.2345,0.0,27507.5,27717.0,348.462,874.217,209.0,True,18,0,4.171560548564594,4.043544538775958
node[3468],13.15,6.9,27507.5,27518.0,34.5315,108.65,10.0,True,2,0,10.882700000000002,1.4388977546792727
node[3469],16.0,-1.07954,27507.5,27686.0,382.19300000000004,1029.6,178.0,True,0,0,5.728317403089888,6.1900397749657285
node[346],16.25,0.0,27051.5,27137.0,157.12,276.112,85.0,True,12,0,3.257455144117647,5.138134404736955
node[3470],19.25,0.0,27508.0,27747.0,491.69599999999997,1391.89,238.5,True,29,0,5.782452782389936,6.456944242332226
node[3471],22.5,0.0,27508.5,27861.5,658.437,1420.1,352.5,True,52,0,4.016901181843971,5.976086528604281
node[3472],2.7690599999999996,-0.43960299999999997,27509.0,27900.0,400.60699999999997,20.0496,391.0,False,0,0,0.04874555127877238,0.16416887981839975
node[3473],18.5887,0.0,27509.0,27736.5,410.87199999999996,1007.76,227.0,True,0,0,4.412512820044053,6.0093855763739965
node[3474],15.0139,0.0,27509.0,27624.5,226.377,624.44,115.0,True,12,0,5.423652681304349,5.358452379478686
node[3475],12.4627,0.0,27509.0,27900.0,423.06,167.203,391.0,False,79,0,0.4226078023017902,1.6478766476453788
node[3476],18.4152,0.0,27509.0,27900.0,592.238,867.8860000000001,391.0,False,23,0,2.18429767923913,4.222161706719324
node[3477],17.5888,-0.748985,27509.0,27900.0,607.842,1111.41,391.0,False,48,0,2.8029710519296676,4.218502146187511
node[3478],4.5774300000000006,0.0,27509.5,27900.0,433.506,130.57,390.5,False,0,0,0.3346327243277849,0.6839433360860727
node[3479],15.3958,0.712184,27509.5,27612.5,246.697,976.467,102.5,True,14,0,9.504673414634144,3.6322414020415903
node[347],16.3701,6.9,27051.5,27102.5,150.68,633.623,50.5,True,2,0,12.623619306930696,2.071796211201409
node[3480],13.3778,0.0,27510.0,27900.0,419.3,175.203,390.0,False,78,0,0.4405155032051282,1.7905049096976013
node[3481],18.6312,0.0,27510.0,27669.0,369.55699999999996,1298.8,158.5,True,24,0,8.21308912712934,5.88992290643302
node[3482],18.3367,0.0,27510.0,27852.0,570.259,1094.82,341.5,True,0,0,3.138375584187409,5.001315574448464
node[3483],18.75,0.0,27510.5,27671.5,343.759,859.808,160.5,True,32,0,5.378540712149532,5.969990095649998
node[3484],10.2684,0.0,27510.5,27900.0,458.913,358.327,389.5,False,0,0,0.9224433480102695,2.0120080048096844
node[3485],13.9426,0.0,27510.5,27900.0,417.969,218.4,389.5,False,78,0,0.5516711664724006,2.0585777197874986
node[3486],17.7564,0.0,27510.5,27690.5,400.92900000000003,1110.08,179.5,True,0,0,6.176509844846796,5.895277698808868
node[3487],15.4553,0.0,27511.0,27594.5,209.097,635.621,83.0,True,3,0,7.703350542168675,4.319667958404275
node[3488],10.2673,0.0,27511.0,27900.0,491.291,537.1080000000001,389.0,False,51,0,1.3724736557840618,2.061477970652534
node[3489],18.8241,0.0,27511.0,27639.5,282.79400000000004,782.159,128.0,True,5,0,6.1061403828125,7.048605899439003
node[348],19.25,0.0,27052.0,27376.5,617.889,1642.31,324.0,True,18,0,4.985144520524691,6.628587702138684
node[3490],15.5072,0.0,27511.5,27900.0,578.137,1089.94,388.5,False,47,0,2.770776526746461,4.210346266969564
node[3491],16.3367,0.0,27511.5,27900.0,500.486,658.768,388.5,False,68,0,1.6897002325611326,3.713769103840355
node[3492],18.75,-1.2441799999999998,27511.5,27900.0,554.452,896.4789999999999,388.5,False,7,0,2.2603403308880305,3.8431944685237562
node[3493],15.370999999999999,0.692647,27512.0,27615.5,252.732,995.672,103.0,True,14,0,9.647216970873785,3.32740237769113
node[3494],15.7629,0.0,27512.0,27900.0,547.319,773.69,388.0,False,61,0,1.980437513273196,3.4779173736295603
node[3495],18.4777,0.0,27512.0,27643.5,279.402,756.377,131.0,True,5,0,5.792555502290075,7.102299519363768
node[3496],16.5103,0.0,27512.0,27637.0,290.235,987.952,124.5,True,25,0,7.964511576305221,6.091238982884102
node[3497],1.10816,-1.10815,27512.5,27900.0,397.82,14.2017,387.5,False,0,0,0.034040583741935485,0.08476109731695966
node[3498],18.1724,0.0,27512.5,27736.5,414.728,1003.72,223.5,True,0,0,4.485052231946309,5.5159762189242
node[3499],15.2305,5.3908,27512.5,27540.5,97.7735,335.861,27.5,True,6,0,11.560512181818181,2.7419303878199948
node[349],16.25,0.0,27052.0,27170.5,263.187,947.862,118.0,True,14,0,8.027437448305085,5.4774172367247855
node[34],16.4033,6.9,27006.5,27027.5,84.0331,282.76099999999997,20.5,True,0,0,13.869436585365856,2.6539750563782714
node[3500],6.18898,0.0,27513.0,27900.0,445.353,216.28400000000002,387.0,False,0,0,0.5561290647286821,0.9899028133241512
node[3501],21.0383,0.0,27513.0,27861.0,668.2239999999999,1292.16,347.5,True,18,0,3.718963538561151,5.3299634381396945
node[3502],15.9265,0.0,27513.0,27900.0,547.1990000000001,827.308,387.0,False,62,0,2.1225246271317832,3.6809058610747276
node[3503],16.4326,0.0,27513.0,27625.5,229.66299999999998,622.86,112.0,True,11,0,5.547949984821429,5.211386433249086
node[3504],18.4054,-0.8996639999999999,27513.0,27666.5,403.168,1286.32,153.0,True,24,0,8.418106436601306,6.264571028148645
node[3505],15.25,0.0,27513.0,27900.0,501.03,658.038,387.0,False,67,0,1.6905734018087852,3.6779297346937625
node[3506],18.8899,0.0,27513.5,27666.5,328.505,855.574,152.5,True,31,0,5.611176589180328,6.170644750181382
node[3507],15.4649,0.0,27513.5,27900.0,547.64,831.796,386.5,False,59,0,2.126548415912031,3.4821928092779326
node[3508],19.9226,0.0,27513.5,27644.5,296.119,787.804,130.5,True,6,0,6.04717549348659,7.187867636335151
node[3509],16.0244,0.0,27513.5,27900.0,542.202,746.566,386.5,False,68,0,1.9080967391979302,3.9897476797692653
node[350],18.0,-1.94997,27052.0,27320.0,475.66900000000004,1108.86,267.5,True,28,0,4.058508219439251,5.709043391935139
node[3510],15.9877,0.0,27513.5,27706.5,393.832,1167.35,192.5,True,17,0,5.998187609090909,5.696526011508563
node[3511],19.2714,0.0,27514.0,27740.5,449.343,1083.96,226.0,True,46,0,4.7893805657079636,5.015759079303203
node[3512],17.4336,0.0,27514.0,27900.0,583.2669999999999,908.6289999999999,386.0,False,24,0,2.3273850542746115,4.20364370246538
node[3513],16.2922,0.0,27514.5,27594.0,209.62900000000002,654.137,79.0,True,2,0,8.32179394936709,4.426053605688086
node[3514],19.1114,0.0,27514.5,27637.5,273.058,784.4839999999999,122.5,True,4,0,6.412601045306122,7.16072885251921
node[3515],15.65,0.0,27515.0,27613.5,165.393,279.447,98.0,True,19,0,2.839076836734694,5.349237408679924
node[3516],16.25,2.57674,27515.0,27589.0,204.072,649.813,73.5,True,2,0,8.89519836734694,3.7267083388122364
node[3517],15.25,0.0,27515.0,27900.0,505.166,656.683,385.0,False,67,0,1.6954557202597402,3.7753150538803606
node[3518],2.84193,0.0,27515.0,27900.0,380.806,41.0524,385.0,False,0,0,0.04484363441558441,0.23096798598703353
node[3519],2.30067,-3.7061800000000003,27515.5,27900.0,415.666,54.5928,384.5,False,0,0,0.11257555604681405,0.32441752267665025
node[351],15.769,0.0,27052.0,27254.5,395.779,1132.6,202.0,True,31,0,5.150805358415843,5.275601292132234
node[3520],16.4937,0.0,27515.5,27762.5,351.19,497.625,246.5,True,0,0,2.0161089941176473,4.195210810984136
node[3521],17.8584,0.0,27515.5,27717.0,377.006,692.243,201.0,True,2,0,3.463700822139303,4.535934488218888
node[3522],16.25,0.0,27515.5,27613.5,170.702,281.849,97.5,True,19,0,2.885462307692308,5.469427447953499
node[3523],15.9759,0.0,27515.5,27900.0,544.237,834.2230000000001,384.5,False,62,0,2.1542701885565667,3.697815959083483
node[3524],12.8805,0.0,27515.5,27757.5,369.345,779.321,241.5,True,28,0,3.2178260581780536,3.825131745870403
node[3525],15.7063,3.18473,27515.5,27551.0,98.4555,343.548,35.0,True,7,0,9.582301142857142,4.252086776932121
node[3526],16.1944,0.0,27515.5,27900.0,527.826,820.533,384.5,False,52,0,2.098975442782835,4.070579005825503
node[3527],16.25,-0.982823,27515.5,27610.5,283.015,866.865,94.5,True,0,0,8.472817195767195,4.133202065836414
node[3528],2.72758,-2.65204,27516.0,27900.0,403.463,37.6533,384.0,False,0,0,0.0899844921875,0.24875115798375141
node[3529],18.2664,0.0,27516.0,27749.0,472.168,1396.44,232.5,True,28,0,5.970904219784946,6.399382693300298
node[352],16.25,0.0,27052.5,27215.5,340.35699999999997,1036.37,162.5,True,23,0,6.377558769230769,6.089875732699878
node[3530],16.1485,0.552531,27516.5,27596.5,200.17,616.43,79.5,True,2,0,7.804698226415095,4.2896357607135664
node[3531],15.222000000000001,-0.41326899999999994,27516.5,27900.0,496.522,574.007,383.5,False,42,0,1.4837572780964796,3.1306715829021927
node[3532],15.0,-0.00730121,27516.5,27900.0,506.728,707.232,383.5,False,57,0,1.8274347085136897,3.341737765971343
node[3533],17.6541,0.0,27517.0,27702.5,332.529,688.357,185.0,True,2,0,3.727384864324324,5.074255273394587
node[3534],13.7019,0.0,27517.0,27900.0,484.70599999999996,625.052,383.0,False,63,0,1.62889246462141,3.584879892911807
node[3535],18.4675,0.0,27517.0,27639.0,266.094,783.205,121.5,True,4,0,6.455832234979424,7.145966994991811
node[3536],15.5377,0.29167,27517.0,27614.0,283.86400000000003,860.1260000000001,96.5,True,0,0,8.347260430051813,4.0548319539154924
node[3537],16.25,5.25009,27517.5,27583.0,180.054,660.4889999999999,65.0,True,2,0,10.221079076923077,3.020135572321844
node[3538],13.4389,6.9,27517.5,27528.0,31.2995,107.227,10.0,True,2,0,10.733477500000001,2.093535662044312
node[3539],16.25,0.0,27518.0,27726.0,335.912,710.345,207.5,True,2,0,3.4200206224096386,4.498152866469562
node[353],18.9164,0.0,27052.5,27160.5,268.038,777.327,107.5,True,0,0,7.245615597674418,7.288319952666008
node[3540],16.25,0.0,27518.0,27618.5,261.935,897.447,100.0,True,0,0,8.36419955,4.504198278241407
node[3541],16.75,0.0,27518.5,27758.0,340.847,488.783,239.0,True,0,0,2.0336970569037653,4.200509509736611
node[3542],17.6252,0.0,27518.5,27642.0,258.344,787.8960000000001,123.0,True,5,0,6.419617759349594,6.829140572958962
node[3543],17.6256,0.0,27518.5,27900.0,618.759,1139.76,381.5,False,46,0,2.9462756239842727,4.524296800076089
node[3544],18.8517,0.0,27518.5,27900.0,558.705,914.9680000000001,381.5,False,32,0,2.371242108912189,4.084177406115592
node[3545],0.374135,0.0,27519.0,27900.0,389.897,12.0995,381.0,False,0,0,0.02957068687664042,0.05728940197623991
node[3546],16.3196,0.0,27519.0,27656.0,272.801,745.24,136.5,True,25,0,5.455073251282052,6.6622362981556105
node[3547],9.402289999999999,0.0,27519.0,27900.0,494.725,684.913,381.0,False,50,0,1.7913341933070865,2.2486581585868586
node[3548],0.9018950000000001,-2.27372,27519.5,27900.0,397.63599999999997,23.9802,380.5,False,0,0,0.055693042838370566,0.12734447623846623
node[3549],15.6686,0.0,27519.5,27900.0,550.887,913.7589999999999,380.5,False,24,0,2.3737818021879105,4.2132725926125145
node[354],22.0292,0.0,27052.5,27204.0,382.449,1096.11,151.0,True,14,0,7.2018550748344365,6.387792899992281
node[3550],15.7027,0.0,27519.5,27620.0,278.078,893.0939999999999,100.0,True,0,0,8.307623384000001,4.084929726342778
node[3551],14.9649,0.0,27519.5,27900.0,556.1669999999999,863.115,380.5,False,5,0,2.256886441655716,3.6993511393553473
node[3552],0.7203149999999999,-0.35931399999999997,27520.0,27900.0,391.156,18.6709,380.0,False,0,0,0.04850017263157894,0.09080197639812154
node[3553],15.6749,0.0,27520.0,27659.0,260.382,758.0930000000001,138.5,True,24,0,5.482254659566786,6.148456703583403
node[3554],18.0,0.0,27520.0,27647.5,267.589,776.715,127.0,True,4,0,6.1335452846456695,7.069744523725759
node[3555],16.0139,0.0,27520.5,27738.0,417.63199999999995,1038.03,217.0,True,4,0,4.7001288228110605,5.620021607371947
node[3556],18.436,0.0,27520.5,27670.5,359.02,1299.54,149.5,True,22,0,8.711426414715719,5.991775332376886
node[3557],16.517,-1.76121,27520.5,27900.0,522.798,854.459,379.5,False,5,0,2.2402858274044797,4.171355000681269
node[3558],15.7778,0.0,27521.0,27768.5,344.241,502.31300000000005,247.0,True,0,0,2.0236365898785422,3.9266158007116396
node[3559],15.5,0.0,27521.5,27766.5,347.965,488.815,244.5,True,0,0,1.995444847034765,4.036123766104822
node[355],19.0226,0.0,27053.0,27252.0,385.46,995.202,198.5,True,0,0,4.975633380604534,6.222339331212604
node[3560],15.5375,0.0,27521.5,27618.0,265.629,996.76,96.0,True,10,0,10.343769583333335,4.253008605762499
node[3561],16.5698,0.0,27521.5,27900.0,630.698,1318.86,378.5,False,45,0,3.45789875667107,4.335184131211193
node[3562],18.8355,0.0,27521.5,27670.5,371.695,1300.67,148.5,True,22,0,8.790728077104376,6.267455381968309
node[3563],16.0,0.0,27521.5,27820.5,464.684,906.383,298.5,True,53,0,3.014011247236181,4.745403036375723
node[3564],19.0792,0.0,27522.0,27648.5,282.437,784.6110000000001,126.0,True,5,0,6.261000588492063,7.254499845370818
node[3565],15.6686,0.0,27522.0,27900.0,547.607,872.745,378.0,False,23,0,2.2630372514550268,4.082332906737938
node[3566],14.619000000000002,0.0,27522.0,27900.0,522.623,861.35,378.0,False,6,0,2.262457507804233,3.8612025556549168
node[3567],21.0,0.0,27522.5,27900.0,601.9630000000001,1112.03,377.5,False,27,0,2.9005709098980135,5.55217023308218
node[3568],18.5,0.0,27523.0,27804.5,528.957,1378.19,281.0,True,29,0,4.865238319395018,5.961770190319751
node[3569],10.4537,-0.995683,27523.0,27900.0,509.542,627.004,377.0,False,50,0,1.6594999712201595,2.3614656023762612
node[356],16.7578,0.0,27053.0,27320.0,530.369,1380.86,266.5,True,28,0,5.139379550093809,5.974779276297318
node[3570],15.6333,0.0,27523.0,27900.0,488.416,851.943,377.0,False,55,0,2.243314310875331,4.468844014940492
node[3571],16.0,0.0,27523.0,27607.5,245.78900000000002,839.622,84.0,True,0,0,9.303240416666668,3.8053840630901874
node[3572],16.0125,0.0,27523.0,27822.0,456.76199999999994,893.3560000000001,298.5,True,54,0,2.984843572194304,4.780064401874472
node[3573],14.1368,0.0,27523.5,27900.0,496.789,663.503,376.5,False,42,0,1.7547324431739708,3.2462354669825153
node[3574],15.4888,0.0,27523.5,27802.0,429.18699999999995,772.195,278.0,True,34,0,2.789173699820144,3.4057782449958016
node[3575],18.9079,0.0,27523.5,27649.5,274.95599999999996,785.2139999999999,125.5,True,7,0,6.277925168924302,7.205275541804679
node[3576],8.12539,0.0,27524.0,27900.0,438.55199999999996,232.86700000000002,376.0,False,0,0,0.6162147011968085,1.1018660650057042
node[3577],9.39203,0.0,27524.0,27900.0,420.914,223.976,376.0,False,0,0,0.5557374859042553,1.453347358408346
node[3578],16.25,0.0,27524.0,27900.0,568.738,1172.01,376.0,False,46,0,3.0750244174202126,4.557163986033837
node[3579],16.0748,0.0,27524.5,27857.0,424.207,504.67,332.0,True,0,0,1.5092214287650603,3.4582043779561458
node[357],20.9484,-9.158389999999999,27053.0,27277.5,570.256,1628.5,224.0,True,11,0,7.242487196205358,6.872232528424004
node[3580],19.6966,0.0,27524.5,27644.0,272.827,787.42,119.0,True,4,0,6.623695523109243,7.454533307472195
node[3581],16.75,0.0,27525.0,27862.0,430.829,511.94699999999995,336.5,True,0,0,1.5227364102526004,3.4004772083636206
node[3582],11.7636,0.0,27525.0,27900.0,473.026,547.518,375.0,False,36,0,1.4435731469505333,2.5408419979219157
node[3583],15.4638,-0.675959,27525.0,27900.0,504.773,696.823,375.0,False,67,0,1.8317804046666666,3.7255678218211417
node[3584],14.7706,1.8948900000000002,27525.5,27589.5,156.57,635.619,63.5,True,3,0,10.050845354330711,3.62387605594026
node[3585],17.8864,0.0,27526.0,27636.0,265.262,977.7130000000001,109.5,True,22,0,8.909561353424657,6.171581459251748
node[3586],16.25,0.0,27526.0,27820.5,575.936,1586.98,294.0,True,0,0,5.177385942687074,5.58705261649904
node[3587],15.0,0.0,27526.5,27623.5,157.741,279.249,96.5,True,19,0,2.894609667875647,4.245045895976201
node[3588],15.1193,-0.700309,27526.5,27874.0,520.362,787.15,347.0,True,47,0,2.25575642665706,3.1216295451251
node[3589],1.5443,0.0,27526.5,27900.0,368.954,25.5248,373.5,False,0,0,0.0263490046854083,0.14605746088352362
node[358],16.25,0.0,27053.0,27208.5,323.193,891.5089999999999,155.0,True,11,0,5.69223493548387,6.771962487719835
node[3590],14.9236,0.0,27527.0,27625.5,158.708,296.226,98.0,True,20,0,3.037272411734694,3.791756476026766
node[3591],15.45,0.0,27527.0,27900.0,479.18800000000005,612.128,373.0,False,67,0,1.6348399617962466,3.7762570842407057
node[3592],15.9433,-0.32909,27527.5,27900.0,475.62,597.789,372.5,False,60,0,1.5949674220134227,3.454421527217695
node[3593],16.1597,0.0,27527.5,27714.0,343.226,875.671,186.0,True,17,0,4.697914041666667,4.786770453801489
node[3594],18.0,0.0,27527.5,27652.5,265.235,784.778,124.5,True,9,0,6.330432901606426,7.132855574357494
node[3595],15.3985,0.0,27528.0,27900.0,514.654,697.8969999999999,372.0,False,61,0,1.8696290603494625,3.3586649926465197
node[3596],14.8138,0.0,27528.0,27626.0,210.74400000000003,661.5089999999999,97.5,True,8,0,6.7858299189743585,5.5208568328863326
node[3597],18.0185,0.0,27528.0,27765.5,506.69,1660.27,237.0,True,7,0,6.942658939662446,6.214533333019365
node[3598],17.5,-0.135168,27528.0,27560.5,89.3299,291.192,32.0,True,7,0,9.087626546875,5.788637147301119
node[3599],15.8095,0.0,27528.5,27900.0,528.914,790.7760000000001,371.5,False,60,0,2.1051375507133243,3.4877706597787332
node[359],18.5,0.0,27053.0,27490.5,838.5310000000001,2047.94,437.0,True,45,0,4.628564518649886,5.3072184115367325
node[35],16.8763,0.0,27006.5,27386.0,833.659,2687.51,379.0,True,29,0,7.040712354617414,6.424035817991109
node[3600],16.4766,0.0,27528.5,27689.0,362.95099999999996,1020.09,160.0,True,0,0,6.39027706,6.154762935596287
node[3601],18.924,0.0,27529.0,27824.5,460.833,690.561,295.0,True,2,0,2.347865322881356,4.453275952541311
node[3602],17.1874,0.0,27529.0,27641.5,276.589,977.788,112.0,True,23,0,8.713532915624999,5.802039497743217
node[3603],8.43127,0.0,27529.5,27900.0,386.035,154.55,370.5,False,74,0,0.4131950129554657,1.462967674677451
node[3604],16.3014,0.0,27529.5,27900.0,541.344,884.794,370.5,False,23,0,2.3657195458839406,4.325937787256098
node[3605],14.9568,0.0,27529.5,27622.0,235.976,898.216,92.0,True,0,0,9.111180130434782,3.462332717486452
node[3606],21.71,0.0,27530.0,27720.0,398.31199999999995,1069.38,189.5,True,38,0,5.671853482321899,6.298486555414632
node[3607],7.268689999999999,0.0,27530.0,27900.0,389.54,151.517,370.0,False,74,0,0.40612663824324324,1.3747816498789611
node[3608],18.463,0.0,27530.0,27654.0,262.259,788.664,123.5,True,9,0,6.415247754655869,7.211694807752128
node[3609],18.8195,0.0,27530.0,27639.0,282.024,973.8380000000001,108.5,True,21,0,9.010668617511522,6.309905872860317
node[360],15.0988,0.0,27053.5,27171.0,234.333,747.702,117.0,True,15,0,6.35109843931624,6.095035567681819
node[3610],16.25,1.62111,27530.0,27618.5,230.65599999999998,827.5419999999999,88.0,True,0,0,8.750344772727273,3.9754929241252883
node[3611],18.7905,-2.17314,27530.0,27900.0,544.192,839.8639999999999,370.0,False,6,0,2.2421440713513507,3.8709113334886176
node[3612],15.2186,0.0,27530.5,27900.0,505.77099999999996,733.1619999999999,369.5,False,60,0,1.9783841411366714,3.5616486195952306
node[3613],18.8292,0.0,27530.5,27644.5,257.447,774.319,113.5,True,3,0,6.817809063436124,7.229254123270574
node[3614],22.5,-2.37537,27531.0,27699.0,486.338,1433.97,167.5,True,28,0,8.527908598805968,6.586330912553995
node[3615],19.7203,0.0,27531.0,27646.0,272.528,791.197,114.5,True,4,0,6.931862349344978,7.347223990176622
node[3616],16.25,-2.3750299999999998,27531.0,27611.0,216.891,886.0930000000001,79.5,True,0,0,10.413519037735849,3.490661210121114
node[3617],15.0,0.0,27531.5,27693.0,272.691,634.568,161.0,True,2,0,3.9277864096273287,5.696246986302333
node[3618],19.3361,0.0,27531.5,27649.5,293.21299999999997,995.115,117.5,True,24,0,8.422720638297871,7.271319705894458
node[3619],16.8398,0.0,27531.5,27615.0,246.543,902.315,83.0,True,0,0,10.131874059036145,3.8698607685484157
node[361],16.1141,0.0,27053.5,27173.0,227.90900000000002,694.975,119.0,True,19,0,5.837834637815126,5.423566972734993
node[3620],18.838,0.0,27532.0,27855.5,541.591,1005.79,323.0,True,0,0,3.089049961609907,5.135115767356883
node[3621],15.3643,0.0,27532.0,27900.0,480.16900000000004,633.356,368.0,False,53,0,1.695666156521739,3.3125058785026473
node[3622],18.8303,0.0,27532.0,27657.5,275.57599999999996,786.89,125.0,True,17,0,6.3265889132,7.074915661918125
node[3623],20.9214,-3.24381,27532.0,27872.0,543.721,891.582,339.5,True,1,0,2.6001326491899848,4.559763329957652
node[3624],18.8969,0.0,27532.5,27852.0,535.354,1010.62,319.0,True,0,0,3.1316867291536052,5.221785182641038
node[3625],19.9392,0.0,27532.5,27720.5,377.228,1065.42,187.5,True,38,0,5.686913178133334,5.921821457492155
node[3626],15.807,0.0,27532.5,27900.0,513.735,734.425,367.5,False,52,0,1.968248425170068,3.428817004114157
node[3627],9.01977,0.0,27532.5,27900.0,386.415,147.971,367.5,False,74,0,0.3973899012244898,1.4856154807775506
node[3628],18.9434,-3.0732,27532.5,27900.0,535.003,853.8660000000001,367.5,False,7,0,2.297400900952381,3.6935595401019685
node[3629],9.44865,0.0,27533.0,27900.0,392.32300000000004,166.392,367.0,False,74,0,0.4485888347411444,1.5396727864103925
node[362],16.5,0.0,27053.5,27576.0,942.9,2093.05,522.0,True,68,0,3.968880700095785,5.550960231771547
node[3630],15.7353,0.0,27533.5,27717.0,333.075,790.528,183.0,True,0,0,4.28912239726776,4.667859860721383
node[3631],15.2569,0.0,27533.5,27691.5,274.577,657.0219999999999,157.5,True,3,0,4.1453491215873015,5.782469279675725
node[3632],16.3322,0.0,27533.5,27809.5,443.70599999999996,770.505,275.5,True,36,0,2.7838728058076225,3.749355314580642
node[3633],16.1661,0.0,27533.5,27900.0,532.856,832.2389999999999,366.5,False,24,0,2.2540154609822647,4.190839358872574
node[3634],16.0,0.0,27533.5,27611.0,227.25099999999998,993.3439999999999,77.0,True,11,0,12.937128636363637,3.827307075818183
node[3635],19.25,0.0,27534.0,27741.0,393.56300000000005,1006.26,206.5,True,0,0,4.857328173607747,6.321688577666232
node[3636],16.3135,0.0,27534.0,27614.5,150.982,274.748,80.0,True,17,0,3.4360540087499998,5.17077133361096
node[3637],21.0,-1.12473,27534.5,27734.5,366.41,701.811,199.5,True,2,0,3.536465142355889,4.470613015432395
node[3638],15.1784,0.0,27534.5,27900.0,487.68800000000005,655.535,365.5,False,52,0,1.7766053374829003,3.0491064361239775
node[3639],19.2317,0.0,27534.5,27648.5,267.474,783.3939999999999,113.5,True,5,0,6.921282057268722,7.428996637781961
