Module,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_maxSpeed,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_minSpeed,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_startTime,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_stopTime,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalDistance,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalTime
ProvidenciaExampleScenario.node[8079].veinsmobility,19.25,0,29600.5,29682.5,215.235,776.975,81.5
ProvidenciaExampleScenario.node[8081].veinsmobility,18.4147,0,29601.5,29682.5,218.672,773.268,80.5
ProvidenciaExampleScenario.node[8122].veinsmobility,18,1.66806,29620.5,29683.5,186.061,762.047,62.5
ProvidenciaExampleScenario.node[8146].veinsmobility,19.25,5.4,29629,29684,191.393,767.183,54.5
ProvidenciaExampleScenario.node[8115].veinsmobility,18.7028,0,29618,29684,208.286,765.427,65.5
ProvidenciaExampleScenario.node[7969].veinsmobility,19.4,0,29560,29684.5,372.548,1299.17,124
ProvidenciaExampleScenario.node[7868].veinsmobility,16.25,0,29520,29686,297.517,683.542,165.5
ProvidenciaExampleScenario.node[7840].veinsmobility,18.0263,0,29515.5,29686,450.502,1303.51,170
ProvidenciaExampleScenario.node[8130].veinsmobility,19.1653,0,29622.5,29686,213.988,781.127,63
ProvidenciaExampleScenario.node[8133].veinsmobility,16,3.5,29622.5,29686,201.843,866.305,63
ProvidenciaExampleScenario.node[7874].veinsmobility,18.8802,0,29521.5,29687,434.116,1306.3,165
ProvidenciaExampleScenario.node[8154].veinsmobility,18,6.75538,29630.5,29687.5,177.72,782.519,56.5
ProvidenciaExampleScenario.node[8149].veinsmobility,19.25,3.28938,29629.5,29687.5,206,772.208,57.5
ProvidenciaExampleScenario.node[7865].veinsmobility,15.0059,0,29520,29688.5,339.59,1040.52,168
ProvidenciaExampleScenario.node[8163].veinsmobility,17.9676,6.9,29633,29689,179.801,781.966,55.5
ProvidenciaExampleScenario.node[8175].veinsmobility,19.0374,6.35,29637.5,29690,179.513,780.266,52
ProvidenciaExampleScenario.node[8145].veinsmobility,16.2854,4.68292,29629,29691,198.642,743.72,61.5
ProvidenciaExampleScenario.node[8158].veinsmobility,18.0694,4.99324,29632,29691,185.632,780.37,58.5
ProvidenciaExampleScenario.node[8181].veinsmobility,18.5389,6.9,29639.5,29692.5,174.405,776.857,52.5
ProvidenciaExampleScenario.node[8170].veinsmobility,17.7912,5.37146,29635.5,29692.5,178.254,777.213,56.5
ProvidenciaExampleScenario.node[8194].veinsmobility,18.994,6.9,29644.5,29693,177.085,769.674,48
ProvidenciaExampleScenario.node[8202].veinsmobility,18,6.9,29649,29697,163.216,763.164,47.5
ProvidenciaExampleScenario.node[8028].veinsmobility,19.2587,0,29582.5,29698.5,312.229,985.896,115.5
ProvidenciaExampleScenario.node[8209].veinsmobility,19.2256,6.9,29652.5,29699,176.734,769.253,46
ProvidenciaExampleScenario.node[8172].veinsmobility,15.2419,3.5,29636.5,29699,191.66,862.895,62
ProvidenciaExampleScenario.node[8207].veinsmobility,18.9807,6.9,29651.5,29699.5,175.705,772.317,47.5
ProvidenciaExampleScenario.node[8208].veinsmobility,18.274,6.62934,29652,29701.5,170.959,782.51,49
ProvidenciaExampleScenario.node[8198].veinsmobility,13.1705,0,29646,29702,101.286,274.087,55.5
ProvidenciaExampleScenario.node[8180].veinsmobility,15.5,5.5,29639,29702.5,196.781,880.443,63
ProvidenciaExampleScenario.node[8211].veinsmobility,19.25,5.55955,29653.5,29703,182.862,791.895,49
ProvidenciaExampleScenario.node[8216].veinsmobility,19.25,7.1,29655.5,29703,184.328,782.428,47
ProvidenciaExampleScenario.node[8188].veinsmobility,16.25,3.22011,29641.5,29704,207.156,885.953,62
ProvidenciaExampleScenario.node[8190].veinsmobility,15.774,3.24798,29643,29706,198.544,878.342,62.5
ProvidenciaExampleScenario.node[7998].veinsmobility,21.3928,0,29568.5,29707,371.081,1138.79,138
ProvidenciaExampleScenario.node[8012].veinsmobility,18.5234,0,29576,29708,356.807,1317.04,131.5
ProvidenciaExampleScenario.node[7937].veinsmobility,18.75,0,29546,29708.5,341.348,796.86,162
ProvidenciaExampleScenario.node[7768].veinsmobility,21.4926,0,29485,29709,478.189,1051.23,223.5
ProvidenciaExampleScenario.node[7992].veinsmobility,22.5,0,29566.5,29710,373.096,1142.6,143
ProvidenciaExampleScenario.node[7952].veinsmobility,21.2735,-1.77263,29551,29710.5,330.775,684.392,159
ProvidenciaExampleScenario.node[8020].veinsmobility,18.094,0,29578.5,29710.5,348.325,1319.9,131.5
ProvidenciaExampleScenario.node[7003].veinsmobility,15.25,0,29160,29711,921.102,1920.32,550.5
ProvidenciaExampleScenario.node[8055].veinsmobility,19.1445,0,29591,29712,366.785,1303.23,120.5
ProvidenciaExampleScenario.node[8227].veinsmobility,16.9,6.9,29659,29712.5,177.603,743.075,53
ProvidenciaExampleScenario.node[7719].veinsmobility,16.8837,0,29464,29712.5,612.92,1762.28,248
ProvidenciaExampleScenario.node[7552].veinsmobility,16.75,0,29397,29712.5,694.295,1766.48,315
ProvidenciaExampleScenario.node[7900].veinsmobility,22.1612,0,29534.5,29713,400.59,1139.63,178
ProvidenciaExampleScenario.node[7809].veinsmobility,18.5564,0,29502.5,29714,448.673,1053.48,211
ProvidenciaExampleScenario.node[8251].veinsmobility,18.8958,6.9,29666,29714,174.443,770.295,47.5
ProvidenciaExampleScenario.node[8045].veinsmobility,18.0185,0,29586.5,29714,361.368,1300.29,127
ProvidenciaExampleScenario.node[7770].veinsmobility,16.25,0,29485,29714.5,499.521,1215.73,229
ProvidenciaExampleScenario.node[8252].veinsmobility,18.8534,6.9,29666.5,29714.5,173.626,768.714,47.5
ProvidenciaExampleScenario.node[8235].veinsmobility,16.25,7.1,29660.5,29715.5,173.335,753.537,54.5
ProvidenciaExampleScenario.node[8014].veinsmobility,17.2062,0,29576.5,29715.5,286.744,685.803,138.5
ProvidenciaExampleScenario.node[7996].veinsmobility,16.25,0,29568.5,29716,320.533,869.895,147
ProvidenciaExampleScenario.node[7824].veinsmobility,16.8886,0,29511,29717.5,432.119,1052.84,206
ProvidenciaExampleScenario.node[8058].veinsmobility,17.5,0,29592.5,29718.5,322.841,872.114,125.5
ProvidenciaExampleScenario.node[8260].veinsmobility,18.3983,6.9,29670,29718.5,171.316,766.259,48
ProvidenciaExampleScenario.node[8161].veinsmobility,16,0,29632.5,29719,226.216,744.207,86
ProvidenciaExampleScenario.node[8271].veinsmobility,19.25,6.9,29672.5,29720,177.656,765.129,47
ProvidenciaExampleScenario.node[7766].veinsmobility,19.2443,0,29483,29721.5,518.115,1162.73,238
ProvidenciaExampleScenario.node[7814].veinsmobility,16.25,0,29505,29722.5,400.042,850.347,217
ProvidenciaExampleScenario.node[7855].veinsmobility,15.2744,0,29518.5,29722.5,390.83,868.12,203.5
ProvidenciaExampleScenario.node[8063].veinsmobility,19.0517,0,29595,29723,341.304,1063.32,127.5
ProvidenciaExampleScenario.node[7731].veinsmobility,16.4317,0,29468,29724,447.323,815.031,255.5
ProvidenciaExampleScenario.node[8011].veinsmobility,17.1027,0,29575.5,29724,331.319,835.589,148
ProvidenciaExampleScenario.node[7872].veinsmobility,19.1339,0,29521,29724,517.697,1560,202.5
ProvidenciaExampleScenario.node[8159].veinsmobility,18.5,0,29632,29724.5,230.633,656.691,92
ProvidenciaExampleScenario.node[7812].veinsmobility,16.25,0,29503,29725,502.982,1602.26,221.5
ProvidenciaExampleScenario.node[8171].veinsmobility,19.25,0,29635.5,29725.5,226.982,675.52,89.5
ProvidenciaExampleScenario.node[7892].veinsmobility,19.25,0,29529.5,29726,481.189,1582.77,196
ProvidenciaExampleScenario.node[7847].veinsmobility,16.5853,0,29517,29726.5,385.133,803.075,209
ProvidenciaExampleScenario.node[8151].veinsmobility,18.4825,0,29629.5,29727,255.4,767.318,97
ProvidenciaExampleScenario.node[7829].veinsmobility,19.4836,-0.488258,29512,29727,533.078,1579.62,214.5
ProvidenciaExampleScenario.node[8117].veinsmobility,21.4003,0,29619,29727.5,271.647,684.197,108
ProvidenciaExampleScenario.node[8071].veinsmobility,16.605,0,29597.5,29728.5,303.404,900.582,130.5
ProvidenciaExampleScenario.node[7860].veinsmobility,18.0799,0,29520,29728.5,503.538,1551.18,208
ProvidenciaExampleScenario.node[8026].veinsmobility,19.2897,0,29581,29729.5,355.896,994.929,148
ProvidenciaExampleScenario.node[8007].veinsmobility,18.0185,0,29574.5,29730,337.843,991.068,155
ProvidenciaExampleScenario.node[8010].veinsmobility,19.4,0,29575.5,29730,422.2,1564.07,154
ProvidenciaExampleScenario.node[8116].veinsmobility,16.5,0,29618.5,29730.5,250.415,789,111.5
ProvidenciaExampleScenario.node[8078].veinsmobility,18.9806,0,29600.5,29731.5,267.268,686.103,130.5
ProvidenciaExampleScenario.node[7960].veinsmobility,15.0693,0,29554,29732.5,323.222,896.913,178
ProvidenciaExampleScenario.node[8077].veinsmobility,16,0,29600,29733.5,298.141,892.294,133
ProvidenciaExampleScenario.node[8140].veinsmobility,18.1066,0,29625,29734.5,228.885,683.376,109
ProvidenciaExampleScenario.node[8108].veinsmobility,16,0,29613.5,29734.5,278.102,894.093,120.5
ProvidenciaExampleScenario.node[8186].veinsmobility,16.25,0,29641.5,29735,214.998,788.136,93
ProvidenciaExampleScenario.node[8165].veinsmobility,15.3958,0,29633.5,29735.5,226.594,800.468,101.5
ProvidenciaExampleScenario.node[8124].veinsmobility,16.2833,0,29620.5,29736,278.371,899.295,115
ProvidenciaExampleScenario.node[8174].veinsmobility,19.4004,0,29637,29737,243.431,681.904,99.5
ProvidenciaExampleScenario.node[8167].veinsmobility,15.2809,0,29635,29737.5,225.23,801.771,102
ProvidenciaExampleScenario.node[7711].veinsmobility,17.25,0,29461.5,29738.5,542.2,1367.23,276.5
ProvidenciaExampleScenario.node[8237].veinsmobility,19.7888,0,29661,29738.5,209.445,684.28,77
ProvidenciaExampleScenario.node[8241].veinsmobility,15.5456,0,29662.5,29739,203.358,790.037,76
ProvidenciaExampleScenario.node[7961].veinsmobility,18.25,0,29555.5,29741.5,388.794,1306.4,185.5
ProvidenciaExampleScenario.node[8257].veinsmobility,16.25,0,29668.5,29741.5,194.609,795.102,72.5
ProvidenciaExampleScenario.node[8173].veinsmobility,16.25,0,29636.5,29742.5,275.26,893.917,105.5
ProvidenciaExampleScenario.node[8222].veinsmobility,16.25,0,29657.5,29743,238.604,869.49,85
ProvidenciaExampleScenario.node[8261].veinsmobility,16.25,2.27425,29670,29744,234.707,872.881,73.5
ProvidenciaExampleScenario.node[8274].veinsmobility,15.8008,2.47577,29673,29744,190.845,803.605,70.5
ProvidenciaExampleScenario.node[8197].veinsmobility,16.9,0,29645.5,29748,240.158,682.489,102
ProvidenciaExampleScenario.node[8285].veinsmobility,15.5,0,29676,29748.5,153.715,473.139,72
ProvidenciaExampleScenario.node[7878].veinsmobility,16.1439,0,29523,29749,432.277,1248.43,225.5
ProvidenciaExampleScenario.node[8318].veinsmobility,16.7,0,29690.5,29749.5,143.91,476.114,58.5
ProvidenciaExampleScenario.node[8018].veinsmobility,16.75,0,29576.5,29749.5,417.499,1119.64,172.5
ProvidenciaExampleScenario.node[8372].veinsmobility,16.5,4,29709.5,29752,134.702,480.445,42
ProvidenciaExampleScenario.node[8236].veinsmobility,16.1597,0,29660.5,29753,263.607,859.376,92
ProvidenciaExampleScenario.node[8065].veinsmobility,18.7,0,29596,29753,392.952,1071.96,156.5
ProvidenciaExampleScenario.node[8006].veinsmobility,17.25,0,29574,29753.5,392.017,1067.66,179
ProvidenciaExampleScenario.node[8301].veinsmobility,16.25,3.43096,29683.5,29754,219.729,948.695,70
ProvidenciaExampleScenario.node[7956].veinsmobility,22.3399,0,29551.5,29754.5,433.035,1062.7,202.5
ProvidenciaExampleScenario.node[7999].veinsmobility,22.5,0,29569.5,29755,510.147,1242.48,185
ProvidenciaExampleScenario.node[8144].veinsmobility,16.25,0,29629,29755,293.656,875.512,125.5
ProvidenciaExampleScenario.node[8249].veinsmobility,16,0,29665.5,29755.5,249.858,861.729,89.5
ProvidenciaExampleScenario.node[8103].veinsmobility,16.6407,0,29611,29755.5,342.455,1085.79,144
ProvidenciaExampleScenario.node[8179].veinsmobility,15.65,0,29638.5,29755.5,291.98,1039.27,116.5
ProvidenciaExampleScenario.node[8118].veinsmobility,22.8078,0,29619,29756,335.809,1061.75,136.5
ProvidenciaExampleScenario.node[8132].veinsmobility,16.25,0,29622.5,29756,325.909,1066.82,133
ProvidenciaExampleScenario.node[8195].veinsmobility,16.463,0,29644.5,29757,308.107,1081.19,112
ProvidenciaExampleScenario.node[8196].veinsmobility,16.4703,0,29645,29758,308.964,1036.63,112.5
ProvidenciaExampleScenario.node[8093].veinsmobility,21.383,0,29607.5,29758.5,335.214,1067.74,150.5
ProvidenciaExampleScenario.node[8203].veinsmobility,15.9731,0,29650,29760,221.457,647.198,109.5
ProvidenciaExampleScenario.node[8111].veinsmobility,16.75,0,29615,29760,232.982,482.505,144.5
ProvidenciaExampleScenario.node[8142].veinsmobility,16.842,0,29627.5,29760,329.61,1108.05,132
ProvidenciaExampleScenario.node[8213].veinsmobility,15.65,0,29653.5,29760,282.856,1120.29,106
ProvidenciaExampleScenario.node[8009].veinsmobility,21.25,0,29574.5,29762,521.448,1253.44,187
ProvidenciaExampleScenario.node[8255].veinsmobility,15.3458,0,29667.5,29762,244.187,895.034,94
ProvidenciaExampleScenario.node[8176].veinsmobility,16.25,0,29637.5,29762.5,228.946,640.204,124.5
ProvidenciaExampleScenario.node[8269].veinsmobility,16.988,0,29671.5,29762.5,259.675,908.121,90.5
ProvidenciaExampleScenario.node[7939].veinsmobility,21.3816,0,29547,29763,421.396,1074.9,215.5
ProvidenciaExampleScenario.node[8152].veinsmobility,15.5,0,29630,29763,228.823,493.57,132.5
ProvidenciaExampleScenario.node[8262].veinsmobility,15.9,0,29670.5,29763.5,193.604,645.685,92.5
ProvidenciaExampleScenario.node[8298].veinsmobility,16.25,0,29682.5,29763.5,257.798,876.07,80.5
ProvidenciaExampleScenario.node[8388].veinsmobility,16.95,5.5,29714.5,29764,176.907,625.828,49
ProvidenciaExampleScenario.node[8308].veinsmobility,15.9676,0,29686,29764,233.9,885.266,77.5
ProvidenciaExampleScenario.node[8193].veinsmobility,17.8113,0,29644,29764.5,274.839,1071.25,120
ProvidenciaExampleScenario.node[8015].veinsmobility,21.0262,0,29576.5,29765,393.412,1071.89,188
ProvidenciaExampleScenario.node[8258].veinsmobility,15.7353,0,29669,29765,197.551,488.309,95.5
ProvidenciaExampleScenario.node[8341].veinsmobility,16.3337,3.02098,29699,29765.5,214.262,862.074,66
ProvidenciaExampleScenario.node[7975].veinsmobility,21.4824,0,29562.5,29767,435.834,1070.83,204
ProvidenciaExampleScenario.node[8234].veinsmobility,14.7168,0,29660.5,29767.5,203.155,490.774,106.5
ProvidenciaExampleScenario.node[8049].veinsmobility,18.5,0,29589,29768,382.635,975.679,178.5
ProvidenciaExampleScenario.node[8292].veinsmobility,15.58,0,29678,29768.5,176.232,491.214,90
ProvidenciaExampleScenario.node[8230].veinsmobility,20.7796,0,29659.5,29769.5,295.549,1083.46,109.5
ProvidenciaExampleScenario.node[8061].veinsmobility,18.3808,0,29594,29769.5,366.226,992.898,175
ProvidenciaExampleScenario.node[8369].veinsmobility,16,3.5,29708.5,29769.5,193.7,856.643,60.5
ProvidenciaExampleScenario.node[8097].veinsmobility,19.0217,0,29609,29770,321.301,973.969,160.5
ProvidenciaExampleScenario.node[7771].veinsmobility,19.75,-5.7454,29485.5,29770,609.505,1363.18,284
ProvidenciaExampleScenario.node[7823].veinsmobility,19.75,0,29510.5,29770,483.447,1109.06,259
ProvidenciaExampleScenario.node[8066].veinsmobility,19.1546,0,29596.5,29770,372.903,989.261,173
ProvidenciaExampleScenario.node[7926].veinsmobility,18.9227,0,29540.5,29770,452.277,1130.07,229
ProvidenciaExampleScenario.node[8003].veinsmobility,17.8622,0,29572,29770.5,412.905,992.016,198
ProvidenciaExampleScenario.node[8067].veinsmobility,20.9954,0,29596.5,29771,373.359,1070.53,174
ProvidenciaExampleScenario.node[8246].veinsmobility,15.5,0,29665,29771.5,196.256,486.455,106
ProvidenciaExampleScenario.node[8105].veinsmobility,19.7005,0,29612.5,29771.5,357.202,991.031,158.5
ProvidenciaExampleScenario.node[8064].veinsmobility,18.7087,0,29595.5,29772,364.088,989.693,176
ProvidenciaExampleScenario.node[8099].veinsmobility,17.4237,0,29609.5,29772.5,336.906,990.233,162.5
ProvidenciaExampleScenario.node[8294].veinsmobility,18.1861,0,29678.5,29772.5,252.013,841.958,93.5
ProvidenciaExampleScenario.node[8286].veinsmobility,15.05,1.44579,29676.5,29773,218.547,880.095,96
ProvidenciaExampleScenario.node[8377].veinsmobility,16.25,3.5,29712,29773,206.086,865.579,60.5
ProvidenciaExampleScenario.node[8280].veinsmobility,16.9,0,29674.5,29773.5,175.073,279.773,98.5
ProvidenciaExampleScenario.node[8106].veinsmobility,20,0,29612.5,29773.5,425.947,1237.33,160.5
ProvidenciaExampleScenario.node[8386].veinsmobility,19.6173,4.79245,29714,29773.5,214.351,854.209,59
ProvidenciaExampleScenario.node[8263].veinsmobility,15.735,0,29670.5,29774,203.421,508.543,103
ProvidenciaExampleScenario.node[8337].veinsmobility,18.4341,0,29696.5,29774,219.57,771.318,77
ProvidenciaExampleScenario.node[7864].veinsmobility,18.1,0,29520,29775,483.929,1324.96,254.5
ProvidenciaExampleScenario.node[7983].veinsmobility,22.0249,0,29565,29775,534.498,1302.99,209.5
ProvidenciaExampleScenario.node[8305].veinsmobility,16.2222,0,29685.5,29775.5,159.633,282.761,89.5
ProvidenciaExampleScenario.node[8131].veinsmobility,18.1056,0,29622.5,29775.5,317.843,975.676,152.5
ProvidenciaExampleScenario.node[8100].veinsmobility,17.7749,0,29610,29775.5,321.403,977.874,165
ProvidenciaExampleScenario.node[8370].veinsmobility,16.75,0,29709,29776,167.939,482.928,66.5
ProvidenciaExampleScenario.node[8401].veinsmobility,16.25,0,29721.5,29776.5,127.326,276.714,54.5
ProvidenciaExampleScenario.node[8042].veinsmobility,21.8988,0,29586,29776.5,479.231,1289.85,190
ProvidenciaExampleScenario.node[8219].veinsmobility,19.4,0,29656,29776.5,294.376,975.514,120
ProvidenciaExampleScenario.node[7947].veinsmobility,21.75,0,29549,29776.5,444.311,912.595,227
ProvidenciaExampleScenario.node[8383].veinsmobility,16.25,0,29713,29776.5,230.347,851.545,63
ProvidenciaExampleScenario.node[8325].veinsmobility,15.65,0,29693.5,29778,147.823,286.512,84
ProvidenciaExampleScenario.node[8379].veinsmobility,16.25,3.77014,29712.5,29778.5,220.885,869.693,65.5
ProvidenciaExampleScenario.node[8243].veinsmobility,18.8158,0,29663,29779,263.953,992.028,115.5
ProvidenciaExampleScenario.node[8128].veinsmobility,23.0742,0,29622,29779.5,451.2,1289.63,157
ProvidenciaExampleScenario.node[8129].veinsmobility,15.3958,0,29622,29779.5,281.359,635.63,157
ProvidenciaExampleScenario.node[8303].veinsmobility,15.8627,0,29685,29779.5,184.984,495.338,94
ProvidenciaExampleScenario.node[7953].veinsmobility,22.0084,0,29551,29780,519.714,1327.12,228.5
ProvidenciaExampleScenario.node[8438].veinsmobility,15.65,0,29740.5,29780.5,104.65,276.579,39.5
ProvidenciaExampleScenario.node[8394].veinsmobility,15.5727,5.5,29717,29780.5,197.86,881.447,63
ProvidenciaExampleScenario.node[8259].veinsmobility,21.25,1.72412,29669.5,29781,376.814,1282.99,111
ProvidenciaExampleScenario.node[8199].veinsmobility,15.4773,0,29648,29781,265.878,619.641,132.5
ProvidenciaExampleScenario.node[8253].veinsmobility,17.9422,0,29667.5,29781.5,262.373,986.696,113.5
ProvidenciaExampleScenario.node[8143].veinsmobility,16.25,0,29628.5,29781.5,273.158,662.57,152.5
ProvidenciaExampleScenario.node[8434].veinsmobility,16.25,4.67254,29738.5,29782.5,127.745,488.291,43.5
ProvidenciaExampleScenario.node[8041].veinsmobility,19.188,0,29585.5,29783,384.203,915.82,197
ProvidenciaExampleScenario.node[8288].veinsmobility,19.1794,0,29677,29784,273.144,973.923,106.5
ProvidenciaExampleScenario.node[8338].veinsmobility,15,0,29697,29784,191.167,619.109,86.5
ProvidenciaExampleScenario.node[8282].veinsmobility,19.1155,0,29675,29784.5,255.694,977.397,109
ProvidenciaExampleScenario.node[8210].veinsmobility,15,0,29653.5,29784.5,243.966,659.618,130.5
ProvidenciaExampleScenario.node[8096].veinsmobility,19.0228,0,29608.5,29785.5,389.593,925.675,176.5
ProvidenciaExampleScenario.node[8339].veinsmobility,15.5687,1.25297,29697.5,29785.5,195.513,634.576,87.5
ProvidenciaExampleScenario.node[8204].veinsmobility,15.1385,0,29650,29786,246.65,671.899,135.5
ProvidenciaExampleScenario.node[8439].veinsmobility,15.5,5.9,29743,29786,119.618,492.894,42.5
ProvidenciaExampleScenario.node[8391].veinsmobility,15.9816,0,29715.5,29787,167.001,338.362,71
ProvidenciaExampleScenario.node[8293].veinsmobility,19.1313,0,29678,29787.5,262.459,979.66,109
ProvidenciaExampleScenario.node[8314].veinsmobility,16.25,0,29689,29788,207.871,663.682,98.5
ProvidenciaExampleScenario.node[7727].veinsmobility,16.25,0,29467,29788.5,665.643,1872.92,321
ProvidenciaExampleScenario.node[8101].veinsmobility,18.2994,0,29610,29788.5,357.637,911.084,178
ProvidenciaExampleScenario.node[8404].veinsmobility,15,1.2174,29724,29788.5,171.228,618.863,64
ProvidenciaExampleScenario.node[8295].veinsmobility,19.4,0,29679,29789.5,284.623,978.33,110
ProvidenciaExampleScenario.node[8412].veinsmobility,16.7434,1.53352,29727,29790,176.073,625.082,62.5
ProvidenciaExampleScenario.node[7724].veinsmobility,16.3454,0,29466.5,29790.5,648.214,1857.86,323.5
ProvidenciaExampleScenario.node[7910].veinsmobility,15.5,0,29537,29792.5,539.199,1464.51,255
ProvidenciaExampleScenario.node[7883].veinsmobility,23.5,0,29525,29793,676.698,1629.71,267.5
ProvidenciaExampleScenario.node[8283].veinsmobility,20.6493,0,29675.5,29793,294.378,768.583,117
ProvidenciaExampleScenario.node[8201].veinsmobility,14.6059,0,29649,29793.5,235.904,623.662,144
ProvidenciaExampleScenario.node[7786].veinsmobility,17.1036,0,29490.5,29794,640.571,1849.25,303
ProvidenciaExampleScenario.node[8306].veinsmobility,19.6862,0,29685.5,29794,260.304,764.742,108
ProvidenciaExampleScenario.node[7637].veinsmobility,16.4817,0,29436,29794.5,688.507,1846.79,358
ProvidenciaExampleScenario.node[8035].veinsmobility,20.5581,0,29584.5,29794.5,524.931,1614.15,209.5
ProvidenciaExampleScenario.node[8407].veinsmobility,14.4593,1.77997,29725.5,29795,165.389,631.486,69
ProvidenciaExampleScenario.node[8275].veinsmobility,18.8109,0,29673,29795,274.467,787.301,121.5
ProvidenciaExampleScenario.node[7843].veinsmobility,16.6484,0,29516.5,29796,611.399,1860.72,279
ProvidenciaExampleScenario.node[7899].veinsmobility,15.7886,0,29534.5,29796,574.508,1847.62,261
ProvidenciaExampleScenario.node[8354].veinsmobility,19.6481,0,29701.5,29796,244.937,782.348,94
ProvidenciaExampleScenario.node[8316].veinsmobility,19.25,0,29689.5,29796,250.598,771.945,106
ProvidenciaExampleScenario.node[8013].veinsmobility,21.3889,0,29576,29796,560.399,1634.59,219.5
ProvidenciaExampleScenario.node[8322].veinsmobility,18.0475,0,29693,29796.5,234.262,766.722,103
ProvidenciaExampleScenario.node[8185].veinsmobility,14.4,0,29640,29797.5,285.228,677.244,157
ProvidenciaExampleScenario.node[7980].veinsmobility,16.1141,0,29564.5,29798,500.901,1468.36,233
ProvidenciaExampleScenario.node[8335].veinsmobility,17.6199,0,29696.5,29798.5,228.803,764.772,101.5
ProvidenciaExampleScenario.node[8332].veinsmobility,18,0,29696,29799,224.198,769.789,102.5
ProvidenciaExampleScenario.node[8381].veinsmobility,19.25,0,29713,29799,219.611,766.533,85.5
ProvidenciaExampleScenario.node[8431].veinsmobility,16,3.5,29736.5,29799,197.911,864.749,62
ProvidenciaExampleScenario.node[7831].veinsmobility,16.5016,0,29512.5,29799.5,596.624,1865.45,286.5
ProvidenciaExampleScenario.node[8223].veinsmobility,19.5,0,29658,29799.5,362.93,1410.8,141
ProvidenciaExampleScenario.node[8358].veinsmobility,17.9501,0,29703,29800,212.435,749.765,96.5
ProvidenciaExampleScenario.node[8436].veinsmobility,18.8154,2.49863,29739.5,29800.5,193.383,763.869,60.5
ProvidenciaExampleScenario.node[8342].veinsmobility,17.584,0,29699.5,29800.5,236.113,772.176,100.5
ProvidenciaExampleScenario.node[8384].veinsmobility,17.9675,0,29713.5,29802.5,215.714,774.011,88.5
ProvidenciaExampleScenario.node[8069].veinsmobility,19.25,-0.21734,29597.5,29802.5,447.314,1297.77,204.5
ProvidenciaExampleScenario.node[8409].veinsmobility,18,0,29726.5,29802.5,207.191,764.528,75.5
ProvidenciaExampleScenario.node[8417].veinsmobility,18.3806,0,29728.5,29803.5,198.474,776.358,74.5
ProvidenciaExampleScenario.node[8426].veinsmobility,18,0,29735,29804.5,201.563,770.264,69
ProvidenciaExampleScenario.node[8347].veinsmobility,12.15,0,29700,29805.5,212.566,680.663,105
ProvidenciaExampleScenario.node[8424].veinsmobility,17.9977,2.27934,29734,29805.5,182.168,768.447,71
ProvidenciaExampleScenario.node[8039].veinsmobility,19.75,0,29585.5,29806,502.412,1653.81,220
ProvidenciaExampleScenario.node[8073].veinsmobility,19.25,0,29598,29806.5,474.417,1315.17,208
ProvidenciaExampleScenario.node[8442].veinsmobility,18,5.72416,29743.5,29806.5,177.048,771.051,62.5
ProvidenciaExampleScenario.node[8440].veinsmobility,15.0563,3.5,29743,29806.5,192.504,861.194,63
ProvidenciaExampleScenario.node[8238].veinsmobility,20.2637,0,29661.5,29810.5,425.679,1312.73,148.5
ProvidenciaExampleScenario.node[8090].veinsmobility,17.2512,0,29603.5,29810.5,437.53,1313.45,206.5
ProvidenciaExampleScenario.node[8480].veinsmobility,18,6.9,29762.5,29810.5,171.276,770.652,47.5
ProvidenciaExampleScenario.node[8333].veinsmobility,18.6801,0,29696,29812,289.351,978.507,115.5
ProvidenciaExampleScenario.node[8399].veinsmobility,17.0315,0,29721,29812,235.048,746.471,90.5
ProvidenciaExampleScenario.node[8494].veinsmobility,20.1552,6.9,29767,29812,185.831,756.437,44.5
ProvidenciaExampleScenario.node[8134].veinsmobility,17.684,0,29623.5,29812,424.956,1297.28,188
ProvidenciaExampleScenario.node[8489].veinsmobility,19.2852,6.9,29765.5,29812.5,184.081,771.588,46.5
ProvidenciaExampleScenario.node[8247].veinsmobility,19.25,0,29665,29813.5,384.957,1308.15,148
ProvidenciaExampleScenario.node[8206].veinsmobility,18.5398,0,29650.5,29813.5,388.758,1299.98,162.5
ProvidenciaExampleScenario.node[8336].veinsmobility,19.4,0,29696.5,29814,284.131,978.522,117
ProvidenciaExampleScenario.node[8212].veinsmobility,18.627,0,29653.5,29815,398.424,1308.7,161
ProvidenciaExampleScenario.node[8492].veinsmobility,19.25,5.53349,29766,29815.5,185.672,782.191,49
