Module,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_maxSpeed,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_minSpeed,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_startTime,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_stopTime,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalDistance,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalTime
ProvidenciaExampleScenario.node[97].veinsmobility,20,-5.79755,27028.5,27204,453.414,1061.93,175
ProvidenciaExampleScenario.node[341].veinsmobility,16.75,-0.556442,27107.5,27204,277.528,1018.38,96
ProvidenciaExampleScenario.node[284].veinsmobility,15.7353,0,27089,27205,217.616,486.255,115.5
ProvidenciaExampleScenario.node[207].veinsmobility,19.25,0,27064,27205.5,325.996,994.571,141
ProvidenciaExampleScenario.node[95].veinsmobility,18.7145,0,27027.5,27206,449.918,1562.79,178
ProvidenciaExampleScenario.node[319].veinsmobility,16.75,0,27100.5,27207,230.519,692.808,106
ProvidenciaExampleScenario.node[48].veinsmobility,18.4923,0,27015.5,27207,499.411,1560.43,191
ProvidenciaExampleScenario.node[478].veinsmobility,17.0039,6.9,27147.5,27207,189.802,856.311,59
ProvidenciaExampleScenario.node[175].veinsmobility,15.6658,0,27053.5,27207.5,278.124,640.187,153.5
ProvidenciaExampleScenario.node[192].veinsmobility,15.65,0,27057.5,27207.5,269.167,648.413,149.5
ProvidenciaExampleScenario.node[267].veinsmobility,19.2453,0,27084.5,27207.5,305.329,991.746,122.5
ProvidenciaExampleScenario.node[90].veinsmobility,19.4,0,27026.5,27207.5,492.105,1554.26,180.5
ProvidenciaExampleScenario.node[479].veinsmobility,16.085,0,27148,27208,142.335,497.309,59.5
ProvidenciaExampleScenario.node[132].veinsmobility,19.4,0,27037.5,27208,459.528,1571.31,170
ProvidenciaExampleScenario.node[240].veinsmobility,16.4712,0,27077.5,27209,254.486,640.541,131
ProvidenciaExampleScenario.node[251].veinsmobility,15.85,-2.31271,27080,27209,251.329,640.616,128.5
ProvidenciaExampleScenario.node[235].veinsmobility,15.6333,0,27076,27209,280.997,872.533,132.5
ProvidenciaExampleScenario.node[200].veinsmobility,16.1152,0,27061,27209.5,270.667,641.123,148
ProvidenciaExampleScenario.node[221].veinsmobility,15.0239,0,27070,27209.5,293.829,910.385,139
ProvidenciaExampleScenario.node[355].veinsmobility,15.8842,0,27110,27210,227.595,633.122,99.5
ProvidenciaExampleScenario.node[66].veinsmobility,19.1056,0,27020.5,27210.5,444.561,1051.75,189.5
ProvidenciaExampleScenario.node[8].veinsmobility,18.8757,0,27003.5,27210.5,506.367,1743.44,206.5
ProvidenciaExampleScenario.node[353].veinsmobility,18,0,27109.5,27210.5,271.661,994.293,100.5
ProvidenciaExampleScenario.node[293].veinsmobility,15.85,0,27093,27211,238.881,640.931,117.5
ProvidenciaExampleScenario.node[318].veinsmobility,16.25,0,27100.5,27211,226.993,634.22,110
ProvidenciaExampleScenario.node[180].veinsmobility,19.4,0,27054.5,27211.5,429.504,1576.52,156.5
ProvidenciaExampleScenario.node[220].veinsmobility,20.0867,0,27070,27211.5,422.717,1564.57,141
ProvidenciaExampleScenario.node[427].veinsmobility,15.4383,4.78075,27130.5,27213,235.131,1087.74,82
ProvidenciaExampleScenario.node[383].veinsmobility,16.25,0,27119.5,27213,275.75,892.349,93
ProvidenciaExampleScenario.node[274].veinsmobility,17.1,0,27086,27213,276.201,1033.88,126.5
ProvidenciaExampleScenario.node[128].veinsmobility,17.7554,0,27037,27213.5,400.739,1050.51,176
ProvidenciaExampleScenario.node[362].veinsmobility,16.25,0,27113,27213.5,219.17,653.234,100
ProvidenciaExampleScenario.node[404].veinsmobility,15,0,27124.5,27215,205.208,655.556,90
ProvidenciaExampleScenario.node[171].veinsmobility,16.1597,0,27052.5,27215,314.955,992.287,162
ProvidenciaExampleScenario.node[104].veinsmobility,22.5,0,27030,27216,474.452,1501.54,185.5
ProvidenciaExampleScenario.node[328].veinsmobility,16.25,0,27103.5,27216,240.661,650.302,112
ProvidenciaExampleScenario.node[310].veinsmobility,16.25,0,27098,27216.5,280.118,1035.21,118
ProvidenciaExampleScenario.node[13].veinsmobility,15.65,0,27004.5,27217,456.224,1484.84,212
ProvidenciaExampleScenario.node[352].veinsmobility,17.9498,0,27109.5,27217.5,301.439,1048.65,107.5
ProvidenciaExampleScenario.node[336].veinsmobility,15.6979,0,27106.5,27218,229.372,658.504,111
ProvidenciaExampleScenario.node[412].veinsmobility,15.65,0,27126.5,27218,216.974,633.655,91
ProvidenciaExampleScenario.node[350].veinsmobility,17.5007,1.55297,27109,27218.5,296.433,1062.63,109
ProvidenciaExampleScenario.node[367].veinsmobility,17.2207,0,27115,27218.5,294.433,996.358,103
ProvidenciaExampleScenario.node[170].veinsmobility,22.5,-0.0756235,27052,27221,437.922,1298.16,168.5
ProvidenciaExampleScenario.node[317].veinsmobility,16,0,27100,27221.5,255.258,754.182,121
ProvidenciaExampleScenario.node[398].veinsmobility,15,0,27122.5,27221.5,228.908,639.695,98.5
ProvidenciaExampleScenario.node[109].veinsmobility,18.25,0,27031.5,27222,422.694,1501.39,190
ProvidenciaExampleScenario.node[425].veinsmobility,16.6648,3.25424,27130,27222,259.216,999.616,91.5
ProvidenciaExampleScenario.node[390].veinsmobility,14.15,0,27120,27222.5,221.13,675.572,102
ProvidenciaExampleScenario.node[418].veinsmobility,16.25,0,27128,27222.5,219.69,654.841,94
ProvidenciaExampleScenario.node[301].veinsmobility,16.3006,0,27094.5,27223,287.997,773.417,128
ProvidenciaExampleScenario.node[368].veinsmobility,16.2082,0,27115,27223.5,232.287,702.904,108
ProvidenciaExampleScenario.node[498].veinsmobility,15.6711,4.17112,27156,27223.5,202.994,870.679,67
ProvidenciaExampleScenario.node[144].veinsmobility,21.5901,0,27041.5,27224,432.697,1292.05,182
ProvidenciaExampleScenario.node[199].veinsmobility,16.75,0,27060,27224,381.425,971.935,163.5
ProvidenciaExampleScenario.node[536].veinsmobility,16.25,3.93643,27167.5,27224.5,170.679,636.43,56.5
ProvidenciaExampleScenario.node[186].veinsmobility,23.3204,0,27057,27225,444.51,1304.8,167.5
ProvidenciaExampleScenario.node[385].veinsmobility,16.2483,0,27120,27227,230.874,679.801,106.5
ProvidenciaExampleScenario.node[468].veinsmobility,16.25,0,27144,27228,151.467,272.399,83.5
ProvidenciaExampleScenario.node[339].veinsmobility,15.65,0,27107.5,27229,265.04,991.535,121
ProvidenciaExampleScenario.node[296].veinsmobility,16.6039,0,27093.5,27229.5,331.815,966.797,135.5
ProvidenciaExampleScenario.node[409].veinsmobility,16,0,27126,27229.5,260.96,752.289,103
ProvidenciaExampleScenario.node[111].veinsmobility,21.5293,0,27031.5,27231.5,426.286,1148.62,199.5
ProvidenciaExampleScenario.node[527].veinsmobility,16.284,2.4029,27165.5,27231.5,182.324,674.571,65.5
ProvidenciaExampleScenario.node[254].veinsmobility,16.25,0,27080.5,27232.5,351.792,965.139,151.5
ProvidenciaExampleScenario.node[455].veinsmobility,16.4283,0,27140,27233,264.314,857.761,92.5
ProvidenciaExampleScenario.node[462].veinsmobility,15.2841,0,27141.5,27233.5,250.05,887.066,91.5
ProvidenciaExampleScenario.node[188].veinsmobility,16,0,27057,27233.5,379.637,1079.85,176
ProvidenciaExampleScenario.node[572].veinsmobility,16.25,5.79779,27177.5,27234,163.476,674.887,56
ProvidenciaExampleScenario.node[145].veinsmobility,22.1277,0,27042,27234.5,422.918,1044.76,192
ProvidenciaExampleScenario.node[332].veinsmobility,17.8606,0,27105,27235,347.273,1039.95,129.5
ProvidenciaExampleScenario.node[184].veinsmobility,21.0893,0,27056,27235.5,388.58,1071.1,179
ProvidenciaExampleScenario.node[195].veinsmobility,15.1831,0,27059.5,27235.5,371.876,1114.27,175.5
ProvidenciaExampleScenario.node[306].veinsmobility,15.65,0,27095,27236,324.9,1066.96,140.5
ProvidenciaExampleScenario.node[264].veinsmobility,16.25,-1.69665,27083.5,27236,355.261,1119.82,152
ProvidenciaExampleScenario.node[215].veinsmobility,17.5511,0,27069,27236.5,481.396,1742.4,167
ProvidenciaExampleScenario.node[214].veinsmobility,15,0,27068.5,27236.5,368.746,964.009,167.5
ProvidenciaExampleScenario.node[239].veinsmobility,21.4118,0,27077.5,27237,353.517,1060.06,159
ProvidenciaExampleScenario.node[183].veinsmobility,16,0,27055.5,27237,406.512,1039.67,181
ProvidenciaExampleScenario.node[210].veinsmobility,15.0444,0,27065.5,27237.5,394.715,1112.71,171.5
ProvidenciaExampleScenario.node[133].veinsmobility,21.5,0,27038,27238,451.374,1066.12,199.5
ProvidenciaExampleScenario.node[324].veinsmobility,21.5102,0,27103,27238,339.863,1071.37,134.5
ProvidenciaExampleScenario.node[424].veinsmobility,16.5667,0,27129.5,27238,306.632,1110.13,108
ProvidenciaExampleScenario.node[314].veinsmobility,21.448,0,27099,27238.5,336.427,1069.01,139
ProvidenciaExampleScenario.node[209].veinsmobility,22.25,0,27065,27239.5,394.183,1064.03,174
ProvidenciaExampleScenario.node[458].veinsmobility,18.239,0,27140.5,27239.5,309.334,1070.56,98.5
ProvidenciaExampleScenario.node[400].veinsmobility,21.4676,0,27123.5,27240,313.453,1073,116
ProvidenciaExampleScenario.node[394].veinsmobility,22.6826,0,27121.5,27241,334.941,1069.97,119
ProvidenciaExampleScenario.node[150].veinsmobility,22.5,0,27044,27241,534.591,1614.96,196.5
ProvidenciaExampleScenario.node[612].veinsmobility,16.25,6.9,27186.5,27241.5,162.617,696.826,54.5
ProvidenciaExampleScenario.node[269].veinsmobility,16.25,0,27084.5,27241.5,351.752,1063.02,156.5
ProvidenciaExampleScenario.node[521].veinsmobility,16.5598,0,27163,27241.5,244.838,871.873,78
ProvidenciaExampleScenario.node[449].veinsmobility,21.2824,0,27138.5,27242,281.056,1066.41,103
ProvidenciaExampleScenario.node[325].veinsmobility,16.4568,0,27103,27242,286.642,1032.4,138.5
ProvidenciaExampleScenario.node[460].veinsmobility,21.6098,0,27141.5,27243,292.839,1064.77,101
ProvidenciaExampleScenario.node[568].veinsmobility,16.2798,3.5,27176,27244,218.758,909.624,67.5
ProvidenciaExampleScenario.node[500].veinsmobility,15,0,27156.5,27244,242.004,867.098,87
ProvidenciaExampleScenario.node[34].veinsmobility,16.25,0,27011.5,27244.5,533.897,1967.98,232.5
ProvidenciaExampleScenario.node[761].veinsmobility,15.311,6.9,27235.5,27245,38.1307,106.555,9
ProvidenciaExampleScenario.node[96].veinsmobility,16,0,27028,27245,445.34,1328.55,216.5
ProvidenciaExampleScenario.node[423].veinsmobility,16.5,3.8454,27129.5,27245,367.419,1553.25,115
ProvidenciaExampleScenario.node[517].veinsmobility,16.25,0,27161,27245,243.836,873.235,83.5
ProvidenciaExampleScenario.node[21].veinsmobility,17.1,0,27008,27246,549.612,1991.6,237.5
ProvidenciaExampleScenario.node[557].veinsmobility,15.92,1.29753,27172,27246,236.803,882.186,73.5
ProvidenciaExampleScenario.node[156].veinsmobility,19.75,0,27046.5,27246.5,439.554,1094.7,199.5
ProvidenciaExampleScenario.node[173].veinsmobility,17.25,0,27052.5,27246.5,413.52,1112.76,193.5
ProvidenciaExampleScenario.node[313].veinsmobility,16.6156,0,27098.5,27246.5,356.612,1120.86,147.5
ProvidenciaExampleScenario.node[470].veinsmobility,17.3203,0,27144,27247,328.392,1207.25,102.5
ProvidenciaExampleScenario.node[291].veinsmobility,18,0,27091.5,27247.5,336.019,981.64,155.5
ProvidenciaExampleScenario.node[197].veinsmobility,16.25,0,27059.5,27248.5,435.732,1216.34,188.5
ProvidenciaExampleScenario.node[440].veinsmobility,16.25,0,27136,27248.5,250.839,1033.97,112
ProvidenciaExampleScenario.node[502].veinsmobility,15.81,0,27156.5,27249,214.297,667.387,92
ProvidenciaExampleScenario.node[164].veinsmobility,15.7218,0,27050.5,27249.5,410.792,1326.74,198.5
ProvidenciaExampleScenario.node[419].veinsmobility,19.25,0,27128.5,27249.5,284.604,981.73,120.5
ProvidenciaExampleScenario.node[519].veinsmobility,19.4,0,27162,27249.5,259.607,973.177,87
ProvidenciaExampleScenario.node[633].veinsmobility,16.4568,0,27194.5,27250,143.898,453.358,55
ProvidenciaExampleScenario.node[2].veinsmobility,19.75,0,27001,27250,596.858,1694.33,248.5
ProvidenciaExampleScenario.node[508].veinsmobility,19.75,0,27157.5,27250,266.629,786.791,92
ProvidenciaExampleScenario.node[112].veinsmobility,19.75,0,27032,27250,442.495,1128.76,217.5
ProvidenciaExampleScenario.node[386].veinsmobility,18.5,0,27120,27250,296.293,770.415,129.5
ProvidenciaExampleScenario.node[289].veinsmobility,19.0721,0,27091,27250.5,384.176,1112.99,159
ProvidenciaExampleScenario.node[271].veinsmobility,18.5,0,27085,27250.5,340.068,774.895,165
ProvidenciaExampleScenario.node[526].veinsmobility,16.6224,4.23286,27165,27251,283.679,1170.53,85.5
ProvidenciaExampleScenario.node[89].veinsmobility,15.6524,0,27026.5,27251,575.261,1852.96,224
ProvidenciaExampleScenario.node[428].veinsmobility,16.4993,2.56955,27130.5,27251.5,352.405,1430.59,120.5
ProvidenciaExampleScenario.node[377].veinsmobility,15.2008,0,27117.5,27251.5,313.359,1189.81,133.5
ProvidenciaExampleScenario.node[405].veinsmobility,17.6213,0,27124.5,27252,328.678,1103.44,127
ProvidenciaExampleScenario.node[434].veinsmobility,19.1299,0,27133.5,27252,318.351,1140.53,118
ProvidenciaExampleScenario.node[408].veinsmobility,19.0231,0,27126,27252,296.627,990.644,125.5
ProvidenciaExampleScenario.node[417].veinsmobility,18.6268,0,27128,27252,297.259,996.294,123.5
ProvidenciaExampleScenario.node[530].veinsmobility,16.25,0,27166.5,27253.5,159.871,283.331,86.5
ProvidenciaExampleScenario.node[488].veinsmobility,16.9,0,27150.5,27253.5,181.178,282.84,102.5
ProvidenciaExampleScenario.node[160].veinsmobility,21.25,0,27047.5,27254.5,455.61,1117.7,206.5
ProvidenciaExampleScenario.node[222].veinsmobility,22.5,0,27070.5,27254.5,488.711,1287.24,183.5
ProvidenciaExampleScenario.node[142].veinsmobility,22.5,0,27041,27254.5,560.428,1408.72,213
ProvidenciaExampleScenario.node[86].veinsmobility,23.75,0,27025.5,27254.5,597.498,1409.01,228.5
ProvidenciaExampleScenario.node[532].veinsmobility,16.25,0,27167,27255,171.08,292.371,87.5
ProvidenciaExampleScenario.node[523].veinsmobility,18.15,1.081,27164.5,27255.5,232.6,986.01,90.5
ProvidenciaExampleScenario.node[292].veinsmobility,22.5,0,27092.5,27256,438.843,1287.88,163
ProvidenciaExampleScenario.node[151].veinsmobility,22.6579,0,27044,27256.5,556.898,1421.7,212
ProvidenciaExampleScenario.node[364].veinsmobility,21.75,0,27113.5,27256.5,352.31,915.855,142.5
ProvidenciaExampleScenario.node[640].veinsmobility,16.25,0,27197,27257,137.605,290.509,59.5
ProvidenciaExampleScenario.node[650].veinsmobility,17.5,3.5,27199.5,27257.5,218.968,855.382,57.5
ProvidenciaExampleScenario.node[149].veinsmobility,16.75,0,27043.5,27258,500.759,1548.89,214
ProvidenciaExampleScenario.node[681].veinsmobility,16.25,0,27210,27258.5,170.589,494.202,48
ProvidenciaExampleScenario.node[397].veinsmobility,19,0,27122,27259.5,333.383,905.978,137
ProvidenciaExampleScenario.node[395].veinsmobility,16.25,0,27121.5,27259.5,262.109,625.472,137.5
ProvidenciaExampleScenario.node[727].veinsmobility,16.25,1.44138,27225,27260,100.383,281.975,34.5
ProvidenciaExampleScenario.node[554].veinsmobility,15,0,27171,27260,194.812,625.182,88.5
ProvidenciaExampleScenario.node[139].veinsmobility,21.7188,0,27039.5,27260.5,518.109,1292.97,220.5
ProvidenciaExampleScenario.node[768].veinsmobility,16.9,6.9,27237.5,27261.5,97.6576,277.618,23.5
ProvidenciaExampleScenario.node[501].veinsmobility,18.8335,0,27156.5,27261.5,291.249,910.347,104.5
ProvidenciaExampleScenario.node[382].veinsmobility,16.25,0,27119.5,27261.5,259.718,629.18,141.5
ProvidenciaExampleScenario.node[599].veinsmobility,14.9926,0,27182,27261.5,194.002,622.766,79
ProvidenciaExampleScenario.node[764].veinsmobility,15.65,6.9,27236.5,27262,96.9428,283.183,25
ProvidenciaExampleScenario.node[340].veinsmobility,15.65,0,27107.5,27262,275.868,659.504,154
ProvidenciaExampleScenario.node[407].veinsmobility,20,0,27125,27263,353.478,913.037,137.5
ProvidenciaExampleScenario.node[679].veinsmobility,16.25,3.44341,27209.5,27263,166.044,620.503,53
ProvidenciaExampleScenario.node[494].veinsmobility,16.3426,0,27152.5,27263,274.259,1047.51,110
ProvidenciaExampleScenario.node[608].veinsmobility,16.25,0,27184.5,27263.5,185.645,625.803,78.5
ProvidenciaExampleScenario.node[369].veinsmobility,16.1173,0,27115.5,27263.5,279.277,666.103,147.5
ProvidenciaExampleScenario.node[477].veinsmobility,16.25,0,27147,27263.5,257.393,795.771,116
ProvidenciaExampleScenario.node[323].veinsmobility,16.4708,0,27102,27264,343.38,824.271,161.5
ProvidenciaExampleScenario.node[448].veinsmobility,21.2188,0,27138.5,27264,380.537,1279.86,125
ProvidenciaExampleScenario.node[836].veinsmobility,15.65,6.9,27255.5,27264.5,36.888,104.681,8.5
ProvidenciaExampleScenario.node[231].veinsmobility,21.2523,0,27074.5,27265,459.63,1300.94,190
ProvidenciaExampleScenario.node[429].veinsmobility,19.3202,0,27131.5,27265,348.845,1360.64,133
ProvidenciaExampleScenario.node[537].veinsmobility,16.4118,1.27635,27167.5,27265.5,270.865,1032.44,97.5
ProvidenciaExampleScenario.node[351].veinsmobility,21.3461,0,27109,27268,438.681,1248.48,158.5
ProvidenciaExampleScenario.node[129].veinsmobility,16.25,0,27037,27268,525.877,1470.36,230.5
ProvidenciaExampleScenario.node[229].veinsmobility,16.25,0,27073,27268,467.319,1465.61,194.5
ProvidenciaExampleScenario.node[666].veinsmobility,15.0988,3.5,27205.5,27268,189.1,859.11,62
ProvidenciaExampleScenario.node[406].veinsmobility,15.85,0,27125,27269,286.706,805.385,143.5
ProvidenciaExampleScenario.node[279].veinsmobility,16.25,0,27088,27269.5,464.54,1464.52,181
ProvidenciaExampleScenario.node[520].veinsmobility,15.6759,0,27163,27269.5,231.25,869.146,106
ProvidenciaExampleScenario.node[211].veinsmobility,23.5,0,27067.5,27270.5,505.844,1296.74,202.5
ProvidenciaExampleScenario.node[344].veinsmobility,15.5,0,27108,27270.5,412.978,1468.19,162
ProvidenciaExampleScenario.node[421].veinsmobility,16.9,0,27129.5,27271,397.866,1452.49,141
ProvidenciaExampleScenario.node[115].veinsmobility,17.0846,-2.56219,27033,27271.5,607.374,1852.41,238
ProvidenciaExampleScenario.node[203].veinsmobility,22.2617,0,27062.5,27272.5,501.152,1298.96,209.5
ProvidenciaExampleScenario.node[148].veinsmobility,16.25,0,27043.5,27273.5,527.576,1847.57,229.5
ProvidenciaExampleScenario.node[158].veinsmobility,19.4954,-0.53927,27047,27273.5,490.442,1419.36,226
ProvidenciaExampleScenario.node[534].veinsmobility,19.25,0,27167,27273.5,248.955,762.979,106
ProvidenciaExampleScenario.node[546].veinsmobility,15.4039,0,27169,27273.5,214.534,879.39,104
ProvidenciaExampleScenario.node[295].veinsmobility,15.65,0,27093.5,27274,314.212,948.548,180
ProvidenciaExampleScenario.node[80].veinsmobility,16.25,0,27024.5,27274,563.095,1849.65,249
ProvidenciaExampleScenario.node[512].veinsmobility,19.3201,0,27159.5,27274,271.908,769.113,114
ProvidenciaExampleScenario.node[299].veinsmobility,21.5467,0,27094,27274.5,435.313,1307.78,180
ProvidenciaExampleScenario.node[178].veinsmobility,18.5,0,27054,27275,446.963,1086.17,220.5
ProvidenciaExampleScenario.node[570].veinsmobility,18.7095,0,27177,27275,239.048,763.203,97.5
ProvidenciaExampleScenario.node[550].veinsmobility,15.65,0,27170,27275,228.087,874.118,104.5
ProvidenciaExampleScenario.node[243].veinsmobility,16.7265,0,27078,27275.5,487.844,1856.43,197
ProvidenciaExampleScenario.node[126].veinsmobility,16.25,0,27036,27275.5,534.085,1861.81,239
ProvidenciaExampleScenario.node[518].veinsmobility,18.8484,0,27162,27275.5,257.426,781.022,113
ProvidenciaExampleScenario.node[391].veinsmobility,21.2385,0,27120.5,27276,368.857,1301.44,155
ProvidenciaExampleScenario.node[177].veinsmobility,18.6473,0,27054,27276.5,475.723,1415,222
ProvidenciaExampleScenario.node[510].veinsmobility,18.7261,0,27158.5,27276.5,264.466,771.502,117.5
ProvidenciaExampleScenario.node[698].veinsmobility,16.4362,3.5,27216.5,27276.5,203.504,863.861,59.5
ProvidenciaExampleScenario.node[233].veinsmobility,17.1357,0,27075.5,27277,522.011,1846.97,201
ProvidenciaExampleScenario.node[634].veinsmobility,18.8675,0,27195,27277,222.359,764.466,81.5
ProvidenciaExampleScenario.node[561].veinsmobility,18.8603,0,27173,27277,242.19,775.302,103.5
ProvidenciaExampleScenario.node[298].veinsmobility,15.8708,0,27094,27277.5,333.113,890.377,183
ProvidenciaExampleScenario.node[627].veinsmobility,18.7709,0,27192,27277.5,205.116,765.208,85
ProvidenciaExampleScenario.node[713].veinsmobility,16.75,0,27221.5,27278,151.691,480.393,56
ProvidenciaExampleScenario.node[461].veinsmobility,16.25,0,27141.5,27278,302.681,689.869,136
ProvidenciaExampleScenario.node[459].veinsmobility,16.25,0,27141,27278,310.962,689.788,136.5
ProvidenciaExampleScenario.node[616].veinsmobility,19.6,0,27188,27278,190.49,325.223,89.5
ProvidenciaExampleScenario.node[451].veinsmobility,22.0312,0,27139,27278,374.248,1302.21,138.5
ProvidenciaExampleScenario.node[118].veinsmobility,15.9332,0,27033.5,27278,553.014,1851.54,244
ProvidenciaExampleScenario.node[456].veinsmobility,15.65,0,27140.5,27279,269.061,883.266,138
ProvidenciaExampleScenario.node[250].veinsmobility,16.4,0,27080,27279,507.311,1850.07,198.5
ProvidenciaExampleScenario.node[677].veinsmobility,18.4562,1.81926,27208.5,27279,191.86,768.679,70
ProvidenciaExampleScenario.node[597].veinsmobility,19.2527,0,27181.5,27279,229.394,764.313,97
ProvidenciaExampleScenario.node[475].veinsmobility,16.9,-2.16029,27146,27279.5,297.479,698.875,133
ProvidenciaExampleScenario.node[320].veinsmobility,16.25,0,27101.5,27279.5,476.707,1864.94,177.5
ProvidenciaExampleScenario.node[553].veinsmobility,18,0,27170.5,27279.5,234.358,764.252,108.5
ProvidenciaExampleScenario.node[748].veinsmobility,15.5,0,27231.5,27280,141.015,482.3,48
ProvidenciaExampleScenario.node[485].veinsmobility,15.8277,0,27150,27280,278.667,690.811,129.5
ProvidenciaExampleScenario.node[897].veinsmobility,15.65,6.9,27271,27280,36.9088,104.981,8.5
ProvidenciaExampleScenario.node[503].veinsmobility,16.05,0,27157,27281,244.577,885.333,123.5
ProvidenciaExampleScenario.node[316].veinsmobility,16.25,0,27100,27281,472.852,1850.65,180.5
ProvidenciaExampleScenario.node[648].veinsmobility,19.25,0,27199,27281,225.597,765.888,81.5
ProvidenciaExampleScenario.node[589].veinsmobility,18.8761,0,27180.5,27281,238.855,764.395,100
ProvidenciaExampleScenario.node[593].veinsmobility,19.25,0,27181,27281,233.152,784.435,99.5
ProvidenciaExampleScenario.node[622].veinsmobility,19.6676,0,27190.5,27281.5,245.068,776.407,90.5
ProvidenciaExampleScenario.node[533].veinsmobility,15.8577,0,27167,27282,235.257,695.389,114.5
ProvidenciaExampleScenario.node[642].veinsmobility,15.9,0,27197,27282,164.179,336.513,84.5
ProvidenciaExampleScenario.node[335].veinsmobility,15.65,-0.673777,27106.5,27282,456.974,1851.36,175
ProvidenciaExampleScenario.node[309].veinsmobility,19.25,-1.21286,27098,27282,431.418,1409.7,183.5
ProvidenciaExampleScenario.node[665].veinsmobility,19.6839,0,27205.5,27282,213.567,766.365,76
ProvidenciaExampleScenario.node[618].veinsmobility,18.9677,0,27188.5,27282.5,234.108,766.05,93.5
ProvidenciaExampleScenario.node[573].veinsmobility,16.7749,0,27178,27283,256.676,863.734,104.5
ProvidenciaExampleScenario.node[564].veinsmobility,15,0,27174,27283.5,233.621,693.574,109
ProvidenciaExampleScenario.node[719].veinsmobility,18.75,1.71489,27223.5,27283.5,176.384,671.908,59.5
ProvidenciaExampleScenario.node[630].veinsmobility,16.25,0,27193.5,27284.5,220.239,695.568,90.5
ProvidenciaExampleScenario.node[711].veinsmobility,19.195,2.43842,27220.5,27284.5,187.653,768.203,63.5
ProvidenciaExampleScenario.node[717].veinsmobility,16.25,3.5,27222.5,27284.5,199.156,859.166,61.5
ProvidenciaExampleScenario.node[689].veinsmobility,18,0,27213.5,27285,190.42,777.511,71
ProvidenciaExampleScenario.node[592].veinsmobility,16.7636,-2.4512,27181,27285,250.203,858.343,103.5
ProvidenciaExampleScenario.node[701].veinsmobility,16.1636,3.73006,27217.5,27285.5,186.499,694.903,67.5
ProvidenciaExampleScenario.node[363].veinsmobility,16.25,0,27113.5,27285.5,508.968,1520.81,171.5
ProvidenciaExampleScenario.node[737].veinsmobility,19.25,4.62166,27227,27286,194.75,768.648,58.5
ProvidenciaExampleScenario.node[471].veinsmobility,16.3177,0,27144.5,27286.5,285.428,932.175,141.5
ProvidenciaExampleScenario.node[55].veinsmobility,16.9,0,27018,27286.5,605.674,1518.61,268
