Module,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_maxSpeed,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_minSpeed,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_startTime,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_stopTime,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalDistance,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalTime
ProvidenciaExampleScenario.node[11079].veinsmobility,21.5897,0,30821.5,34200,3402.57,546.984,3378.5
ProvidenciaExampleScenario.node[11080].veinsmobility,1.91376,0,30822,34200,3292.08,6.61721,3378
ProvidenciaExampleScenario.node[11082].veinsmobility,14.75,0,30822.5,34200,3319.09,149.45,3377.5
ProvidenciaExampleScenario.node[11085].veinsmobility,8.10361,0,30824,34200,3309.89,176.324,3376
ProvidenciaExampleScenario.node[11089].veinsmobility,13.75,0,30827,34200,3376.12,569.951,3373
ProvidenciaExampleScenario.node[11094].veinsmobility,13.7108,0,30829,34200,3305.93,152.467,3371
ProvidenciaExampleScenario.node[11098].veinsmobility,20.1543,0,30830.5,34200,3402.63,532.05,3369.5
ProvidenciaExampleScenario.node[11101].veinsmobility,15.65,0,30832,34200,3336.61,395.219,3368
ProvidenciaExampleScenario.node[11102].veinsmobility,14.6956,0,30832,34200,3308.26,178.816,3368
ProvidenciaExampleScenario.node[11103].veinsmobility,19.4125,0,30832,34200,3417.4,626.509,3368
ProvidenciaExampleScenario.node[11106].veinsmobility,21.5173,0,30833,34200,3469.42,913.955,3367
ProvidenciaExampleScenario.node[11107].veinsmobility,13.8,0,30833.5,34200,3305.33,131.9,3366.5
ProvidenciaExampleScenario.node[11109].veinsmobility,16.0819,0,30833.5,34200,3803.63,269.546,3366.5
ProvidenciaExampleScenario.node[11110].veinsmobility,8.62856,0,30833.5,34200,3294.07,145.818,3366.5
ProvidenciaExampleScenario.node[11113].veinsmobility,11.8661,0,30835,34200,3298.31,164.921,3365
ProvidenciaExampleScenario.node[11114].veinsmobility,12.1,0,30835.5,34200,3296.89,133.173,3364.5
ProvidenciaExampleScenario.node[11115].veinsmobility,9.36151,0,30836,34200,3306.41,153.466,3364
ProvidenciaExampleScenario.node[11118].veinsmobility,6.68538,0,30837.5,34200,3277.23,71.5088,3362.5
ProvidenciaExampleScenario.node[11119].veinsmobility,8.26356,0,30837.5,34200,3285.67,143.147,3362.5
ProvidenciaExampleScenario.node[11120].veinsmobility,7.49638,0,30838.5,34200,3287.2,126.783,3361.5
ProvidenciaExampleScenario.node[11121].veinsmobility,16.0764,0,30839,34200,3344.33,404.719,3361
ProvidenciaExampleScenario.node[11123].veinsmobility,14.9333,0,30840,34200,3404.88,701.27,3360
ProvidenciaExampleScenario.node[11124].veinsmobility,14.5959,0,30840,34200,3398.21,736.9,3360
ProvidenciaExampleScenario.node[11125].veinsmobility,0,0,30840,34200,3268.79,17.991,3360
ProvidenciaExampleScenario.node[11127].veinsmobility,8.7225,0,30841,34200,3291.88,148.514,3359
ProvidenciaExampleScenario.node[11129].veinsmobility,0,0,30842.5,34200,3266.36,17.2659,3357.5
ProvidenciaExampleScenario.node[11130].veinsmobility,15.7,0,30843,34200,3367.97,421.194,3357
ProvidenciaExampleScenario.node[11131].veinsmobility,16.5145,-2.1099,30844,34200,3436.77,729.708,3356
ProvidenciaExampleScenario.node[11133].veinsmobility,15.7575,0,30844.5,34200,3362.27,489.378,3355.5
ProvidenciaExampleScenario.node[11135].veinsmobility,15.65,0,30845.5,34200,3340.72,362.732,3354.5
ProvidenciaExampleScenario.node[11136].veinsmobility,7.64311,0,30845.5,34200,3281.99,137.017,3354.5
ProvidenciaExampleScenario.node[11137].veinsmobility,1.8168,0,30846,34200,3266.63,2.52275,3354
ProvidenciaExampleScenario.node[11140].veinsmobility,16.25,0,30846.5,34200,3411.84,752.03,3353.5
ProvidenciaExampleScenario.node[11144].veinsmobility,23.3619,0,30848,34200,3374.61,535.066,3352
ProvidenciaExampleScenario.node[11145].veinsmobility,15.4132,0,30848.5,34200,3376.45,650.177,3351.5
ProvidenciaExampleScenario.node[11146].veinsmobility,16.25,0,30848.5,34200,3333.83,422.48,3351.5
ProvidenciaExampleScenario.node[11147].veinsmobility,15.65,0,30849,34200,3380.17,606.725,3351
ProvidenciaExampleScenario.node[11149].veinsmobility,0,0,30849.5,34200,3259.55,0.187507,3350.5
ProvidenciaExampleScenario.node[11151].veinsmobility,14.8711,0,30850.5,34200,3330.46,396.739,3349.5
ProvidenciaExampleScenario.node[11152].veinsmobility,22.5714,0,30851,34200,3365.33,548.781,3349
ProvidenciaExampleScenario.node[11154].veinsmobility,15.65,0,30851.5,34200,3341.58,429.44,3348.5
ProvidenciaExampleScenario.node[11155].veinsmobility,20.4106,0,30852,34200,3424.65,917.327,3348
ProvidenciaExampleScenario.node[11156].veinsmobility,8.38076,-0.143013,30852,34200,3273.4,134.05,3348
ProvidenciaExampleScenario.node[11158].veinsmobility,14.4645,0,30853,34200,3314.95,396.621,3347
ProvidenciaExampleScenario.node[11159].veinsmobility,20.3718,-0.0319291,30853,34200,3431.8,910.414,3347
ProvidenciaExampleScenario.node[11160].veinsmobility,14.3953,0,30853,34200,3350.59,606.007,3347
ProvidenciaExampleScenario.node[11162].veinsmobility,12.0823,0,30853.5,34200,3305.43,431.315,3346.5
ProvidenciaExampleScenario.node[11164].veinsmobility,16.25,0,30854.5,34200,3355.78,496.652,3345.5
ProvidenciaExampleScenario.node[11167].veinsmobility,11.0559,0,30856,34200,3315,434.036,3344
ProvidenciaExampleScenario.node[11168].veinsmobility,5.5,0,30856,34200,3255.05,37.8959,3344
ProvidenciaExampleScenario.node[11170].veinsmobility,15.7116,0,30857,34200,3368.91,601.41,3343
ProvidenciaExampleScenario.node[11173].veinsmobility,11.9,0,30859,34200,3276.37,158.78,3341
ProvidenciaExampleScenario.node[11175].veinsmobility,16.6602,0,30859,34200,3369.44,607.309,3341
ProvidenciaExampleScenario.node[11181].veinsmobility,18.2004,0,30862.5,34200,3372.58,599.605,3337.5
ProvidenciaExampleScenario.node[11182].veinsmobility,17.0991,0,30863.5,34200,3324.15,363.76,3336.5
ProvidenciaExampleScenario.node[11183].veinsmobility,22.5,0,30863.5,34200,3341.05,535.85,3336.5
ProvidenciaExampleScenario.node[11185].veinsmobility,22.5,0,30864,34200,3373.16,547.702,3336
ProvidenciaExampleScenario.node[11189].veinsmobility,20.0049,0,30867,34200,3342.74,547.601,3333
ProvidenciaExampleScenario.node[11191].veinsmobility,6.17627,0,30867.5,34200,3250.46,110.568,3332.5
ProvidenciaExampleScenario.node[11192].veinsmobility,6.47904,0,30868,34200,3251.55,124.011,3332
ProvidenciaExampleScenario.node[11195].veinsmobility,7.19468,0,30869.5,34200,3256.45,114.21,3330.5
ProvidenciaExampleScenario.node[11196].veinsmobility,16.4303,0,30869.5,34200,3335.73,581.423,3330.5
ProvidenciaExampleScenario.node[11198].veinsmobility,15.65,0,30870.5,34200,3333.46,496.959,3329.5
ProvidenciaExampleScenario.node[11199].veinsmobility,11.6555,0,30870.5,34200,3307.33,337.77,3329.5
ProvidenciaExampleScenario.node[11200].veinsmobility,11.4391,0,30871,34200,3304.65,395.561,3329
ProvidenciaExampleScenario.node[11201].veinsmobility,15.65,0,30871.5,34200,3297.69,355.848,3328.5
ProvidenciaExampleScenario.node[11203].veinsmobility,12.15,0,30872,34200,3309.71,407.066,3328
ProvidenciaExampleScenario.node[11204].veinsmobility,15.85,0,30872.5,34200,3355.07,633.979,3327.5
ProvidenciaExampleScenario.node[11205].veinsmobility,15.8627,0,30872.5,34200,3301.69,357.753,3327.5
ProvidenciaExampleScenario.node[11206].veinsmobility,10.5012,0,30874.5,34200,3259.01,168.332,3325.5
ProvidenciaExampleScenario.node[11207].veinsmobility,15.9272,0,30874.5,34200,3340.48,589.407,3325.5
ProvidenciaExampleScenario.node[11209].veinsmobility,8.63935,0,30875.5,34200,3252.37,107.937,3324.5
ProvidenciaExampleScenario.node[11211].veinsmobility,14.5271,0,30876.5,34200,3315.56,482.728,3323.5
ProvidenciaExampleScenario.node[11213].veinsmobility,11.9167,0,30877.5,34200,3285.98,383.549,3322.5
ProvidenciaExampleScenario.node[11214].veinsmobility,21.3363,0,30877.5,34200,3328.44,524.938,3322.5
ProvidenciaExampleScenario.node[11215].veinsmobility,16.9634,0,30879,34200,3329.95,589.325,3321
ProvidenciaExampleScenario.node[11216].veinsmobility,12.1,0,30881.5,34200,3303.61,331.411,3318.5
ProvidenciaExampleScenario.node[11219].veinsmobility,16,0,30882.5,34200,3287.83,349.296,3317.5
ProvidenciaExampleScenario.node[11220].veinsmobility,16.9,0,30883,34200,3294.85,401.095,3317
ProvidenciaExampleScenario.node[11221].veinsmobility,12.1292,0,30884,34200,3280.56,390.765,3316
ProvidenciaExampleScenario.node[11224].veinsmobility,8.6344,0,30885,34200,3236.5,86.6177,3315
ProvidenciaExampleScenario.node[11225].veinsmobility,16.9,0,30885.5,34200,3347.54,591.719,3314.5
ProvidenciaExampleScenario.node[11227].veinsmobility,15.65,0,30886,34200,3287.39,408.686,3314
ProvidenciaExampleScenario.node[11228].veinsmobility,15,0,30886.5,34200,3285.91,343.196,3313.5
ProvidenciaExampleScenario.node[11230].veinsmobility,16.2075,0,30887,34200,3293.85,387.315,3313
ProvidenciaExampleScenario.node[11231].veinsmobility,3.5595,0,30887,34200,3225.15,34.5093,3313
ProvidenciaExampleScenario.node[11235].veinsmobility,5.5,0,30890,34200,3224.78,60.3468,3310
ProvidenciaExampleScenario.node[11236].veinsmobility,8.1417,0,30891,34200,3227.31,76.0335,3309
ProvidenciaExampleScenario.node[11237].veinsmobility,6.19345,0,30892,34200,3226.89,84.6248,3308
ProvidenciaExampleScenario.node[11239].veinsmobility,11.9,-1.90575,30893,34200,3299.04,333.064,3307
ProvidenciaExampleScenario.node[11241].veinsmobility,16.25,0,30893.5,34200,3285.48,385.054,3306.5
ProvidenciaExampleScenario.node[11242].veinsmobility,15.3755,0,30894,34200,3326.56,670.008,3306
ProvidenciaExampleScenario.node[11243].veinsmobility,22.5,0,30894.5,34200,3308.87,515.925,3305.5
ProvidenciaExampleScenario.node[11245].veinsmobility,15.65,0,30895.5,34200,3269.88,264.058,3304.5
ProvidenciaExampleScenario.node[11246].veinsmobility,5.9178,0,30895.5,34200,3218.66,58.0884,3304.5
ProvidenciaExampleScenario.node[11248].veinsmobility,6.21965,-0.264984,30897,34200,3223.17,75.6854,3303
ProvidenciaExampleScenario.node[11249].veinsmobility,8.89872,0,30897.5,34200,3229.03,142.264,3302.5
ProvidenciaExampleScenario.node[11252].veinsmobility,11,0,30899.5,34200,3250.86,148.079,3300.5
ProvidenciaExampleScenario.node[11253].veinsmobility,0,0,30900,34200,3210.41,0.966032,3300
ProvidenciaExampleScenario.node[11255].veinsmobility,15.0886,0,30902.5,34200,3294.45,527.002,3297.5
ProvidenciaExampleScenario.node[11256].veinsmobility,3.55298,0,30902.5,34200,3210.07,28.0587,3297.5
ProvidenciaExampleScenario.node[11257].veinsmobility,16.0496,0,30903,34200,3302.91,539.964,3297
ProvidenciaExampleScenario.node[11258].veinsmobility,13.15,0,30903,34200,3271.19,379.04,3297
ProvidenciaExampleScenario.node[11260].veinsmobility,19.5112,0,30904,34200,3324.83,593.619,3296
ProvidenciaExampleScenario.node[11261].veinsmobility,15.85,0,30905,34200,3297.55,524.425,3295
ProvidenciaExampleScenario.node[11262].veinsmobility,15.65,0,30905,34200,3252.8,256.24,3295
ProvidenciaExampleScenario.node[11263].veinsmobility,10.7596,0,30905.5,34200,3221.39,112.596,3294.5
ProvidenciaExampleScenario.node[11266].veinsmobility,4.52484,0,30907,34200,3207.93,52.2867,3293
ProvidenciaExampleScenario.node[11267].veinsmobility,18.75,0,30907,34200,3314.05,586.161,3293
ProvidenciaExampleScenario.node[11269].veinsmobility,16.5,0,30907.5,34200,3264.01,290.056,3292.5
ProvidenciaExampleScenario.node[11271].veinsmobility,5.9676,0,30908.5,34200,3207.97,61.3184,3291.5
ProvidenciaExampleScenario.node[11272].veinsmobility,10.2875,0,30909,34200,3217.06,105.948,3291
ProvidenciaExampleScenario.node[11273].veinsmobility,12.2926,0,30910,34200,3279.41,352.291,3290
ProvidenciaExampleScenario.node[11274].veinsmobility,15.65,0,30910.5,34200,3276.54,515.132,3289.5
ProvidenciaExampleScenario.node[11275].veinsmobility,21,0,30911,34200,3310.73,520.268,3289
ProvidenciaExampleScenario.node[11276].veinsmobility,17.8647,0,30911.5,34200,3300.18,572.004,3288.5
ProvidenciaExampleScenario.node[11278].veinsmobility,15.5,0,30912,34200,3280.04,419.596,3288
ProvidenciaExampleScenario.node[11279].veinsmobility,15.8756,0,30912.5,34200,3280.38,520.405,3287.5
ProvidenciaExampleScenario.node[11282].veinsmobility,14.4,0,30913.5,34200,3238.38,249.791,3286.5
ProvidenciaExampleScenario.node[11283].veinsmobility,20.1899,0,30913.5,34200,3301.58,527.123,3286.5
ProvidenciaExampleScenario.node[11284].veinsmobility,15.0835,0,30914.5,34200,3261.58,476.243,3285.5
ProvidenciaExampleScenario.node[11286].veinsmobility,7.11573,0,30914.5,34200,3204.51,48.9866,3285.5
ProvidenciaExampleScenario.node[11288].veinsmobility,4.09354,0,30915.5,34200,3197.31,31.6191,3284.5
ProvidenciaExampleScenario.node[11289].veinsmobility,21.947,0,30915.5,34200,3306.23,517.606,3284.5
ProvidenciaExampleScenario.node[11290].veinsmobility,15.2316,0,30916,34200,3276.54,451.24,3284
ProvidenciaExampleScenario.node[11291].veinsmobility,11.9792,-0.0732997,30916.5,34200,3215.77,139.525,3283.5
ProvidenciaExampleScenario.node[11293].veinsmobility,15.7421,0,30918,34200,3257.66,360.602,3282
ProvidenciaExampleScenario.node[11294].veinsmobility,4.07626,0,30918,34200,3197.36,39.4241,3282
ProvidenciaExampleScenario.node[11295].veinsmobility,5.58369,0,30918.5,34200,3198.89,43.9283,3281.5
ProvidenciaExampleScenario.node[11297].veinsmobility,4.91819,0,30919,34200,3199.61,48.9286,3281
ProvidenciaExampleScenario.node[11299].veinsmobility,4.79418,0,30921.5,34200,3195.01,37.8264,3278.5
ProvidenciaExampleScenario.node[11300].veinsmobility,22.2316,0,30921.5,34200,3299.74,508.667,3278.5
ProvidenciaExampleScenario.node[11301].veinsmobility,15.65,0,30922,34200,3240.46,283.129,3278
ProvidenciaExampleScenario.node[11302].veinsmobility,15.85,0,30922.5,34200,3246.17,278.589,3277.5
ProvidenciaExampleScenario.node[11303].veinsmobility,13.4803,0,30923.5,34200,3229.98,283.352,3276.5
ProvidenciaExampleScenario.node[11304].veinsmobility,21.13,0,30925,34200,3306.25,519.902,3275
ProvidenciaExampleScenario.node[11305].veinsmobility,19.3557,0,30925.5,34200,3303.21,559.177,3274.5
ProvidenciaExampleScenario.node[11312].veinsmobility,16.9,0,30928.5,34200,3257.2,245.931,3271.5
ProvidenciaExampleScenario.node[11313].veinsmobility,15.1227,0,30929.5,34200,3242.74,312.263,3270.5
ProvidenciaExampleScenario.node[11315].veinsmobility,22.5908,0,30931,34200,3296.95,502.139,3269
ProvidenciaExampleScenario.node[11319].veinsmobility,15.85,0,30934,34200,3237.52,257.874,3266
ProvidenciaExampleScenario.node[11321].veinsmobility,3.3669,0,30934.5,34200,3179.89,26.7337,3265.5
ProvidenciaExampleScenario.node[11322].veinsmobility,15.2864,0,30935,34200,3240.26,227.217,3265
ProvidenciaExampleScenario.node[11323].veinsmobility,12.5,0,30935.5,34200,3236.52,488.509,3264.5
ProvidenciaExampleScenario.node[11326].veinsmobility,3.93421,0,30936,34200,3178.73,25.5916,3264
ProvidenciaExampleScenario.node[11328].veinsmobility,15.688,0,30937.5,34200,3241.45,373.935,3262.5
ProvidenciaExampleScenario.node[11331].veinsmobility,16.6419,0,30938.5,34200,3281.91,574.71,3261.5
ProvidenciaExampleScenario.node[11332].veinsmobility,2.89708,0,30939.5,34200,3178.88,24.535,3260.5
ProvidenciaExampleScenario.node[11333].veinsmobility,14.265,0,30940,34200,3237.09,354.444,3260
ProvidenciaExampleScenario.node[11339].veinsmobility,16.5,0,30942.5,34200,3282.23,427.296,3257.5
ProvidenciaExampleScenario.node[11337].veinsmobility,3.06015,0,30941,34200,3175.12,26.8745,3259
ProvidenciaExampleScenario.node[11340].veinsmobility,14.3235,-0.828888,30942.5,34200,3220.32,307.951,3257.5
ProvidenciaExampleScenario.node[11342].veinsmobility,16.2298,0,30943.5,34200,3218.04,229.314,3256.5
ProvidenciaExampleScenario.node[11343].veinsmobility,15.1604,0,30944,34200,3244,482.143,3256
ProvidenciaExampleScenario.node[11344].veinsmobility,11.4839,0,30944.5,34200,3224.67,469.945,3255.5
ProvidenciaExampleScenario.node[11345].veinsmobility,13.3955,0,30945.5,34200,3261.48,565.878,3254.5
ProvidenciaExampleScenario.node[11347].veinsmobility,2.78279,-1.6308,30946.5,34200,3171.17,15.158,3253.5
ProvidenciaExampleScenario.node[11348].veinsmobility,11.868,0,30947,34200,3232.11,475.807,3253
ProvidenciaExampleScenario.node[11353].veinsmobility,11.9088,0,30948,34200,3184.31,131.702,3252
ProvidenciaExampleScenario.node[11354].veinsmobility,11.2236,0,30948.5,34200,3206.27,215.127,3251.5
ProvidenciaExampleScenario.node[11355].veinsmobility,15.7,0,30948.5,34200,3236,405.241,3251.5
ProvidenciaExampleScenario.node[11356].veinsmobility,6.9,0,30950,34200,3163.36,45.0315,3250
ProvidenciaExampleScenario.node[11357].veinsmobility,9.96876,0,30950.5,34200,3200.07,205.568,3249.5
ProvidenciaExampleScenario.node[11361].veinsmobility,13.2252,0,30953,34200,3252.92,562.136,3247
ProvidenciaExampleScenario.node[11362].veinsmobility,15.7728,0,30954,34200,3239.57,475.64,3246
ProvidenciaExampleScenario.node[11364].veinsmobility,13.5802,0,30954,34200,3195.8,269.775,3246
ProvidenciaExampleScenario.node[11365].veinsmobility,15.7478,0,30954.5,34200,3236.43,470.444,3245.5
ProvidenciaExampleScenario.node[11366].veinsmobility,14.9,-3.15675,30954.5,34200,3229.39,264.431,3245.5
ProvidenciaExampleScenario.node[11369].veinsmobility,14.2632,0,30955,34200,3215.79,330.986,3245
ProvidenciaExampleScenario.node[11372].veinsmobility,11.9,0,30958,34200,3180.93,125.254,3242
ProvidenciaExampleScenario.node[11373].veinsmobility,20.9481,-2.67473,30958.5,34200,3276.24,502.243,3241.5
ProvidenciaExampleScenario.node[11374].veinsmobility,10.5783,0,30959,34200,3186.57,251.1,3241
ProvidenciaExampleScenario.node[11376].veinsmobility,21.6628,0,30959.5,34200,3277.74,507.202,3240.5
ProvidenciaExampleScenario.node[11378].veinsmobility,15.3,0,30960,34200,3700.84,683.93,3240
ProvidenciaExampleScenario.node[11379].veinsmobility,15.85,0,30960,34200,3706.54,704.489,3240
ProvidenciaExampleScenario.node[11380].veinsmobility,15.3651,0,30960,34200,3222.05,493.695,3240
ProvidenciaExampleScenario.node[11381].veinsmobility,11.7197,0,30960,34200,3184.69,206.397,3240
ProvidenciaExampleScenario.node[11382].veinsmobility,15.0475,-0.399994,30960,34200,3291.68,774.171,3240
ProvidenciaExampleScenario.node[11383].veinsmobility,12.6883,0,30960.5,34200,3253.09,578.728,3239.5
ProvidenciaExampleScenario.node[11384].veinsmobility,2.60753,0,30961,34200,3154.76,16.7066,3239
ProvidenciaExampleScenario.node[11385].veinsmobility,18.9724,0,30961.5,34200,3258.61,515.129,3238.5
ProvidenciaExampleScenario.node[11386].veinsmobility,10.9371,0,30962,34200,3203.25,255.562,3238
ProvidenciaExampleScenario.node[11392].veinsmobility,13.75,0,30965,34200,3183.66,228.873,3235
ProvidenciaExampleScenario.node[11393].veinsmobility,3.84964,0,30965,34200,3150.35,13.3466,3235
ProvidenciaExampleScenario.node[11394].veinsmobility,2.66249,-2.99597,30965.5,34200,3151.17,16.7316,3234.5
ProvidenciaExampleScenario.node[11395].veinsmobility,6.75,0,30966,34200,3150.22,39.8101,3234
ProvidenciaExampleScenario.node[11396].veinsmobility,16.3059,0,30966.5,34200,3645.56,281.6,3233.5
ProvidenciaExampleScenario.node[11397].veinsmobility,15.65,0,30966.5,34200,3213.26,436.509,3233.5
ProvidenciaExampleScenario.node[11400].veinsmobility,2.58622,0,30967,34200,3149.52,10.8489,3233
ProvidenciaExampleScenario.node[11401].veinsmobility,12.9921,0,30967,34200,3257,574.335,3233
ProvidenciaExampleScenario.node[11413].veinsmobility,15.7,0,30974,34200,3251.24,556.475,3226
ProvidenciaExampleScenario.node[11402].veinsmobility,15.65,0,30968,34200,3183.74,217.908,3232
ProvidenciaExampleScenario.node[11403].veinsmobility,4.03265,0,30968,34200,3147.86,15.3054,3232
ProvidenciaExampleScenario.node[11404].veinsmobility,3.88641,0,30968,34200,3147.65,51.6547,3232
ProvidenciaExampleScenario.node[11405].veinsmobility,12.9796,0,30969.5,34200,3249.78,566.708,3230.5
ProvidenciaExampleScenario.node[11406].veinsmobility,2.41878,0,30970,34200,3145.8,11.0222,3230
ProvidenciaExampleScenario.node[11408].veinsmobility,15.4943,0,30970.5,34200,3180.05,246.984,3229.5
ProvidenciaExampleScenario.node[11409].veinsmobility,0.66602,0,30971,34200,3145.83,5.89921,3229
ProvidenciaExampleScenario.node[11410].veinsmobility,15.0353,0,30971.5,34200,3214.25,430.909,3228.5
ProvidenciaExampleScenario.node[11411].veinsmobility,20.35,0,30972,34200,3220.19,497.687,3228
ProvidenciaExampleScenario.node[11415].veinsmobility,0.334761,0,30975,34200,3140.3,2.60933,3225
ProvidenciaExampleScenario.node[11418].veinsmobility,14.7632,0,30976,34200,3214.89,463.671,3224
ProvidenciaExampleScenario.node[11420].veinsmobility,1.44815,0,30976,34200,3139.64,4.85604,3224
ProvidenciaExampleScenario.node[11426].veinsmobility,2.15,0,30980,34200,3132.79,1.8388,3220
ProvidenciaExampleScenario.node[11429].veinsmobility,21.5322,0,30980.5,34200,3220.05,494.864,3219.5
ProvidenciaExampleScenario.node[11430].veinsmobility,16.9,-0.901458,30981,34200,3217.71,450.309,3219
ProvidenciaExampleScenario.node[11431].veinsmobility,22.5024,0,30981.5,34200,3243.43,479.282,3218.5
ProvidenciaExampleScenario.node[11434].veinsmobility,22.9,0,30984,34200,3237.49,487.89,3216
ProvidenciaExampleScenario.node[11435].veinsmobility,15,0,30985,34200,3166.66,256.627,3215
ProvidenciaExampleScenario.node[11436].veinsmobility,22.3276,0,30985,34200,3247.9,561.626,3215
ProvidenciaExampleScenario.node[11437].veinsmobility,15.65,0,30985,34200,3171.51,238.2,3215
ProvidenciaExampleScenario.node[11438].veinsmobility,14.2636,0,30986,34200,3189.94,348.424,3214
ProvidenciaExampleScenario.node[11441].veinsmobility,21.0267,0,30986.5,34200,3216.95,499.581,3213.5
ProvidenciaExampleScenario.node[11446].veinsmobility,12.25,0,30989.5,34200,3159.87,252.529,3210.5
ProvidenciaExampleScenario.node[11447].veinsmobility,14.4,-0.903234,30990,34200,3184.46,437.845,3210
ProvidenciaExampleScenario.node[11448].veinsmobility,2.02834,0,30990,34200,3129.02,28.6674,3210
ProvidenciaExampleScenario.node[11449].veinsmobility,2,0,30990.5,34200,3122.36,7.68784,3209.5
ProvidenciaExampleScenario.node[11450].veinsmobility,14.4,0,30992.5,34200,3171.32,245.568,3207.5
ProvidenciaExampleScenario.node[11453].veinsmobility,14.6054,0,30993.5,34200,3195.35,443.124,3206.5
ProvidenciaExampleScenario.node[11454].veinsmobility,13.15,0,30993.5,34200,3165.92,253.345,3206.5
ProvidenciaExampleScenario.node[11455].veinsmobility,18.0495,0,30993.5,34200,3223.9,549.533,3206.5
ProvidenciaExampleScenario.node[11456].veinsmobility,3.30387,0,30993.5,34200,3122.49,16.2781,3206.5
ProvidenciaExampleScenario.node[11457].veinsmobility,12.6488,0,30994,34200,3162.31,254.938,3206
ProvidenciaExampleScenario.node[11458].veinsmobility,0,-0.669281,30994,34200,3118.95,0.1673,3206
ProvidenciaExampleScenario.node[11459].veinsmobility,13.7551,0,30994.5,34200,3180.84,431.899,3205.5
ProvidenciaExampleScenario.node[11460].veinsmobility,10.2304,0,30994.5,34200,3159.45,245.958,3205.5
ProvidenciaExampleScenario.node[11461].veinsmobility,22.5,0,30995,34200,3227.69,472.689,3205
ProvidenciaExampleScenario.node[11463].veinsmobility,14.9256,0,30996,34200,3190.73,433.874,3204
ProvidenciaExampleScenario.node[11466].veinsmobility,0,0,30996.5,34200,3116.52,0.422048,3203.5
ProvidenciaExampleScenario.node[11467].veinsmobility,13.8862,0,30997,34200,3177.34,436.463,3203
ProvidenciaExampleScenario.node[11470].veinsmobility,0,0,30997.5,34200,3115.55,0.751032,3202.5
ProvidenciaExampleScenario.node[11473].veinsmobility,14.4725,0,30998.5,34200,3150.22,216.273,3201.5
ProvidenciaExampleScenario.node[11474].veinsmobility,10.9452,0,30999,34200,3156.63,212.041,3201
ProvidenciaExampleScenario.node[11475].veinsmobility,0,0,30999,34200,3114.09,0.635936,3201
ProvidenciaExampleScenario.node[11478].veinsmobility,22.5,0,31000.5,34200,3222.58,481.341,3199.5
ProvidenciaExampleScenario.node[11480].veinsmobility,8.71881,0,31001,34200,3125.31,47.8885,3199
ProvidenciaExampleScenario.node[11483].veinsmobility,20,0,31002.5,34200,3197.22,475.545,3197.5
ProvidenciaExampleScenario.node[11486].veinsmobility,11.3203,0,31003,34200,3131.16,128.844,3197
ProvidenciaExampleScenario.node[11488].veinsmobility,3.73736,0,31004,34200,3113.86,12.7087,3196
ProvidenciaExampleScenario.node[11489].veinsmobility,18.8175,0,31004.5,34200,3178.42,468.632,3195.5
ProvidenciaExampleScenario.node[11493].veinsmobility,13.15,0,31006.5,34200,3156.35,226.64,3193.5
ProvidenciaExampleScenario.node[11494].veinsmobility,22.8986,0,31006.5,34200,3204.32,483.252,3193.5
ProvidenciaExampleScenario.node[11495].veinsmobility,15.4053,0,31007,34200,3179.56,438.094,3193
ProvidenciaExampleScenario.node[11496].veinsmobility,15.65,0,31007,34200,3181.21,439.659,3193
ProvidenciaExampleScenario.node[11497].veinsmobility,19.0897,0,31007.5,34200,3179.58,472.263,3192.5
ProvidenciaExampleScenario.node[11499].veinsmobility,16,0,31009,34200,3162.28,261.211,3191
ProvidenciaExampleScenario.node[11502].veinsmobility,16,0,31011.5,34200,3158.84,301.287,3188.5
ProvidenciaExampleScenario.node[11503].veinsmobility,18.15,0,31011.5,34200,3212.66,536.642,3188.5
ProvidenciaExampleScenario.node[11504].veinsmobility,11.9,0,31012,34200,3125.56,118.807,3188
ProvidenciaExampleScenario.node[11509].veinsmobility,15.2316,0,31014,34200,3168.71,417.941,3186
ProvidenciaExampleScenario.node[11511].veinsmobility,21.9511,0,31015,34200,3203.06,456.15,3185
ProvidenciaExampleScenario.node[11515].veinsmobility,11,0,31016.5,34200,3128.55,191.705,3183.5
ProvidenciaExampleScenario.node[11518].veinsmobility,11.9,0,31018.5,34200,3146.08,218.594,3181.5
ProvidenciaExampleScenario.node[11523].veinsmobility,15,0,31024,34200,3156.97,409.69,3176
ProvidenciaExampleScenario.node[11525].veinsmobility,13.3992,0,31024,34200,3137.45,206.818,3176
ProvidenciaExampleScenario.node[11528].veinsmobility,15.9101,0,31026.5,34200,3161.06,402.104,3173.5
